350,4738.702,3890.219,4977.526,2953.750,3676.217,2938.968,2418.105,2531.698,2281.990,2657.319,2439.158,1840.424,1964.864,1631.135,1371.598,1319.397,968.677,954.084,850.948,757.794,742.656,676.611,634.054,652.203,645.596,655.136,612.608,678.647,685.484,665.112,724.967,795.316,814.754,853.487,924.129,991.831,995.951,1010.614,1026.395,1071.869,1017.248,992.537,999.986,935.784,846.842,781.446,666.805,586.730,531.479,459.724,442.151,554.163,850.120,1494.791,2518.080,3205.872,3309.854,2533.663,1647.681,846.997,434.687,259.015,216.955,214.033,213.982,185.216,208.035,182.514,293.135,1263.107,5620.932,19279.745,41682.065,59172.623,72012.038,65170.722,40855.728,20402.819,8742.933,2025.928,233.048,47.632,40.751,41.018,38.777,31.115,31.398,33.903,32.700,37.488,31.831,32.449,34.242,37.014,39.897,41.550,36.015,37.540,34.131,35.294,37.817,24.924,27.549,30.604,29.870,29.515,26.974,28.419,34.747,25.627,32.984,28.375,29.343,28.178,27.792,27.220,32.123,27.243,32.102,31.131,34.664,32.912,34.934,31.214,33.340,33.264,31.641,31.894,33.651,32.028,30.245,28.975,26.050,26.969,25.253,26.911,29.190,30.046,29.432,29.558,26.712,28.043,28.261,25.106,25.499,28.143,25.585,26.676,30.018,30.709,29.411,
352,4509.005,3742.395,4528.524,2979.554,2887.297,3414.497,3176.877,2848.565,2652.275,2348.604,2353.176,2162.353,1833.530,1655.227,1244.061,1195.311,1010.703,990.706,830.722,817.153,744.626,697.849,619.208,693.213,578.234,604.787,628.484,639.126,675.882,678.759,764.716,813.019,836.469,930.971,893.860,964.103,948.043,986.247,984.506,1022.262,1033.675,992.314,941.766,896.081,854.366,723.745,657.711,603.068,545.422,453.148,428.477,419.677,520.301,855.587,1605.325,2411.488,3111.437,3059.856,2362.949,1488.319,761.546,387.391,262.843,208.406,202.282,192.845,204.725,194.456,176.275,247.212,1012.533,5571.409,17935.677,34996.781,55475.183,66129.899,58438.634,40350.419,23088.321,8925.832,2072.856,330.660,67.039,35.000,35.925,29.886,26.240,32.908,28.018,33.101,27.681,29.475,31.260,37.192,43.820,37.403,29.160,34.914,37.998,30.160,38.396,28.971,29.355,24.111,32.399,24.555,30.982,29.570,31.539,27.139,32.439,25.704,24.306,28.678,28.977,29.763,32.131,30.010,33.224,31.709,28.969,33.192,30.387,31.936,32.107,33.606,31.274,28.925,31.300,30.452,30.844,28.184,28.591,26.056,26.822,24.517,29.150,25.802,27.113,29.605,26.184,25.662,30.066,25.727,29.810,24.002,27.750,28.224,28.117,28.661,26.309,
354,5892.054,4062.382,3277.817,4806.755,2850.434,3146.738,2630.126,2686.775,2855.524,2068.934,1966.635,2152.745,1676.642,1502.515,1432.747,1115.885,1048.956,911.283,863.421,816.581,709.730,639.393,667.083,677.282,620.903,652.645,644.518,607.491,656.626,669.920,703.296,774.830,777.818,811.591,846.922,943.789,920.869,921.969,986.480,1027.515,979.799,1020.589,890.289,934.812,835.804,709.497,696.911,590.282,530.866,473.651,424.645,420.616,420.549,555.670,997.363,1754.282,2624.080,3032.805,2850.100,2083.658,1213.737,635.494,333.039,234.194,211.990,205.123,206.507,191.875,178.589,172.656,233.774,1162.249,5782.768,16069.865,35495.462,53793.890,62493.265,55859.962,40629.834,21056.227,7566.059,2251.955,484.649,43.726,36.138,30.514,30.055,31.570,20.380,34.184,35.030,30.317,32.922,35.568,36.911,38.597,39.534,34.791,38.705,29.282,38.864,32.359,25.511,33.690,35.196,29.319,24.261,29.507,26.753,31.936,28.165,32.520,28.475,27.428,29.645,26.169,27.078,30.907,30.025,32.322,30.615,33.606,31.350,35.042,36.923,29.235,33.253,31.143,33.773,31.710,29.211,28.357,27.407,24.915,26.985,24.469,27.595,27.621,35.482,29.102,30.132,31.155,24.571,30.290,26.661,25.922,28.343,29.594,26.810,29.030,28.675,
356,5285.584,2926.095,4651.988,3750.446,2932.148,3379.959,2581.025,2476.421,2469.454,2540.067,2503.432,1849.105,1790.896,1595.729,1253.468,1245.653,1005.684,1022.550,971.266,806.947,765.994,769.949,676.967,556.270,583.793,640.965,627.679,597.982,724.339,639.495,709.118,751.531,754.012,784.725,889.484,927.113,909.600,998.653,950.390,994.220,949.087,953.991,914.299,924.211,863.210,777.153,672.778,567.940,525.480,460.518,452.660,405.303,407.152,441.065,612.312,1076.984,1834.354,2617.443,2917.147,2648.913,1782.782,1073.333,523.059,305.974,226.327,217.697,198.378,201.741,186.179,178.538,175.848,216.538,1035.690,4608.176,15642.511,33437.899,51435.879,61336.594,56262.967,39246.959,20315.234,8960.746,3193.807,286.025,44.992,37.525,34.825,30.921,27.280,38.285,35.228,32.892,43.062,30.018,34.293,42.599,33.897,26.330,24.092,33.917,29.856,28.090,23.710,30.493,32.743,29.055,26.634,27.231,31.954,26.960,26.224,28.363,26.669,26.978,26.080,26.005,28.240,30.617,30.450,32.089,27.273,29.064,28.174,33.793,32.203,33.471,30.958,30.063,32.644,35.141,27.825,26.593,27.778,23.314,22.740,24.897,24.897,25.090,30.242,27.552,27.887,26.847,27.626,30.306,23.522,27.651,27.359,25.045,29.805,28.170,26.093,
358,4377.766,3984.041,4053.486,3051.383,2664.818,3105.690,2897.404,2807.372,2375.908,2156.897,2148.152,2176.045,1662.892,1640.443,1240.640,1027.878,1082.441,945.307,863.852,787.446,758.822,726.535,605.755,572.057,580.434,580.143,627.035,608.856,618.994,703.635,727.504,726.564,791.094,809.412,845.047,824.921,860.194,918.827,977.789,957.981,933.465,956.615,852.255,864.602,817.463,773.419,646.018,609.953,514.006,493.261,438.521,410.898,401.154,414.676,459.873,662.444,1224.694,2014.108,2615.764,2777.343,2407.716,1606.713,922.491,466.373,293.429,229.050,215.101,195.171,190.123,191.451,174.620,154.554,208.668,801.120,4743.395,14794.449,32155.793,51661.049,59119.819,53864.244,38535.408,23139.122,11411.027,2234.608,312.330,54.050,33.971,29.916,34.953,25.592,32.819,33.840,37.418,35.462,28.395,37.001,34.123,30.598,26.655,27.683,31.617,31.334,33.709,29.817,29.020,30.266,30.333,27.673,21.560,28.553,31.281,28.274,29.582,29.552,29.370,29.388,27.040,28.752,25.556,33.748,30.182,27.418,33.503,30.491,29.694,30.321,29.712,30.136,28.921,34.215,34.465,26.516,26.005,25.078,22.324,23.548,23.290,27.728,27.430,25.143,27.775,26.376,26.236,28.784,29.640,24.952,25.654,28.929,28.351,31.810,25.502,
360,4216.025,4090.732,3605.231,3131.009,3180.038,3083.784,3211.218,2518.660,2103.061,2482.725,2375.254,1894.758,1895.838,1713.629,1238.563,1194.650,1096.259,819.763,861.507,791.613,764.831,675.412,618.079,598.363,652.519,586.626,663.685,600.035,584.223,682.926,681.426,729.195,760.162,828.720,887.970,902.194,825.239,887.955,933.964,913.827,915.996,929.676,901.491,868.433,783.794,739.398,665.469,581.697,548.206,471.348,423.677,418.918,390.949,377.393,387.544,481.280,739.239,1309.762,2024.251,2671.942,2723.274,2198.069,1447.680,792.246,414.480,244.502,219.616,202.710,185.452,178.595,175.459,160.591,167.958,187.261,863.644,4528.398,14685.482,33209.287,48675.187,57402.491,54011.533,40842.907,26725.839,8942.427,2210.949,323.555,36.275,33.351,32.219,32.782,29.363,34.470,27.750,34.239,32.830,39.789,30.891,33.261,37.616,28.660,29.606,30.576,29.661,27.339,30.160,30.261,24.619,26.179,24.518,22.401,24.733,27.680,29.412,26.986,23.647,31.228,27.730,33.033,26.636,22.410,27.289,29.794,29.875,28.976,30.564,32.657,32.047,29.448,31.435,30.926,30.286,27.683,28.577,22.947,21.679,24.132,27.430,28.192,27.598,29.218,24.733,27.414,25.332,25.062,28.128,23.192,19.380,27.827,26.653,28.554,26.774,
362,3566.303,4693.378,3168.289,3477.152,3295.478,2874.013,2498.303,2739.328,2105.388,2354.509,2165.949,1778.454,1689.724,1476.410,1262.880,1194.896,1126.849,950.683,851.439,802.764,666.420,736.828,687.061,612.772,607.978,586.542,617.452,597.421,601.465,675.375,669.974,767.845,766.841,749.850,805.230,867.125,825.499,924.988,883.013,953.677,917.531,873.121,804.829,848.925,803.784,744.181,640.529,586.560,564.976,445.566,448.116,403.974,426.399,370.962,372.467,392.859,500.295,822.930,1386.869,2084.637,2646.803,2551.903,1969.144,1269.520,654.904,353.089,243.869,221.111,189.830,192.898,172.010,156.843,165.012,150.359,191.105,769.363,4455.351,15498.503,30315.840,47164.662,58388.900,54897.998,45911.030,23845.383,10137.950,2251.691,243.263,40.334,30.629,33.570,29.122,32.208,29.455,36.347,38.221,26.632,31.870,31.315,38.835,33.786,35.451,29.528,30.042,24.572,32.678,33.322,26.051,23.177,27.954,24.781,25.303,30.076,28.737,26.684,23.573,26.044,32.841,31.526,25.721,24.010,27.000,26.350,28.312,32.475,26.788,33.273,29.041,27.421,27.552,29.572,27.612,29.322,19.490,24.084,24.062,23.958,24.347,28.639,29.793,26.600,29.584,27.311,25.581,27.827,27.821,21.561,26.585,26.846,24.782,29.329,30.017,
364,3671.711,4936.658,3830.657,3647.583,3302.631,2357.921,3145.077,2571.955,2501.321,2270.986,1928.556,1736.114,1787.639,1665.032,1182.557,1156.346,1008.026,925.039,859.719,747.139,772.258,705.337,646.343,588.711,577.993,580.673,600.060,589.356,599.202,640.048,672.316,681.370,751.325,787.396,784.752,819.027,887.107,855.368,873.180,879.228,875.555,880.333,853.773,822.595,775.305,709.326,654.868,592.443,548.050,473.745,443.753,466.721,416.892,377.521,397.416,377.010,425.767,545.077,883.759,1514.270,2187.442,2510.372,2366.468,1785.514,1099.856,577.888,318.154,229.624,203.030,189.707,172.704,170.372,163.888,146.884,144.272,178.013,849.541,5063.586,14375.144,30029.570,49271.780,58002.973,59906.290,43374.566,26677.230,8718.209,1872.423,257.173,30.277,38.886,34.272,29.883,34.120,34.130,35.156,37.023,35.629,36.855,33.234,28.232,27.447,29.830,26.347,24.722,30.996,25.812,25.635,24.221,23.424,23.859,26.964,24.509,24.263,20.361,26.184,23.598,24.495,29.551,31.877,25.016,27.854,27.545,30.387,27.154,28.465,30.808,26.658,29.721,29.253,29.116,28.009,25.567,23.960,27.229,24.384,25.639,19.750,26.435,25.362,29.627,24.141,25.380,26.807,22.110,23.212,25.953,26.905,26.663,23.249,25.446,30.610,
366,3801.752,4493.980,3317.394,3302.740,2885.368,3061.303,2501.905,2158.801,2596.244,1847.916,1923.711,1662.137,1565.620,1464.190,1355.556,1134.314,1039.379,987.207,894.214,842.065,722.996,676.766,675.054,597.005,603.307,550.432,593.208,604.530,595.042,617.919,671.996,646.739,688.216,790.067,802.490,830.259,819.004,852.784,835.290,842.645,848.835,845.085,815.072,796.138,784.738,690.653,692.509,629.114,516.491,489.853,458.230,440.060,404.890,394.979,395.646,388.866,389.392,411.038,590.545,969.591,1629.043,2176.504,2431.919,2209.804,1572.581,905.825,468.062,308.245,199.715,188.867,188.927,173.348,160.525,146.572,140.679,133.126,174.859,1000.697,4707.203,14052.876,33502.992,49636.211,60326.138,58893.895,47145.200,21860.768,7134.998,1862.258,206.886,40.208,40.362,34.303,37.875,35.319,32.953,40.175,27.614,34.630,30.322,28.035,27.418,30.188,26.209,28.060,26.540,23.275,29.371,24.117,27.506,28.707,23.154,24.429,24.098,24.129,23.058,23.823,25.390,28.202,28.438,23.439,23.921,27.877,27.304,24.961,28.191,30.391,31.023,28.422,30.241,26.681,28.510,27.104,24.508,23.895,24.078,23.670,27.128,26.841,24.687,28.990,22.571,28.156,28.282,26.994,27.226,26.848,24.431,29.842,26.305,27.791,28.403,
368,5268.189,3515.222,3247.364,2816.402,3342.138,3122.997,2710.378,2174.624,2099.058,2171.416,1864.065,1875.242,1598.296,1446.112,1326.316,1190.811,974.763,876.040,907.944,789.519,744.094,677.062,675.261,575.230,608.617,587.919,582.668,585.151,552.756,608.653,632.237,691.268,714.934,749.462,792.288,801.616,796.698,827.931,815.103,846.367,852.389,819.692,837.016,804.803,751.328,733.623,644.206,597.102,562.130,486.120,499.695,471.600,426.749,425.735,403.860,361.473,397.244,386.396,428.890,629.191,1062.957,1629.746,2171.806,2348.458,1995.764,1389.428,744.070,431.836,267.402,200.391,180.535,173.553,175.018,157.185,139.424,132.823,125.426,175.439,830.414,4203.379,15302.621,31459.862,47926.339,61654.179,61537.942,41335.151,20167.490,8037.112,1888.552,258.717,47.291,37.811,42.755,33.848,29.802,37.276,28.900,26.369,32.379,32.074,32.165,27.826,33.685,28.409,31.684,27.382,23.603,24.946,21.799,24.412,27.198,26.759,26.490,26.965,28.925,24.887,26.142,26.589,25.201,27.197,24.977,29.345,27.081,27.981,27.971,26.471,26.371,28.408,28.549,26.008,25.742,24.467,24.588,21.400,24.631,24.324,26.990,25.248,30.677,25.473,24.918,24.569,30.517,27.627,24.988,23.810,25.943,23.028,26.578,26.345,25.802,
370,4380.588,3673.905,2958.498,2583.751,3126.890,2477.787,1936.645,2487.055,2147.183,1970.733,2106.111,1939.270,1694.510,1296.667,1266.254,1073.920,1015.832,1047.559,845.198,796.224,817.884,717.113,680.018,670.963,645.898,598.405,574.197,548.252,595.961,586.460,648.585,608.255,672.401,710.185,762.365,778.664,779.659,803.807,797.942,825.283,814.048,843.549,856.832,825.725,759.981,702.059,642.865,604.992,581.640,510.947,505.340,469.510,440.925,440.817,411.135,393.820,394.497,397.008,398.357,463.439,728.227,1117.202,1728.468,2233.322,2211.774,1802.802,1178.995,658.606,337.806,227.707,182.725,190.730,164.361,155.442,148.306,130.832,126.236,124.930,158.740,790.973,5325.036,15277.722,29953.661,50448.733,62476.856,55410.217,36707.424,19800.454,7496.598,1764.883,273.144,39.585,33.246,38.018,33.160,37.221,33.866,31.344,29.120,28.889,29.143,28.456,28.728,26.026,25.094,32.737,25.645,27.467,24.413,24.497,26.675,25.327,23.181,30.189,25.981,25.528,29.126,26.975,25.701,27.836,24.383,25.808,27.640,28.968,29.191,27.813,30.645,28.543,32.281,28.344,25.943,26.768,25.957,21.807,26.693,25.932,25.942,24.166,26.528,23.506,24.573,27.336,23.447,27.828,24.553,28.474,28.703,24.264,29.203,25.930,27.291,
372,3856.735,4073.940,2440.363,3012.519,3183.643,2710.504,2486.538,2369.350,2006.651,2275.563,1850.932,1967.584,1467.189,1265.621,1220.665,1239.023,933.982,918.480,814.670,782.900,710.868,715.476,690.518,626.272,581.808,571.894,584.314,535.624,588.971,594.919,579.677,642.970,721.678,667.482,703.003,806.848,757.931,804.814,801.837,827.950,779.475,803.347,837.803,801.720,757.618,684.951,648.216,638.295,548.094,530.800,526.419,473.569,489.421,457.302,416.961,415.646,404.992,385.431,391.445,406.788,508.252,761.813,1287.439,1828.103,2168.281,2085.356,1567.477,1017.669,539.550,292.232,218.613,180.757,172.851,155.608,150.327,135.530,126.276,120.475,111.847,154.276,911.934,5181.829,14363.960,32760.596,50229.494,58671.697,50565.222,36198.968,19077.589,6813.072,1801.527,182.818,40.335,38.647,39.637,36.159,28.359,34.635,30.143,27.744,29.101,26.068,27.493,23.775,29.126,25.821,20.477,28.675,24.714,21.053,24.009,27.384,26.160,26.077,32.115,28.670,24.690,28.166,22.308,25.418,27.353,27.173,28.291,28.108,25.991,26.307,27.460,29.786,29.354,30.367,26.655,22.018,24.176,21.567,23.986,19.836,26.817,24.822,24.883,23.873,26.593,26.567,27.811,27.051,26.467,27.666,25.454,24.925,24.952,29.384,26.318,
374,4360.267,3224.174,2810.269,2887.471,2786.906,2805.476,2319.487,2074.605,1915.234,2054.333,2253.380,1753.901,1453.579,1440.292,1059.776,1216.093,904.273,1001.462,849.549,798.198,802.009,696.263,691.640,637.047,620.717,567.764,581.392,561.559,570.481,574.472,606.243,580.895,673.826,673.051,706.077,723.189,756.180,780.782,774.453,806.193,795.112,818.546,767.303,725.134,726.721,710.294,647.391,610.915,539.875,551.701,546.363,500.232,471.193,451.618,460.203,423.933,394.515,410.424,378.530,414.606,425.972,513.663,809.163,1246.004,1797.985,2110.322,1937.716,1462.576,869.051,466.381,281.018,206.170,177.097,148.094,150.842,144.552,130.248,114.723,115.969,117.253,153.230,775.807,4138.445,15156.498,29607.412,47268.643,53700.195,50949.909,37892.308,19716.721,8333.041,1762.820,221.581,43.734,42.494,37.823,36.913,33.320,30.736,28.362,30.839,28.554,31.139,27.694,25.347,24.401,24.776,27.128,27.746,25.498,26.352,24.782,24.318,26.578,22.360,23.279,30.259,28.370,25.240,25.481,25.162,27.188,27.582,25.642,24.109,23.606,27.356,28.793,26.779,27.977,28.633,25.783,25.279,23.910,21.229,24.027,24.025,25.267,26.659,27.528,28.363,29.290,28.778,25.848,27.014,24.151,25.180,24.130,27.958,20.422,27.428,
376,3625.331,4078.560,3314.834,3046.337,2284.424,2701.278,2415.883,2169.649,2273.028,2243.636,1710.064,1768.648,1546.585,1300.817,1091.075,1037.731,989.843,894.506,858.116,787.701,740.546,721.831,692.487,634.684,595.413,584.640,580.902,527.313,582.543,577.524,594.626,656.447,657.046,668.014,665.904,747.247,708.793,720.686,706.506,798.470,780.607,809.031,790.599,795.171,708.156,742.761,678.905,614.514,620.959,559.733,527.331,513.658,464.506,484.497,445.995,441.929,403.711,407.853,377.991,393.933,393.853,421.586,545.161,877.091,1350.970,1818.772,2036.408,1826.461,1226.309,702.938,408.481,236.049,177.984,164.082,165.360,140.838,123.021,120.942,120.256,108.908,104.951,150.344,731.949,4696.820,13248.878,28752.103,43634.206,53011.289,53096.242,38368.095,22615.040,7634.159,2074.217,366.799,59.489,35.140,35.521,30.468,34.305,28.761,28.312,23.851,22.306,29.723,31.132,23.996,28.775,25.871,30.966,24.998,22.992,23.434,20.790,23.455,25.352,22.197,26.395,28.203,25.232,20.946,27.182,24.657,28.203,24.091,26.276,27.520,27.909,27.847,24.522,28.586,29.716,23.349,25.252,23.975,20.968,23.706,23.079,28.470,32.128,26.914,25.530,25.371,21.231,26.502,25.889,23.596,27.428,26.679,23.974,24.257,26.765,
378,4697.829,4487.691,3671.252,3232.625,2639.758,2890.907,2466.138,2150.408,1841.991,1943.464,1647.617,1546.385,1525.642,1400.481,1096.363,1079.670,1035.279,937.057,812.621,804.704,777.661,683.802,713.407,677.370,612.553,600.552,562.293,538.331,603.236,599.806,581.483,595.649,679.361,707.803,653.781,653.175,729.439,714.927,771.253,772.579,741.857,733.638,774.691,759.431,780.213,671.529,658.725,628.946,619.362,558.749,561.341,530.964,523.097,504.383,472.959,467.431,436.611,423.371,418.160,379.558,374.351,375.853,418.045,599.914,937.090,1468.279,1859.342,1904.094,1561.380,1022.199,603.436,322.065,206.550,176.328,155.996,131.622,130.662,114.524,104.466,114.941,104.317,98.273,144.427,864.911,4369.360,13789.061,28042.392,43384.589,56971.874,54807.664,41847.310,20368.720,8044.906,2484.924,451.197,37.432,32.255,30.305,33.956,34.350,29.441,33.997,25.410,27.599,28.325,21.710,26.039,24.413,24.376,27.537,19.934,22.232,19.862,22.037,22.189,22.495,27.256,26.567,25.648,28.869,22.301,24.105,27.343,26.215,24.939,27.391,31.527,24.599,24.823,24.069,24.109,26.190,26.223,23.377,23.031,24.802,22.289,27.858,23.018,25.755,21.771,25.029,27.924,29.189,24.395,25.465,25.332,27.420,24.824,23.440,29.511,
380,5077.247,4005.339,3251.707,2769.712,2821.850,2523.244,2418.808,2443.565,1952.549,1922.015,1708.269,1755.664,1416.000,1351.519,1234.787,1060.036,1076.942,896.038,833.587,869.065,774.401,739.505,665.156,589.170,556.509,540.936,562.348,547.801,540.814,569.169,575.779,601.254,646.630,638.799,667.902,665.368,685.522,736.031,732.281,766.010,749.474,751.043,740.933,740.718,740.092,688.782,672.983,652.922,607.225,574.462,519.526,540.611,521.959,528.701,496.163,469.937,432.094,428.864,423.132,396.277,382.097,353.144,383.779,444.125,630.217,1037.586,1514.150,1803.008,1813.994,1417.993,929.564,502.247,278.117,188.451,163.676,149.463,143.144,132.375,116.879,122.304,112.926,101.442,104.921,146.821,704.507,4042.734,12308.325,26022.647,45877.460,62254.411,60355.236,41850.664,23515.782,10945.207,4216.774,224.421,42.767,32.424,28.047,34.578,31.537,29.354,33.153,29.754,27.693,25.099,28.023,26.609,22.017,25.554,24.314,27.641,23.155,24.066,27.674,27.352,25.291,24.648,26.371,22.575,21.264,23.239,24.440,25.075,24.633,24.099,24.303,26.390,26.562,25.652,27.898,23.852,23.134,23.296,24.846,25.676,21.296,28.662,25.212,27.347,23.217,27.894,24.960,27.539,27.574,28.647,26.358,29.123,25.608,26.381,29.623,
382,4072.268,2722.116,3748.905,3213.537,3395.718,2327.271,2038.342,2329.706,2036.047,1991.368,1458.384,1550.585,1583.340,1387.564,1239.845,983.825,1133.341,928.352,838.724,847.918,802.271,709.857,675.269,676.997,639.906,566.554,552.031,557.401,548.141,552.707,572.214,601.846,590.417,669.020,665.512,662.033,667.063,712.611,740.645,685.666,741.046,733.233,760.598,756.448,732.386,741.999,682.419,654.142,648.916,634.886,604.596,571.421,549.190,506.834,516.196,496.279,455.339,453.481,421.662,427.063,381.711,388.266,367.130,389.131,461.196,688.821,1115.420,1538.247,1779.399,1693.559,1293.624,794.803,434.710,250.558,173.867,151.882,132.250,123.092,117.559,111.886,109.546,103.486,92.196,102.436,139.052,818.605,3897.953,11543.774,27728.639,51700.661,62913.954,59187.097,43956.035,26922.696,14803.543,2343.350,238.793,47.109,33.536,36.487,31.999,25.339,27.234,29.760,25.579,28.848,27.286,27.527,24.388,22.159,23.711,27.493,26.353,28.620,28.647,26.066,25.916,26.849,24.579,24.516,22.530,31.328,22.848,24.608,26.119,23.613,24.567,28.557,25.651,25.926,24.234,22.769,21.445,21.091,24.502,24.612,24.416,26.876,25.028,26.613,25.942,23.617,29.129,29.526,22.559,27.730,24.617,25.987,25.711,20.970,26.374,
384,4538.902,3354.558,3538.204,3566.430,3528.394,2376.809,2738.864,2595.199,2210.976,2184.530,1759.858,1961.238,1184.857,1462.922,1203.520,1023.106,1133.658,921.338,897.828,815.369,754.122,673.552,681.466,653.781,649.589,604.498,579.637,551.031,521.261,546.040,552.124,642.163,630.299,665.287,685.200,680.048,690.041,644.311,727.410,719.742,740.408,743.712,740.015,755.377,773.778,747.432,716.381,719.335,692.035,628.208,608.119,577.264,576.177,570.584,535.800,505.327,492.980,474.178,429.890,436.043,414.599,393.112,380.831,384.888,383.979,517.190,786.227,1194.024,1632.193,1759.020,1556.944,1122.030,650.862,379.108,210.220,164.749,140.965,133.095,124.258,116.414,113.677,102.564,110.812,98.349,107.622,162.887,830.186,3691.048,12533.957,33112.554,50695.425,62471.361,60143.056,47113.730,26431.580,9442.019,1821.253,237.619,39.360,30.351,31.422,32.958,30.830,29.050,24.593,23.246,27.387,25.564,29.271,23.064,22.800,25.588,28.589,25.280,28.508,25.341,24.538,24.932,24.374,29.160,22.522,26.213,27.402,25.231,26.246,25.592,25.668,25.555,28.486,24.640,26.181,19.342,22.678,21.884,23.329,24.683,22.866,25.840,29.567,23.912,29.948,26.803,27.639,28.146,24.427,25.998,27.181,27.377,28.959,24.646,26.730,
386,4310.733,4954.146,3579.746,3618.801,3620.949,2857.191,2838.450,2360.358,2108.099,1847.195,1855.184,1738.110,1489.715,1366.498,1278.993,1075.112,1034.604,837.364,920.843,933.405,905.021,698.668,700.914,676.070,640.381,636.592,596.588,525.657,549.031,575.369,595.654,600.344,606.980,634.063,676.070,662.919,665.982,713.323,743.437,715.112,770.693,757.640,757.310,762.505,765.540,727.013,733.378,706.528,704.201,643.710,610.398,608.125,609.425,569.077,573.375,550.488,527.815,478.158,454.306,446.546,421.735,407.651,388.299,397.920,374.879,412.835,535.699,795.790,1248.396,1665.494,1695.912,1454.372,968.243,591.107,323.004,208.169,147.615,140.437,130.934,120.136,115.719,109.247,104.891,97.829,100.932,95.947,136.159,711.705,3773.945,14954.920,30408.033,50130.341,63770.269,62928.189,44730.765,25947.549,8250.730,2145.144,191.231,43.225,37.810,33.189,32.291,28.067,28.228,27.561,23.870,25.747,24.835,22.158,28.243,24.311,21.350,27.416,25.487,26.456,25.010,29.237,24.198,24.652,25.659,25.448,26.697,28.337,30.441,24.818,25.843,28.177,31.603,28.966,27.297,26.499,24.203,24.685,25.066,23.391,25.957,23.747,30.599,25.182,29.199,29.779,28.187,26.728,25.990,27.199,25.966,28.147,30.214,29.587,24.500,
388,5508.000,3529.604,3046.093,3117.432,2401.986,2512.525,2655.450,2011.304,2201.773,1984.831,1646.510,1663.932,1530.745,1139.308,1322.281,1104.717,1048.141,968.275,945.253,1040.355,799.220,756.131,701.388,750.381,669.776,629.689,597.100,546.135,562.479,543.459,581.740,633.566,598.947,596.733,635.728,691.054,654.642,719.026,776.152,737.780,752.577,759.311,786.297,779.541,793.917,776.719,762.084,686.306,700.960,669.715,658.278,656.019,617.139,602.467,574.481,563.353,540.854,510.918,489.131,463.711,463.994,418.973,390.244,374.275,378.492,379.569,405.909,564.990,896.937,1330.356,1593.004,1653.964,1289.571,865.000,477.958,276.958,172.483,153.391,133.316,129.819,124.703,114.283,113.668,108.886,105.303,94.937,98.704,131.789,792.151,5130.947,14131.169,31392.649,53136.972,67090.021,61400.596,46538.434,21280.341,8340.465,1540.533,202.686,39.655,34.151,30.139,29.408,33.516,29.981,27.831,24.041,29.223,27.523,26.405,24.498,20.681,24.045,19.811,26.716,29.452,27.796,21.222,22.848,25.345,25.395,23.434,24.487,28.606,24.126,25.002,27.375,26.929,31.439,26.412,25.306,26.536,24.891,25.501,22.052,20.704,27.229,30.722,26.494,28.820,26.746,25.896,29.160,28.571,26.774,29.104,27.484,25.091,28.579,29.598,
390,5721.691,3774.412,3476.595,2881.263,2905.569,2932.635,2234.696,2405.210,2217.393,1988.585,1792.488,1781.738,1432.824,1263.947,1192.762,1091.939,1124.396,1038.743,961.432,940.943,815.275,753.816,704.022,721.922,700.236,594.241,586.475,566.510,579.403,552.798,656.663,615.954,579.513,629.646,619.330,667.626,699.910,711.158,746.547,736.932,745.944,755.455,778.019,804.171,820.120,793.919,724.465,729.614,731.466,677.025,682.048,643.216,669.430,616.369,626.303,611.067,557.801,545.938,500.875,487.495,481.333,449.410,405.211,408.661,370.056,383.141,381.721,453.710,628.822,965.012,1369.774,1627.455,1559.951,1194.085,736.287,429.940,239.355,162.840,148.022,132.743,120.940,120.614,120.071,111.287,104.926,102.511,102.187,104.930,138.528,962.691,4265.239,13797.191,33633.439,56527.488,65395.072,64794.574,40869.186,22049.697,6704.562,1963.569,273.855,40.854,36.270,37.097,32.366,29.795,29.754,29.203,27.863,26.778,32.855,23.289,28.039,24.661,24.187,29.576,26.025,26.173,26.817,23.879,27.129,22.438,22.853,26.511,26.557,28.482,26.566,25.133,29.472,30.822,26.552,25.739,24.552,26.082,24.283,25.450,24.399,29.092,29.336,24.264,27.207,26.903,27.292,28.836,29.539,24.619,29.304,27.970,28.725,29.298,28.843,
