350,4850.413,2793.512,3613.969,4013.133,3343.840,2628.067,2471.197,2542.765,2093.854,2080.770,1505.841,1570.768,1347.947,1224.273,965.359,856.454,791.084,676.697,634.093,631.129,561.598,478.921,465.756,420.895,434.521,401.239,407.359,427.990,433.150,500.496,541.505,533.762,524.938,620.730,618.442,619.580,580.435,653.190,625.718,710.758,693.315,673.437,721.651,740.251,697.835,491.599,444.403,409.774,365.895,342.844,330.579,445.344,747.103,1463.211,2412.515,3154.293,3203.501,2470.006,1561.917,798.370,362.684,213.642,182.592,168.795,168.509,170.124,163.789,178.964,214.687,768.289,3239.974,10186.551,22173.147,31370.090,40654.663,39894.485,29784.776,19578.797,8226.001,2674.828,402.710,45.525,32.905,36.135,35.449,33.701,27.217,35.313,26.488,30.852,27.449,33.094,31.883,27.855,33.996,34.687,26.969,31.723,29.698,28.261,32.992,27.439,31.385,27.524,28.430,26.866,25.406,20.361,21.523,26.665,25.838,26.974,25.346,26.594,27.858,25.786,24.161,24.026,26.970,24.810,26.528,21.601,27.793,27.682,26.239,26.451,23.739,27.493,27.460,26.097,26.165,24.549,25.542,22.212,22.441,18.949,20.657,24.628,21.818,19.830,19.235,23.637,26.986,27.371,22.466,22.536,25.237,20.449,23.771,28.678,24.966,
352,4344.769,4804.145,3990.341,3460.990,3211.328,1742.749,2228.814,2038.961,2042.606,1790.020,1583.100,1479.342,1509.654,1320.778,910.865,936.361,789.129,666.946,636.788,537.235,506.892,481.504,463.227,446.108,463.129,367.978,436.241,461.108,477.654,475.847,499.940,517.270,570.331,558.939,582.149,622.569,604.575,646.316,605.035,639.050,704.822,682.718,706.278,752.825,694.900,508.376,453.814,427.939,364.606,330.869,305.136,319.452,426.175,782.757,1568.154,2346.278,2988.484,2977.200,2281.617,1370.371,685.041,337.777,191.111,173.072,170.674,167.470,166.030,149.957,154.466,195.319,658.853,3211.888,9882.346,18482.776,32744.083,42484.549,44088.076,45961.422,28837.949,10100.966,2533.454,372.585,47.984,29.050,28.459,25.396,31.780,33.480,25.536,29.116,30.873,30.256,29.871,26.756,32.125,32.221,30.777,28.203,30.693,26.097,29.605,22.632,26.165,28.343,31.873,22.246,23.498,28.017,22.118,20.101,22.532,26.407,26.633,26.643,22.363,26.479,18.235,23.761,20.637,23.605,25.117,26.669,25.025,26.634,25.168,26.216,22.743,29.649,26.380,24.268,24.948,23.330,22.881,21.149,20.970,23.465,20.755,23.074,22.114,22.459,22.339,21.080,21.152,23.970,25.585,20.902,23.583,22.709,24.648,22.619,22.199,
354,3880.961,3483.669,3930.889,3383.402,2792.657,2538.964,2192.085,2087.975,2091.502,2071.860,1620.711,1529.245,1543.179,1179.759,1061.742,888.338,753.758,628.179,696.943,575.849,536.361,489.513,443.051,506.368,477.581,393.271,456.163,441.677,472.636,500.896,493.936,516.355,509.345,548.839,573.421,621.010,612.075,646.487,640.347,655.015,633.441,683.972,731.736,760.580,700.543,537.875,442.861,433.221,382.924,308.893,308.612,286.205,303.525,476.841,957.257,1681.784,2555.234,2974.229,2740.856,1984.374,1111.970,558.299,280.695,197.900,155.240,162.592,165.951,163.218,152.965,148.506,178.031,750.584,3273.876,8431.981,21117.645,34128.022,47305.569,64845.348,56970.491,21858.962,8001.146,2243.770,272.250,39.123,25.430,21.492,33.242,20.186,30.633,25.968,31.530,23.664,32.233,30.781,35.123,24.456,25.206,31.492,30.389,28.862,26.175,23.797,28.294,25.975,28.833,22.121,20.103,30.828,23.675,24.804,20.208,23.698,22.792,24.953,22.276,21.597,26.977,21.823,26.253,22.905,24.687,25.437,25.302,28.825,23.844,24.120,21.247,27.243,26.526,28.962,26.740,21.885,21.383,20.476,20.165,19.413,22.362,20.362,24.053,23.126,24.464,19.583,22.463,20.914,17.223,19.465,24.141,24.513,24.074,25.608,22.911,
356,4233.461,3771.632,2759.269,3045.612,2121.638,2613.908,2159.526,2896.573,2079.983,2063.039,1466.387,1594.835,1534.022,1125.636,879.130,929.318,852.055,681.417,640.629,566.300,502.095,471.644,460.144,480.412,441.460,392.466,486.401,481.566,475.401,465.522,517.866,502.121,517.862,571.762,560.129,585.760,640.074,617.891,589.685,658.348,661.137,667.954,707.456,735.628,704.288,513.164,417.397,408.319,376.375,335.285,278.189,296.243,294.914,340.211,548.885,976.649,1815.429,2598.580,2881.740,2515.504,1733.978,972.522,435.613,242.309,175.548,152.971,172.990,171.856,158.040,145.789,139.181,184.980,653.144,2574.031,9880.435,20317.384,38108.818,70672.392,83157.485,37102.038,19673.277,8052.405,2079.814,192.226,45.726,24.748,30.142,22.837,30.967,27.300,31.171,29.553,22.589,32.990,33.761,29.078,33.032,29.737,24.439,28.106,25.015,26.032,22.606,32.117,22.370,29.373,20.059,20.996,29.885,19.783,22.776,25.554,24.650,21.371,24.684,24.132,23.873,23.634,23.544,27.170,24.296,24.627,27.707,23.281,22.049,26.319,23.511,26.270,26.843,27.104,24.565,20.457,22.836,23.972,17.685,20.791,21.893,23.313,20.950,24.183,23.582,19.981,20.036,24.913,21.603,21.551,23.376,23.977,24.411,24.886,22.634,
358,3268.590,3806.625,2907.845,3190.744,2445.829,2719.127,2434.392,2081.052,1610.172,1830.885,1579.299,1491.616,1314.896,1128.580,933.512,838.086,730.098,702.043,586.243,517.623,569.686,476.076,532.982,417.830,463.430,480.268,482.803,470.773,487.741,458.834,459.340,523.105,474.098,543.295,573.036,565.075,605.073,587.199,604.836,629.005,605.846,639.367,676.284,731.558,660.763,505.196,452.818,413.376,359.505,311.532,289.330,303.367,271.979,257.152,345.930,556.656,1120.736,1919.542,2539.453,2734.874,2274.018,1549.679,822.984,419.855,221.873,168.921,159.936,166.184,151.568,146.496,124.943,151.142,166.153,551.722,3627.728,8813.561,22683.751,51624.643,82988.527,48569.293,35014.032,19680.234,7903.118,1973.857,269.063,33.980,27.928,27.010,27.108,29.286,24.532,26.219,28.840,30.044,29.473,29.383,29.571,34.850,26.791,29.712,31.130,24.766,25.586,19.162,22.524,25.592,26.928,26.782,27.907,23.665,23.289,23.790,25.703,23.367,24.835,21.082,24.048,24.674,25.919,25.980,20.646,24.011,28.366,22.534,21.777,25.230,26.035,26.718,25.199,23.333,21.725,22.427,19.701,18.699,18.439,18.281,22.251,18.185,17.384,23.778,23.342,22.582,20.704,21.705,21.129,20.946,25.902,23.299,24.765,25.603,18.064,
360,4533.175,4547.579,3927.521,3225.515,2749.444,2333.646,2355.716,1774.808,1741.914,2045.006,1601.512,1475.755,1200.968,1164.219,1048.176,858.099,731.286,672.550,685.248,531.741,607.117,515.732,490.234,469.848,433.356,476.234,485.074,410.056,456.135,440.412,499.384,507.057,520.936,542.414,566.830,564.934,577.136,554.785,636.005,634.360,597.140,619.682,639.246,673.645,620.804,538.712,452.742,426.093,369.857,324.132,282.124,297.533,272.117,261.557,295.357,349.158,641.700,1236.918,1987.170,2489.110,2605.398,2076.439,1299.011,699.094,353.951,201.557,167.114,145.318,160.043,141.001,140.570,140.925,137.305,159.663,990.705,2656.217,9537.945,27265.999,56642.421,47856.249,47144.515,33897.808,19245.681,8188.127,2051.386,179.268,35.050,25.119,23.972,24.794,34.040,25.391,30.517,22.658,27.524,30.538,20.021,30.659,25.254,25.691,27.830,19.901,21.140,21.664,24.800,25.622,27.662,20.243,21.387,26.445,21.525,21.214,22.438,23.892,24.328,22.002,24.963,28.113,25.637,24.084,23.287,22.947,23.547,24.064,25.902,25.628,26.685,25.808,21.633,21.255,24.355,22.336,18.768,20.640,19.300,19.085,22.312,23.413,24.004,22.991,19.738,25.715,20.423,21.146,24.094,20.508,19.742,23.974,24.915,23.070,20.343,
362,4434.512,3823.530,3723.312,3700.247,2163.857,1837.332,2769.164,1904.088,1887.204,1720.670,1675.551,1540.776,1059.712,1025.651,958.968,764.611,768.815,646.675,619.886,631.265,552.796,556.095,464.744,422.329,456.832,432.425,452.714,428.688,418.551,464.184,473.321,490.411,519.428,534.838,553.145,558.341,522.304,562.047,611.150,585.770,583.331,611.641,634.154,667.656,619.090,497.252,436.062,398.800,368.964,323.703,294.241,298.963,272.008,232.808,251.096,280.513,396.472,740.779,1298.413,2058.335,2556.161,2421.171,1877.859,1152.800,591.448,295.164,167.545,162.348,154.871,150.218,133.050,138.922,129.661,136.933,195.059,505.664,2534.222,9226.075,26519.746,35803.620,48385.330,44599.650,33281.913,20539.006,7709.099,1488.172,163.359,31.790,25.527,31.626,25.802,29.989,28.840,30.837,26.395,27.374,32.413,33.012,31.662,24.127,30.442,23.702,22.883,29.181,25.806,24.971,20.516,20.168,20.237,24.698,23.624,26.048,24.044,20.924,24.701,22.010,23.151,23.191,24.957,23.223,23.771,20.152,24.311,20.790,24.361,22.945,27.792,24.696,25.724,21.633,20.960,22.315,20.244,19.477,18.982,20.570,20.474,22.632,22.598,22.697,20.941,21.806,24.632,22.826,22.895,24.100,23.798,20.777,21.652,24.782,23.569,
364,3330.021,3405.709,2598.393,3798.345,2936.159,1834.037,1863.680,1804.173,1923.323,2049.544,1634.919,1378.262,1434.586,1057.359,932.051,825.214,641.180,700.382,640.420,563.259,532.402,480.705,493.789,415.710,456.717,465.719,458.423,465.441,445.431,468.555,428.586,478.589,495.962,485.167,548.800,574.227,509.304,549.179,592.008,563.862,600.326,625.364,604.117,649.365,622.217,485.889,439.132,389.001,360.077,307.665,304.066,290.281,271.482,263.337,255.406,244.338,284.314,425.906,789.439,1400.275,2123.191,2418.991,2265.242,1654.821,995.017,452.175,255.085,177.724,145.044,141.241,141.454,121.478,125.398,120.098,118.946,141.145,491.536,2545.873,8710.003,20486.271,37991.795,44591.328,43781.172,35683.018,18947.924,7321.903,1392.297,174.996,45.414,32.259,31.974,29.458,27.200,29.434,32.340,25.815,26.217,24.935,26.855,24.589,29.379,20.349,24.990,26.891,26.747,21.306,20.268,20.314,20.260,22.300,18.588,20.931,25.253,22.616,23.522,23.705,25.489,21.157,20.300,20.468,24.453,25.970,21.105,23.552,26.783,21.697,23.280,23.273,22.060,24.308,23.907,21.379,21.136,17.153,18.714,18.135,21.271,24.746,20.332,21.723,21.924,23.349,22.410,22.707,20.939,22.679,24.253,21.942,21.279,22.442,22.100,
366,3624.483,3219.723,3254.980,2745.706,2513.276,2764.580,1991.686,2123.062,1622.906,1880.538,1667.274,1297.033,1280.750,959.760,964.824,915.015,729.265,723.779,614.115,569.778,517.225,544.821,524.061,440.829,369.508,451.893,449.175,415.462,440.528,418.636,452.121,435.554,478.012,520.611,513.680,554.625,504.163,526.676,548.931,541.312,579.316,543.734,563.769,690.706,577.163,485.949,428.100,411.753,373.669,327.347,310.783,286.145,302.158,266.495,279.040,235.675,252.362,315.993,484.393,875.839,1532.551,2133.342,2350.139,2087.574,1460.512,782.756,382.519,204.671,158.787,142.890,139.164,141.664,119.634,127.453,114.495,110.157,141.809,555.462,2435.488,8627.818,23104.439,35072.157,44952.163,46234.608,31847.862,17493.966,5838.022,1316.450,193.547,38.685,39.727,25.971,23.352,30.042,34.891,21.733,29.340,29.249,24.449,23.166,23.071,25.108,21.535,22.419,28.438,26.527,19.350,18.490,24.154,21.467,21.984,20.087,22.906,20.280,18.744,21.636,23.377,25.406,23.568,23.464,19.780,23.075,21.666,24.724,25.176,22.420,22.572,25.357,28.623,20.891,20.191,20.695,22.073,18.621,19.644,19.663,20.133,22.150,21.345,21.517,23.400,21.541,19.371,21.273,23.574,21.814,20.964,25.475,23.093,20.209,23.540,
368,4011.001,3005.691,2909.298,3030.632,2668.626,2630.919,2098.731,2378.312,1706.608,1898.323,1606.532,1278.530,1201.247,1048.802,948.911,795.440,803.449,651.098,606.934,582.247,547.889,530.257,536.926,460.986,389.584,417.204,382.879,422.696,424.239,434.097,422.261,442.893,456.954,499.602,499.785,548.386,490.232,499.301,486.491,569.325,544.944,549.678,571.119,627.086,582.167,469.719,419.028,406.055,375.167,347.744,324.096,315.856,293.150,273.307,267.624,263.960,261.269,279.095,324.151,533.642,954.282,1538.500,2093.820,2269.818,1939.197,1243.054,692.285,371.801,186.909,146.491,139.731,136.473,131.193,114.386,117.024,108.453,116.690,139.790,450.073,2344.369,9800.478,20128.686,35095.542,47093.936,40508.422,29219.102,15764.756,5608.079,1452.318,150.061,31.895,26.857,29.165,26.982,31.405,22.106,25.430,25.483,25.962,26.922,28.874,26.744,32.080,20.737,21.046,28.489,22.687,24.616,26.501,22.306,24.321,20.634,20.122,21.640,21.348,24.042,24.652,23.525,21.239,22.380,21.294,22.330,21.361,22.858,19.903,26.955,20.436,24.960,22.532,20.869,24.367,17.581,18.673,21.086,19.996,19.131,18.658,19.215,22.133,22.135,21.229,22.776,23.546,23.706,20.811,22.085,20.950,21.033,20.087,24.261,22.943,
370,3781.612,3544.347,2942.635,2820.407,2573.929,1905.071,2112.799,2157.336,1756.674,1541.834,1655.812,1486.019,1087.050,943.478,725.648,811.470,681.007,693.605,621.883,552.252,559.023,485.877,539.401,500.139,408.868,412.715,400.659,400.499,380.419,390.432,443.980,463.649,406.460,488.665,489.402,504.464,508.428,511.959,530.655,532.652,523.188,524.000,582.902,588.532,537.383,512.090,452.926,395.174,365.410,351.173,320.206,313.499,300.828,274.640,256.912,278.122,259.354,260.367,274.190,373.338,624.470,1050.005,1669.952,2161.482,2154.450,1690.367,1077.027,597.111,284.859,170.721,137.947,135.957,125.442,116.694,116.182,102.707,103.088,106.222,144.821,513.157,3267.313,9184.542,21776.020,36586.184,38795.725,36302.918,26410.383,13696.775,5090.498,1058.239,184.297,34.805,29.140,27.917,27.269,29.162,23.278,29.763,23.552,19.253,25.491,29.879,29.997,19.852,21.818,25.992,26.971,30.412,22.805,18.643,23.239,23.665,21.815,22.393,21.585,20.470,20.159,24.335,19.328,23.900,23.799,18.989,22.765,17.782,21.780,26.813,22.319,24.100,20.541,22.537,21.490,21.170,19.072,21.149,18.161,20.638,19.830,22.653,21.843,27.449,20.273,21.479,24.109,20.078,25.367,19.331,17.727,22.055,23.447,23.870,22.994,
372,3376.604,3655.206,3063.236,2840.103,2432.451,2177.187,2194.576,1770.959,1621.725,1405.200,1241.017,1324.551,1228.088,969.449,955.236,860.733,635.860,673.887,636.239,559.352,549.173,499.206,534.325,467.997,461.311,392.817,393.323,413.273,384.012,434.586,397.128,475.547,447.473,454.981,471.495,509.543,455.104,529.795,487.881,556.184,551.602,516.318,538.519,595.059,570.177,471.521,438.574,416.926,371.479,368.142,340.292,304.685,302.731,303.976,293.559,259.709,247.600,273.093,265.979,282.503,393.495,672.159,1206.323,1710.987,2135.212,2001.083,1460.595,913.775,456.071,239.412,155.726,148.831,130.265,123.202,117.929,104.712,106.482,100.164,109.948,126.629,717.890,3076.987,10119.569,21715.792,29366.497,35898.984,33795.985,24071.341,12714.837,4145.705,1107.532,116.319,35.344,25.761,30.908,26.630,26.694,24.916,29.168,26.608,24.249,24.799,26.212,25.612,26.465,24.003,22.519,21.800,20.400,18.863,20.252,23.191,26.179,19.896,21.882,23.222,21.816,21.459,20.976,22.004,23.465,18.874,24.088,21.002,21.609,20.770,23.853,23.029,20.994,21.820,20.052,22.460,18.692,18.968,17.172,17.756,21.856,20.182,23.072,22.758,17.214,22.078,19.145,18.447,19.879,21.590,24.037,20.138,23.525,19.355,22.826,
374,3502.513,2519.821,2688.867,2586.647,2241.358,2277.390,1816.382,2262.564,1983.320,1351.178,1252.326,1206.132,1022.772,1020.595,994.495,869.621,711.854,709.215,629.609,535.228,554.316,500.641,495.310,448.400,403.721,379.048,370.421,377.084,426.206,427.341,429.930,422.462,440.698,423.695,438.875,469.700,436.968,503.444,504.733,543.833,520.316,524.843,549.368,576.537,548.093,495.602,435.393,400.810,381.480,356.265,335.583,333.482,329.213,301.637,293.850,276.986,269.803,265.389,262.435,264.730,310.702,399.815,713.493,1213.684,1752.820,2029.763,1840.134,1355.423,762.444,396.898,208.414,144.674,134.771,123.320,116.595,108.431,103.933,102.827,97.810,87.264,134.855,539.600,2780.322,8745.886,16255.039,25807.292,34630.722,34045.743,24453.859,12478.109,4877.469,1180.928,152.082,37.431,29.975,29.798,23.772,23.349,24.382,24.110,29.350,21.936,19.095,29.029,24.864,26.367,22.455,23.380,20.925,22.616,16.053,23.394,20.238,19.624,19.997,21.481,18.993,21.871,22.466,21.460,20.583,21.975,22.381,19.879,23.803,18.851,22.291,22.180,22.961,20.392,22.172,21.368,19.010,19.891,21.613,17.385,19.629,21.600,20.847,21.344,19.285,21.607,25.121,22.631,19.926,22.371,20.966,19.647,20.832,24.446,22.176,
376,4072.561,3181.985,2389.085,2324.646,1922.916,2298.134,1913.581,2389.589,1615.887,1400.371,1509.191,1215.683,1197.990,947.950,908.092,740.964,695.491,691.315,616.838,564.400,478.563,506.782,466.701,546.719,421.466,409.679,417.867,332.322,388.545,405.988,398.041,449.533,428.412,431.221,475.915,476.086,436.543,503.978,485.847,506.290,496.766,483.845,545.640,573.281,543.689,472.612,424.631,427.472,374.533,347.207,355.082,329.795,317.998,318.982,300.838,284.758,283.455,264.386,280.321,256.114,261.939,271.051,445.467,757.657,1251.654,1794.815,1910.387,1684.387,1131.504,649.090,337.961,173.464,132.280,118.653,108.071,109.448,111.483,97.712,100.176,90.398,88.622,121.178,461.905,2582.372,7041.056,14873.163,27009.452,35834.976,35251.544,25013.543,12951.266,4943.368,1404.299,298.424,41.681,23.104,31.475,34.870,31.925,29.583,19.481,21.985,23.058,29.029,27.806,19.374,22.598,22.441,23.510,17.544,18.932,22.986,18.853,23.085,17.536,23.203,23.084,19.332,21.571,17.541,20.678,25.509,22.569,20.296,20.091,21.025,23.068,22.044,20.820,21.373,21.844,23.549,20.187,17.363,17.028,18.715,18.697,20.849,21.572,24.114,16.317,22.964,25.082,24.495,23.125,24.331,23.640,22.114,21.560,22.419,24.612,
378,3625.476,3531.697,3687.425,2754.158,3076.348,2645.650,2121.685,2322.387,1490.044,1746.290,1598.517,1109.640,1191.125,932.769,820.480,738.349,804.006,626.818,709.839,602.277,552.614,452.507,447.264,434.459,439.780,388.198,434.876,384.380,338.416,387.398,407.059,409.860,416.749,460.328,431.373,469.737,475.916,480.087,499.051,492.823,501.613,488.352,520.628,572.049,571.341,455.181,443.294,417.016,397.862,348.924,345.975,345.078,332.085,325.195,328.543,290.189,305.568,272.800,275.621,265.575,262.173,262.186,330.955,517.562,889.977,1404.884,1794.982,1868.306,1499.082,949.628,529.681,263.939,159.591,128.302,104.664,101.311,108.270,101.221,98.698,85.447,84.077,90.199,113.564,551.572,2452.868,6988.191,17371.877,30595.521,39524.838,37263.884,23818.747,12822.286,5319.128,1926.263,191.965,28.921,25.886,27.366,26.752,28.545,19.463,21.467,23.271,23.481,24.468,23.271,20.399,22.220,23.660,22.102,18.615,19.011,19.719,20.501,21.695,25.771,19.824,19.246,21.595,18.861,19.756,21.470,19.595,22.064,20.849,20.412,21.028,20.937,19.987,22.457,21.308,21.768,20.320,17.415,19.824,19.309,20.201,21.641,22.010,21.199,19.726,20.597,19.195,21.293,20.914,20.789,21.292,23.652,18.819,19.175,20.846,
380,4403.067,3590.983,3101.892,2432.356,2553.205,2690.228,1766.525,2035.220,1727.821,1431.486,1192.578,1486.733,1104.221,955.498,792.517,786.423,620.225,671.100,642.859,501.847,526.185,540.631,460.900,504.095,400.993,423.075,415.699,357.905,394.191,439.038,392.113,425.463,379.253,443.423,483.755,477.569,414.466,458.394,470.954,503.194,484.025,478.619,521.801,592.820,537.462,472.113,475.702,415.958,378.801,388.571,346.720,358.445,340.767,311.471,318.562,328.183,296.930,288.933,264.453,255.506,270.540,255.450,276.016,343.838,532.894,945.530,1440.504,1760.359,1735.869,1356.368,850.232,448.407,218.702,150.697,120.851,110.320,101.666,105.832,107.620,90.713,93.435,86.307,89.015,109.326,471.088,2029.594,7620.282,19068.609,34443.980,44035.443,34913.287,25500.344,15027.286,6956.479,1566.484,108.886,32.277,30.050,29.802,25.075,27.626,27.420,25.330,25.451,17.445,22.922,21.345,24.116,23.188,25.393,25.029,19.629,21.611,20.443,22.404,19.796,22.183,20.410,19.395,21.218,23.766,21.201,21.103,21.758,20.698,19.775,20.470,24.533,19.373,21.994,19.423,20.855,19.580,19.785,18.121,20.565,20.154,19.838,17.927,23.433,23.957,21.538,22.443,22.796,18.836,22.595,21.111,19.405,22.444,20.727,19.234,
382,3032.658,3764.600,2528.890,2874.159,2432.728,1893.739,1699.159,1479.948,1792.292,1275.523,1419.771,1261.987,1094.315,827.652,764.030,758.116,767.055,601.557,571.053,561.657,624.120,522.861,506.284,421.905,405.113,424.932,372.138,411.090,355.407,398.430,432.600,425.344,403.484,417.560,449.811,438.732,471.417,459.830,441.501,480.391,477.366,478.398,518.934,585.371,513.060,462.803,445.120,424.662,407.749,409.115,372.141,354.318,337.237,328.348,327.615,325.489,316.640,284.622,281.905,273.621,260.652,256.656,245.946,269.179,373.068,610.708,1042.681,1454.151,1743.879,1588.658,1195.234,728.883,366.932,199.634,138.713,110.561,104.122,109.817,104.371,93.971,84.751,83.824,80.846,83.887,114.028,397.048,2301.333,8677.769,21915.482,38199.945,37547.410,35363.593,27506.228,15823.183,6313.810,961.307,153.977,37.394,33.684,22.553,29.314,29.303,26.757,28.997,24.115,24.480,19.374,24.233,22.533,17.727,21.364,20.470,25.402,22.352,23.335,20.230,21.719,20.883,20.808,24.119,23.158,16.126,22.660,21.884,21.912,22.208,18.338,22.594,22.381,18.960,20.525,21.794,18.693,19.598,17.625,18.411,20.547,16.033,21.019,23.764,21.990,18.854,18.581,19.769,19.835,19.380,17.838,22.076,22.235,21.583,19.598,
384,4132.122,2407.888,3556.780,2587.349,1911.243,2430.190,1828.858,1987.030,1705.906,1733.254,1553.216,1040.588,1176.974,984.167,1009.442,945.304,739.382,700.333,552.615,568.513,517.552,529.373,501.439,410.861,415.053,429.887,395.295,350.495,364.683,391.286,451.058,432.858,395.497,401.787,481.549,454.038,410.220,472.626,473.871,461.494,495.878,483.236,543.232,529.969,515.587,495.036,442.583,416.907,396.424,404.577,395.831,393.580,350.882,371.391,347.519,329.350,325.633,315.716,284.033,274.219,273.532,266.213,233.448,243.714,270.201,410.554,686.540,1082.070,1544.766,1703.966,1455.579,1060.835,600.739,309.083,165.576,117.688,104.971,97.299,108.568,94.790,94.623,89.430,96.419,75.171,87.470,111.010,473.533,2711.552,10167.509,24168.820,31148.390,37970.901,37650.023,25609.830,14935.013,4052.017,1241.917,171.204,31.798,36.467,30.196,27.452,29.524,22.457,28.703,17.216,22.919,27.900,21.569,22.508,19.336,20.610,28.800,21.754,25.642,20.390,22.072,22.449,19.724,23.265,20.616,19.075,23.487,19.336,22.760,21.456,24.121,22.216,21.870,18.444,22.483,19.733,17.722,19.579,17.842,19.665,17.495,21.565,23.870,24.971,20.309,21.948,25.010,21.377,21.948,21.947,20.970,19.605,24.708,22.893,22.252,
386,3078.655,4149.674,3739.606,2192.639,2353.605,2120.879,1637.838,1791.582,2004.933,1729.174,1405.514,1227.540,1140.331,985.336,948.320,806.394,720.105,713.984,717.394,570.475,468.153,559.250,519.389,500.200,432.922,415.725,386.763,356.117,389.415,361.533,395.051,419.211,383.553,433.154,451.410,441.726,434.699,422.533,469.545,461.552,480.066,506.356,517.624,581.930,560.933,493.164,483.820,450.005,430.972,402.631,376.432,389.852,384.824,360.427,352.918,356.161,330.703,320.874,306.471,273.890,293.922,270.448,255.563,268.356,237.983,300.702,461.911,746.376,1184.124,1564.271,1629.003,1355.484,885.986,505.696,246.451,142.568,119.722,111.767,95.604,93.074,96.054,93.175,95.604,73.443,78.197,83.867,114.610,466.944,2757.949,10083.344,18984.432,30638.752,37511.725,33396.476,26644.217,10978.427,4897.228,1495.193,224.409,44.019,33.221,28.103,22.512,26.080,22.520,20.559,21.055,23.970,22.950,24.185,19.898,26.546,19.030,24.398,21.155,21.382,19.493,20.115,24.118,19.923,20.127,20.822,22.932,18.623,21.865,18.448,24.406,19.914,18.991,18.899,21.686,18.772,20.638,19.807,18.316,21.358,19.923,19.532,24.023,23.720,22.357,23.522,24.549,24.106,25.467,20.838,21.933,18.252,19.892,21.423,26.720,
388,4297.770,3318.828,3096.411,2325.921,2696.562,2290.148,2475.748,2006.287,1798.620,1796.651,1489.000,919.257,1051.215,999.277,1033.817,848.264,749.620,675.925,652.243,560.048,647.175,528.633,545.875,477.304,434.298,399.351,378.778,350.241,412.942,376.070,366.389,416.650,425.482,456.281,485.453,425.613,424.859,430.516,452.332,475.233,493.152,451.089,501.022,557.945,554.652,504.614,443.723,466.537,445.248,422.565,433.934,420.010,420.254,404.391,370.207,351.388,345.913,326.743,312.631,312.692,315.143,282.523,248.092,265.194,239.075,262.293,344.053,469.137,836.080,1315.290,1561.968,1555.715,1206.166,772.512,416.422,212.949,132.464,112.620,106.326,90.399,87.054,96.914,93.230,84.013,86.310,76.266,90.775,119.969,531.635,2862.463,8669.397,19612.796,29494.803,33931.329,34625.718,20417.880,11796.103,5283.215,1495.948,272.822,29.850,28.040,26.154,26.865,27.748,24.866,24.997,19.199,22.709,19.214,23.400,21.609,22.142,23.689,23.084,24.816,19.201,17.898,23.771,22.715,16.962,22.682,22.358,20.164,19.361,17.773,25.399,22.370,22.088,18.040,19.520,21.651,18.907,21.371,19.167,19.442,21.825,24.102,22.033,21.622,22.614,20.918,22.482,28.780,24.531,19.652,23.992,21.491,21.295,22.196,22.289,
390,3762.503,3352.654,3757.743,3071.479,2785.627,2473.075,1694.485,1787.049,1835.682,1585.316,1458.603,1228.190,1289.783,1039.288,853.655,824.901,697.413,714.377,712.824,647.853,558.253,548.759,474.957,472.602,437.825,426.071,381.015,406.664,393.456,372.346,405.222,384.926,419.225,419.170,459.862,460.542,390.714,442.850,467.642,499.520,492.043,459.007,514.313,574.552,541.057,498.950,468.782,486.108,441.743,444.175,448.434,445.427,436.434,406.056,404.172,371.846,338.598,343.211,321.970,323.594,308.624,290.726,256.913,274.221,242.740,245.728,252.616,324.622,529.143,890.594,1295.374,1580.883,1455.312,1114.164,670.062,351.405,193.258,116.741,114.409,98.730,94.932,97.852,102.570,85.841,88.106,78.768,84.786,87.134,107.475,482.899,2533.410,9740.198,17695.032,27306.652,35314.075,29151.185,21697.091,12854.519,5037.881,1654.401,124.369,32.660,29.750,31.183,26.020,28.326,28.925,21.951,24.745,27.234,25.060,26.882,25.247,26.720,22.840,23.373,20.609,21.613,22.561,22.221,20.911,24.009,22.903,23.546,19.586,19.772,22.381,20.495,25.686,22.635,16.038,21.105,20.565,19.541,19.506,21.328,18.892,23.105,21.336,21.000,19.919,22.409,23.593,23.619,22.374,24.901,24.278,23.012,21.920,23.926,20.914,
392,4695.024,3415.100,2926.819,3754.438,2943.583,2445.734,2333.795,1773.612,1532.987,1420.358,1218.475,1222.705,1255.002,1105.081,974.735,684.176,792.439,742.656,577.850,563.231,579.880,551.147,493.605,525.247,470.569,397.458,389.395,420.595,382.523,341.779,406.173,404.045,430.199,449.915,447.635,460.514,396.628,425.256,433.617,476.608,468.883,504.531,507.813,559.423,539.683,474.905,503.301,456.610,447.160,433.873,449.583,423.222,428.363,413.036,412.274,401.581,381.313,364.599,339.243,326.667,317.362,285.652,267.877,276.624,257.696,260.578,241.141,256.531,375.308,585.816,944.786,1350.293,1529.342,1346.312,973.235,568.913,286.541,164.843,123.275,105.007,99.906,99.839,95.828,88.081,91.903,77.103,82.768,79.502,81.359,120.104,524.960,3379.735,7870.245,17238.561,29086.812,32285.657,29616.764,21780.494,11874.280,5564.644,968.395,125.878,35.728,24.887,27.995,25.960,31.648,23.461,25.491,24.015,27.668,25.267,23.954,21.663,23.347,25.209,20.051,19.836,18.512,23.627,19.968,21.121,22.244,21.831,18.576,20.943,19.583,23.044,23.600,23.096,21.059,22.626,18.672,19.831,21.715,20.604,22.435,21.266,19.772,21.683,24.381,21.392,24.119,24.699,22.914,23.858,20.395,25.206,21.766,22.093,26.203,
