350,5003.590,3865.810,4602.215,3755.553,3317.180,3280.789,2617.099,2411.570,2547.834,2008.118,2300.979,2070.038,1807.159,1200.847,1173.257,1174.868,888.580,847.366,824.499,691.876,776.267,651.147,567.451,502.287,520.591,533.577,502.212,566.266,528.997,593.381,569.773,617.243,613.980,672.080,687.349,713.878,706.891,742.603,745.056,798.518,774.318,760.958,808.447,718.602,656.927,612.393,537.482,528.077,462.550,404.492,387.723,463.383,738.847,1377.152,2381.000,3071.501,3240.474,2594.011,1697.479,899.256,407.769,266.075,218.640,212.949,204.697,199.607,187.891,193.229,239.904,937.230,5251.025,18408.183,38874.410,55488.734,63870.802,58575.742,39876.399,21233.427,8935.762,1995.157,238.032,50.448,32.462,34.031,32.731,30.611,28.976,28.743,25.779,28.729,33.746,28.343,31.924,29.045,23.556,30.772,37.672,38.432,28.360,33.043,31.329,26.637,27.522,25.311,26.916,26.772,29.228,23.654,31.549,25.110,25.794,27.096,25.148,29.131,22.701,25.550,29.658,26.186,27.783,28.512,29.687,27.733,28.385,31.179,32.551,29.557,29.983,31.802,29.576,31.137,30.614,24.351,24.709,22.880,24.276,28.415,25.375,22.379,26.777,25.498,24.239,24.043,25.051,26.706,26.942,23.684,23.799,26.078,25.520,28.956,31.731,
352,4786.000,4054.196,3647.662,3813.443,3578.006,2968.300,2432.537,2333.694,2585.236,1975.385,1874.092,1775.757,1622.141,1266.994,1359.717,1084.725,989.709,762.897,787.414,665.994,711.765,535.913,630.806,550.010,570.893,515.476,514.895,534.082,564.957,645.828,596.673,579.510,581.848,675.976,658.708,756.842,646.763,707.744,740.998,745.562,765.452,771.064,723.095,684.610,679.951,619.128,528.494,496.350,447.234,427.644,381.098,391.327,487.490,779.984,1483.156,2373.812,3011.018,3013.947,2380.313,1516.350,776.637,384.499,234.554,209.455,217.733,194.159,192.103,168.446,185.686,215.740,908.092,5002.383,16275.762,32147.740,50785.619,61234.992,55028.897,39993.675,22987.949,8358.362,2070.586,293.836,49.510,44.226,29.219,34.830,30.179,27.254,27.504,25.691,27.017,32.734,30.871,26.934,32.578,34.738,30.580,34.590,31.007,30.861,29.377,23.629,17.704,27.573,27.334,23.722,33.278,24.519,26.744,23.873,22.596,30.536,21.081,27.334,26.731,30.094,30.838,26.468,25.982,29.126,31.954,30.474,32.728,27.612,27.821,25.353,30.762,34.365,25.956,33.118,26.536,26.337,27.398,23.021,25.103,25.374,25.712,22.432,23.985,27.942,26.120,25.817,28.254,25.425,24.694,30.234,21.884,27.492,23.585,27.000,28.427,
354,5489.246,4252.788,4084.732,3652.170,3397.349,3074.038,2877.383,2174.732,2221.709,1852.669,2032.691,1611.110,1443.479,1290.587,1262.459,946.269,852.097,834.993,723.575,734.539,693.949,619.721,610.402,582.411,519.391,507.824,522.419,528.432,560.934,584.304,572.603,649.937,572.517,642.860,705.851,721.912,646.012,734.137,714.671,760.172,739.417,709.493,723.445,723.670,672.084,629.784,572.590,487.882,468.794,390.198,370.851,366.170,390.732,528.354,971.314,1631.935,2461.614,2962.447,2760.000,2059.246,1272.107,658.321,335.610,238.311,205.770,195.273,186.418,180.535,176.793,167.504,205.642,913.188,4902.895,14043.223,31604.323,49576.879,57570.452,53487.201,38870.553,20218.059,7378.482,1852.649,280.267,47.092,36.168,28.986,27.074,32.811,30.040,31.719,33.330,26.872,32.142,32.019,37.403,34.588,41.076,28.937,36.223,30.301,31.853,28.028,23.478,29.139,23.191,32.164,25.845,27.663,24.601,27.154,21.602,21.992,24.970,19.253,25.460,27.445,25.548,22.222,29.750,25.833,28.945,28.753,31.782,27.766,31.483,26.488,29.034,32.006,27.957,23.692,25.865,24.962,26.309,25.583,24.123,21.850,24.904,22.916,25.898,25.374,23.915,22.108,26.137,24.101,22.723,26.838,24.315,24.761,25.303,24.982,25.827,
356,3517.422,2880.783,3970.507,3331.054,2426.897,2530.108,2585.728,2414.569,2165.065,1983.197,2058.011,1332.106,1472.980,1325.116,1291.241,1051.000,1004.958,820.192,831.892,669.925,706.401,622.774,548.927,580.154,578.696,462.594,557.420,504.097,529.634,482.569,589.123,569.733,681.314,615.440,649.608,655.017,686.132,699.326,693.142,732.965,757.596,724.404,676.604,659.544,681.929,605.087,545.527,488.742,443.934,424.202,395.547,368.694,377.253,389.175,597.298,990.162,1736.029,2602.264,2877.913,2613.657,1857.464,1084.579,548.843,310.061,216.913,199.506,180.803,188.208,175.156,167.822,171.248,192.755,816.203,3797.749,13598.967,30222.519,47281.520,57680.696,52747.991,37185.859,19820.691,7717.218,2023.926,253.782,39.869,30.147,32.312,29.044,31.956,32.159,26.033,32.363,37.815,35.267,29.434,33.211,31.939,29.770,32.576,34.765,23.965,25.659,27.871,23.820,26.034,22.665,25.970,25.187,25.952,21.676,26.598,28.280,23.849,25.630,27.544,25.874,27.068,24.295,31.972,25.081,27.131,30.189,26.624,29.249,33.917,27.683,33.367,27.404,28.178,25.114,24.593,24.345,28.852,24.395,22.402,24.947,22.156,23.533,24.480,21.504,22.489,22.396,22.530,21.182,22.309,24.767,21.692,26.205,27.129,25.942,22.078,
358,3795.131,5131.232,4503.498,3417.208,2905.926,3303.293,2498.218,2065.277,2250.166,2135.666,2369.869,1363.896,1372.285,1521.473,1308.253,1049.822,854.094,887.703,711.618,772.310,650.484,602.412,564.223,597.924,541.698,491.377,566.013,504.927,511.978,562.961,552.783,528.157,581.193,565.765,644.195,627.429,633.366,683.593,737.977,682.216,675.528,700.851,736.098,677.033,635.738,607.808,560.309,503.836,442.958,416.158,383.957,376.184,337.063,350.454,413.683,618.892,1083.294,1879.166,2549.296,2764.984,2426.820,1672.855,923.066,490.953,275.242,201.793,195.414,189.577,170.619,157.954,152.403,147.207,205.012,678.034,3995.408,13322.236,28991.632,47703.955,55239.338,51588.391,37387.039,20321.592,8133.391,1993.944,266.901,40.701,28.968,28.983,29.266,25.105,35.641,27.824,36.583,30.745,35.948,26.892,33.169,26.561,32.287,27.828,22.745,32.281,21.323,22.958,22.480,20.548,29.704,20.883,26.005,23.581,28.638,28.267,24.947,27.134,22.673,22.381,24.778,26.416,26.170,27.720,27.242,28.904,27.983,27.130,28.473,31.624,28.807,31.204,30.481,23.259,24.397,25.993,23.377,24.779,21.440,23.801,25.019,24.862,28.756,21.548,25.694,24.286,23.306,22.364,22.323,23.652,21.313,24.502,25.401,26.758,26.728,
360,3968.718,4711.167,3725.598,4045.788,2271.441,2842.079,2109.979,2332.738,2248.335,1778.755,2164.078,1565.145,1491.232,1351.742,1304.871,963.471,886.529,795.796,826.876,777.972,699.940,617.715,557.236,601.972,530.258,452.572,535.090,508.766,512.562,532.607,549.302,595.723,604.765,603.582,615.230,641.700,659.764,681.678,651.212,687.663,670.185,680.140,679.381,626.593,638.137,609.433,544.110,480.937,441.259,407.699,376.026,362.962,345.921,347.316,352.759,427.469,673.512,1267.305,1949.041,2534.091,2673.891,2209.614,1464.921,822.385,406.881,252.792,190.476,187.885,169.339,163.466,176.054,153.278,145.266,174.206,758.732,3964.906,13422.990,30005.240,44975.350,53966.662,52100.834,37252.444,20081.224,7642.148,1903.681,257.635,40.933,36.906,32.383,21.243,30.281,35.361,40.258,36.183,34.545,27.529,26.141,32.855,26.301,27.157,28.251,22.618,26.553,20.917,27.705,30.459,18.830,25.847,27.459,23.843,28.039,23.742,21.829,25.272,23.053,26.244,23.237,28.310,24.593,25.167,25.128,31.561,27.722,26.738,25.755,26.017,25.732,27.544,27.926,27.463,22.339,25.911,24.655,23.642,20.557,23.372,24.650,23.855,27.771,23.676,25.310,22.805,23.922,23.906,27.325,24.608,21.304,23.852,22.442,28.718,27.434,
362,3198.384,3285.560,3443.497,3763.069,2775.602,2885.386,2661.445,2311.154,2741.854,2105.895,1489.670,1660.562,1586.000,1289.808,1158.741,962.435,929.734,825.508,779.237,684.814,725.697,670.654,528.760,594.766,492.168,527.194,539.743,521.200,423.064,535.469,512.185,559.037,562.218,594.573,593.784,623.412,669.024,619.748,635.917,658.775,691.149,692.312,665.917,664.234,635.499,578.093,516.647,457.703,443.246,418.155,383.991,384.596,361.698,341.793,321.740,363.304,451.863,797.680,1321.141,1996.187,2527.875,2484.810,1900.883,1266.373,688.972,367.755,226.272,198.598,178.051,167.727,163.665,149.588,140.521,137.099,178.298,685.420,3824.705,13999.370,27580.683,43629.243,55549.729,51186.091,36880.633,18776.155,7146.461,1805.799,252.608,41.290,33.268,29.203,32.023,32.558,34.441,29.554,40.404,29.566,32.776,33.278,32.601,28.361,29.284,29.478,22.676,23.118,25.155,28.253,26.217,20.736,19.646,23.540,20.451,18.121,21.555,25.802,26.212,25.638,25.742,25.998,23.876,26.161,27.581,33.446,25.643,26.449,23.673,24.444,27.407,25.225,28.147,30.168,26.017,20.073,21.126,20.674,21.367,21.140,25.713,23.211,24.079,28.372,23.073,22.627,27.842,27.132,25.786,23.040,23.895,26.932,26.598,24.645,27.934,
364,4475.069,3335.202,3834.537,3378.650,2504.365,2831.858,2284.727,2154.906,1920.456,1974.892,1760.569,1947.962,1549.106,1230.953,913.643,1171.803,859.758,790.866,661.815,640.715,677.772,641.263,627.336,576.771,485.080,509.726,533.753,549.679,500.768,468.537,527.619,531.464,539.956,510.158,603.955,584.133,573.884,651.889,673.017,657.627,664.022,605.558,650.352,637.484,646.237,585.482,507.505,505.065,447.471,425.059,399.649,366.497,357.198,346.664,312.472,339.330,367.580,485.805,850.615,1420.554,2096.097,2477.570,2307.186,1798.477,1089.474,586.180,291.429,206.895,189.632,171.595,171.375,151.837,149.317,140.105,127.155,163.350,720.288,4196.230,12299.426,26342.784,45297.771,53393.731,50754.763,34097.377,17776.393,7033.590,1878.082,306.691,42.571,32.148,28.198,33.605,36.059,31.899,25.838,30.077,30.726,33.122,31.376,29.830,27.316,28.681,25.254,23.564,26.811,24.156,26.990,19.413,23.750,23.609,19.904,24.959,25.604,25.577,20.764,24.673,25.685,26.034,27.711,24.823,29.337,27.476,31.044,26.794,23.533,23.824,28.030,23.119,26.972,27.934,26.007,21.264,22.072,21.810,20.244,21.668,22.494,19.954,23.281,24.491,21.895,24.817,21.617,25.040,22.215,24.138,22.972,25.422,23.873,28.976,27.051,
366,4859.786,2806.604,3826.909,3516.991,2074.881,2351.865,3130.737,1876.435,2224.379,1966.997,1779.897,1546.771,1395.140,1218.037,1176.525,1025.865,898.405,847.258,736.660,723.724,648.248,684.571,519.507,562.766,525.630,533.917,518.251,458.540,477.745,505.089,494.335,512.029,549.095,539.394,557.519,545.998,584.469,612.935,652.122,614.693,671.944,646.567,648.883,613.915,592.280,565.459,543.111,452.281,435.110,429.001,404.129,386.466,344.007,326.646,338.048,349.388,352.319,351.354,536.631,912.866,1569.223,2081.398,2428.560,2183.772,1562.251,917.289,469.642,275.485,200.424,167.483,170.693,168.328,153.069,127.895,125.041,132.099,169.933,804.977,3647.199,11802.478,27921.145,43594.168,54009.163,47390.879,32505.974,17421.881,7180.940,2158.367,213.770,41.737,34.596,30.304,32.236,28.200,30.169,31.604,37.611,28.782,34.308,35.955,26.044,28.140,27.763,28.489,27.319,26.322,20.408,23.528,21.732,18.682,21.049,24.903,23.447,23.059,23.251,23.818,24.819,22.177,25.708,22.868,27.570,29.884,27.191,30.599,29.300,23.250,25.329,21.729,25.481,21.330,27.665,21.812,24.970,19.092,21.374,24.688,21.632,20.984,21.350,23.706,20.732,21.189,22.423,23.773,23.774,24.275,26.941,22.600,23.618,25.457,22.445,
368,3681.831,4535.070,3628.985,3108.468,2928.937,2516.061,1871.589,2182.368,1695.256,1681.705,1875.885,1432.202,1517.128,1260.355,1117.054,1002.776,827.488,760.417,778.433,754.441,604.141,664.263,603.315,546.721,511.913,521.563,466.170,515.236,472.176,469.906,471.503,511.139,507.871,569.465,566.171,524.952,578.166,604.760,616.153,647.249,667.779,628.751,597.160,606.012,584.569,562.296,541.021,480.356,468.638,450.984,423.389,398.963,365.610,371.116,354.857,354.894,336.688,332.816,398.929,572.737,1002.870,1569.349,2117.592,2333.937,1994.438,1381.700,792.288,448.636,233.437,183.365,169.037,149.741,150.820,145.270,136.626,120.441,125.411,149.068,598.226,3134.445,11901.956,25894.561,44320.391,52366.811,47246.295,33891.066,19114.791,8427.663,1774.849,210.475,45.909,35.675,35.293,39.902,31.022,26.477,33.875,30.269,28.122,27.050,22.013,27.409,23.226,28.912,24.543,22.736,24.407,22.963,23.992,23.856,23.809,23.533,22.472,23.679,24.227,25.265,24.326,23.634,26.394,25.570,23.815,24.489,26.188,25.136,25.631,25.483,29.122,26.503,26.529,22.958,23.812,24.491,22.685,22.979,23.718,24.245,25.243,23.565,27.054,24.253,20.168,23.176,27.281,22.794,22.332,22.976,24.804,23.261,25.749,23.837,22.824,
370,4339.139,4127.242,4102.731,3204.973,2700.469,2959.555,2445.125,2197.821,1738.106,2237.348,2012.870,1551.273,1344.389,1256.107,1071.441,894.067,848.905,940.814,666.268,691.215,704.846,630.718,563.333,494.421,482.642,505.479,511.281,536.079,453.456,500.282,481.732,475.614,525.996,525.681,539.883,563.915,547.982,619.653,593.782,605.854,598.873,617.973,612.445,584.248,604.544,547.850,577.434,505.066,480.794,425.434,423.447,396.089,397.055,386.971,370.474,350.754,344.484,349.175,336.634,428.170,677.069,1074.939,1642.487,2167.291,2233.537,1813.666,1189.072,682.040,343.300,230.308,176.139,152.122,147.481,144.195,140.969,125.427,115.346,115.840,148.356,605.468,3650.665,11819.140,27897.256,44670.962,51896.152,47114.534,34700.339,19944.124,6601.636,1534.604,249.677,41.499,38.199,23.389,34.036,26.821,26.064,24.425,29.288,26.473,27.066,27.528,27.061,23.591,25.910,24.911,23.670,25.011,25.526,26.128,24.992,23.865,24.301,26.417,20.296,19.721,23.394,23.444,21.314,26.536,25.604,22.080,26.267,23.617,27.726,23.760,23.669,26.651,25.759,25.896,21.130,26.484,23.251,21.519,20.590,23.476,21.194,23.899,24.561,24.167,25.673,21.562,25.750,23.262,25.498,22.956,24.379,23.808,28.546,20.112,24.525,
372,4015.120,2409.761,3074.824,3336.068,3170.705,2068.877,2212.510,1916.763,2316.575,1504.268,1795.897,1458.643,1260.417,1185.119,1066.679,933.718,805.819,826.949,744.563,697.901,680.928,591.965,586.057,556.034,491.945,542.074,503.065,447.754,491.820,468.548,503.014,508.563,531.623,517.320,527.052,569.037,595.231,611.736,599.843,625.386,559.815,620.008,618.624,629.034,585.281,580.579,555.745,533.272,485.235,466.015,462.814,398.813,403.804,400.852,381.514,349.784,360.347,344.204,346.675,369.500,480.890,691.985,1173.598,1757.270,2081.637,2072.846,1559.722,1040.039,529.702,295.083,201.815,168.728,155.505,142.861,132.353,125.233,122.846,113.164,110.848,142.148,702.863,3703.953,12750.292,28921.962,44380.192,51099.409,48202.728,34063.792,17058.889,6254.018,1781.196,200.659,39.710,34.929,37.852,29.711,26.906,31.217,27.111,24.299,28.560,18.699,22.558,22.052,23.684,24.883,20.878,27.009,25.272,24.572,23.775,22.475,19.135,19.678,20.169,26.292,24.566,24.722,22.086,21.345,24.284,22.919,23.419,23.271,26.496,26.308,23.626,23.839,26.492,23.882,22.382,23.856,19.181,20.670,20.370,23.006,20.363,23.042,25.990,23.455,22.893,21.749,24.160,23.233,23.031,21.620,23.131,25.190,25.370,30.361,24.419,
374,4559.811,3243.248,2691.129,2795.204,2059.368,2474.189,2107.407,2040.190,2200.911,1862.529,1821.931,1527.546,1195.818,1103.743,1104.063,860.232,879.178,766.435,694.924,705.409,642.037,676.120,573.519,531.437,495.837,505.110,492.120,442.433,471.789,469.714,464.169,459.344,518.979,505.011,523.177,576.292,572.907,552.407,580.297,619.884,600.744,577.742,600.290,568.174,628.624,572.474,526.890,513.588,483.053,459.729,446.961,432.106,440.284,400.880,407.237,379.716,357.023,379.127,354.269,335.773,381.468,475.863,730.447,1205.142,1752.135,2075.947,1943.307,1473.577,874.496,452.374,259.642,188.721,166.274,149.334,134.455,123.172,117.743,113.409,102.368,117.237,138.130,594.055,3294.491,12448.374,27475.958,41363.644,53204.263,47595.992,33102.564,18510.577,8457.245,1721.656,195.900,43.874,35.253,32.032,32.738,33.947,32.002,30.287,30.865,30.559,28.844,25.886,22.065,24.141,26.713,25.059,24.208,25.157,24.309,22.930,20.530,22.928,20.430,21.569,21.759,21.022,21.702,20.967,24.720,27.770,24.935,25.097,27.760,23.826,25.349,27.796,26.516,25.922,21.300,22.414,20.235,19.806,18.185,22.765,19.679,24.795,24.019,24.783,22.853,22.850,20.510,24.168,23.966,22.868,20.846,23.181,23.517,25.560,25.654,
376,3747.172,4007.232,3455.974,2799.794,2443.935,2343.609,2436.930,1911.316,1803.380,1584.869,1378.949,1400.398,1443.387,1129.754,1043.852,904.887,776.192,828.442,756.222,619.787,727.325,567.280,549.208,553.518,462.031,471.813,521.782,472.058,458.611,481.000,472.655,472.352,474.770,447.500,547.583,533.648,572.293,622.301,573.776,628.904,594.298,580.634,573.285,606.374,625.556,545.728,526.293,498.237,495.617,460.842,449.820,458.555,443.313,432.131,417.708,387.254,392.182,340.055,351.198,319.722,343.592,365.361,478.481,808.358,1283.723,1795.244,1965.980,1767.791,1219.360,743.684,389.599,219.165,173.361,139.713,143.332,129.386,109.166,119.924,108.601,101.330,101.659,121.540,527.319,3535.939,12885.409,25317.459,45824.116,51443.777,47234.460,34412.980,20250.536,7115.200,1578.444,234.692,43.378,38.132,36.405,28.819,36.174,24.823,25.073,27.804,29.803,28.548,26.487,23.921,23.125,26.041,23.911,25.625,23.665,23.968,20.305,18.520,26.734,24.486,20.977,22.664,22.760,19.378,19.874,23.976,27.212,26.670,23.911,24.766,18.669,26.872,22.932,27.916,22.936,20.660,20.157,21.719,19.430,20.407,19.629,22.793,21.703,25.776,26.097,25.406,23.826,21.350,20.820,21.857,23.743,22.685,22.728,25.492,24.561,
378,3322.601,4379.353,3142.949,2985.961,2875.389,2244.376,2503.557,2223.616,2054.971,1822.582,1420.694,1473.010,1469.937,1080.153,890.623,933.213,842.734,764.955,762.801,731.344,616.476,555.009,529.697,520.608,519.294,451.782,458.993,454.926,453.070,435.558,446.324,445.104,469.746,526.995,492.139,544.703,541.902,536.308,580.979,547.811,569.772,580.805,623.742,603.688,579.014,536.681,558.107,529.322,519.128,518.676,471.057,451.791,435.408,439.412,415.390,412.498,405.361,369.996,348.385,346.591,340.954,341.465,385.243,559.180,861.292,1400.251,1809.200,1847.149,1575.351,1051.185,600.277,312.619,197.786,160.896,139.588,133.091,117.388,118.513,105.617,105.311,97.765,93.171,120.939,692.155,4169.224,11833.161,32381.544,45269.809,52041.354,46955.690,34618.948,17174.218,5729.671,1429.392,183.511,35.883,32.022,31.609,31.539,24.636,29.856,27.813,27.105,23.966,26.222,21.517,23.375,26.966,26.829,23.437,22.404,24.650,21.193,17.097,23.167,24.278,24.600,22.102,25.466,24.875,24.624,21.905,21.846,23.139,23.084,21.189,22.987,25.950,23.553,20.391,24.776,23.251,22.224,19.933,22.040,20.307,22.308,23.159,22.036,25.635,22.948,23.831,23.407,24.662,22.718,26.252,25.345,24.740,22.154,24.252,19.946,
380,3906.091,3566.507,3287.817,3016.521,2733.109,2335.803,2315.437,2165.270,1892.288,1864.520,1699.010,1465.917,1231.647,1129.451,975.292,924.169,930.733,810.143,775.119,697.817,603.540,577.531,594.556,553.106,522.256,461.965,487.397,456.009,427.407,445.864,429.433,431.054,494.860,517.787,502.024,523.543,557.287,570.296,555.805,601.906,595.829,588.299,592.426,564.356,588.398,601.995,575.692,526.221,524.766,529.857,487.345,457.239,456.154,446.530,453.060,424.742,382.920,391.929,384.431,369.653,348.240,325.026,342.359,389.593,573.537,949.707,1473.473,1754.300,1805.046,1415.232,921.576,495.050,267.699,178.741,143.767,137.146,120.717,119.897,111.146,108.168,89.653,93.481,95.021,123.129,815.687,3389.487,15887.110,30771.636,44514.466,50792.027,46792.906,33127.830,16012.498,6372.125,1696.175,169.423,32.900,33.837,31.174,27.063,23.723,26.752,24.915,26.727,30.379,21.231,24.376,26.729,20.318,17.955,23.896,21.782,20.793,19.537,27.284,17.650,21.185,25.544,22.524,24.582,25.587,22.893,22.926,23.666,22.537,19.238,22.223,25.534,22.292,23.226,26.770,21.084,21.268,21.300,21.618,20.692,22.778,21.478,22.797,23.461,22.711,23.073,23.104,21.806,19.377,22.670,26.627,20.107,24.084,23.019,22.059,
382,3965.826,2692.532,2688.677,3533.000,2683.520,3109.689,1843.683,2370.658,2044.239,1810.504,1637.655,1348.269,1132.446,1318.259,1144.020,1021.030,812.264,823.965,741.126,654.380,593.175,620.931,583.132,556.448,519.245,505.494,457.112,429.253,458.932,451.067,483.661,506.119,462.701,483.825,490.791,516.322,511.756,528.750,575.676,566.649,593.371,589.783,608.368,617.143,614.720,596.089,554.659,578.677,531.649,525.937,496.096,498.898,497.946,453.480,465.314,425.547,404.447,409.198,371.774,364.743,363.040,342.418,326.798,341.675,429.875,631.550,1014.101,1465.659,1772.907,1675.094,1296.923,799.227,420.142,232.847,153.862,139.584,122.174,119.054,113.662,114.040,90.510,94.723,92.562,94.237,138.520,659.049,5872.498,15189.206,28723.214,42067.299,48280.218,45954.435,31342.319,17576.385,7050.627,1411.084,213.390,39.577,32.747,28.379,26.410,32.122,28.624,22.109,26.281,24.488,21.323,25.375,26.579,24.724,24.217,24.144,22.952,24.253,25.116,18.355,20.361,19.873,25.641,24.985,21.975,24.330,23.637,23.554,24.133,22.269,26.161,21.260,22.846,21.890,24.463,26.086,22.765,20.170,20.893,20.718,21.362,23.515,27.664,23.738,25.734,25.229,24.478,22.626,22.847,22.821,24.051,22.370,25.567,22.809,24.151,
384,4875.659,3585.074,2850.619,2981.794,2144.304,2902.581,2004.068,1297.970,1705.959,2153.666,1762.458,1065.839,1193.192,1276.831,1043.517,895.334,827.017,791.483,776.215,784.552,630.967,651.843,546.834,608.418,504.996,499.402,493.387,449.607,446.979,443.602,427.572,495.071,516.838,495.386,522.624,543.860,547.143,530.605,555.971,562.407,603.892,589.787,620.869,597.131,628.599,599.114,591.803,556.918,556.757,544.052,510.634,521.919,506.955,500.911,476.911,464.423,462.419,416.904,406.796,396.098,361.800,344.767,352.854,344.124,350.864,468.400,711.782,1069.554,1536.885,1749.322,1563.725,1115.391,673.380,372.033,195.966,154.322,125.727,133.754,115.604,108.433,107.804,98.235,92.959,86.362,89.491,121.923,1306.013,5411.406,13678.231,26954.967,39782.960,50423.151,47266.787,34047.120,18231.152,5813.864,1524.914,191.102,34.400,31.002,27.654,30.683,20.346,25.873,26.864,28.532,22.409,20.993,25.223,26.417,25.262,23.723,21.409,21.837,20.638,21.228,16.526,25.162,21.940,18.986,22.655,22.723,19.543,22.450,22.378,26.445,28.531,23.676,24.875,24.437,25.965,27.490,22.446,20.317,20.165,22.203,22.444,25.163,25.242,23.649,29.510,23.779,23.766,24.818,23.529,23.148,22.315,23.681,24.228,25.740,25.427,
386,3993.688,4250.241,3374.767,3070.869,2757.208,2635.850,2890.907,1985.578,1743.720,1694.280,1364.369,1564.662,1186.529,1167.958,943.234,1018.581,795.710,856.295,750.519,776.181,748.588,670.096,563.516,568.106,512.136,481.899,466.503,434.646,434.151,406.115,468.212,459.698,480.947,504.336,533.124,534.169,502.603,499.108,567.312,578.527,588.708,571.644,610.139,645.034,598.682,626.568,616.667,574.241,575.175,581.372,542.322,523.907,545.819,522.043,497.944,474.944,451.996,440.695,431.652,394.808,386.375,363.897,349.449,342.302,328.578,373.111,487.385,721.134,1180.311,1586.515,1651.331,1416.075,979.907,591.042,293.198,196.961,146.403,125.473,116.751,112.385,103.573,101.173,101.842,91.635,88.706,91.906,159.775,883.500,4067.178,12616.164,25298.665,44023.700,57567.163,54506.726,36760.288,17270.093,7150.181,1673.148,213.218,42.119,36.077,29.645,30.442,27.087,24.397,32.045,26.485,24.329,25.999,28.324,24.188,22.434,24.477,21.022,25.821,24.921,21.996,23.178,24.280,19.094,22.786,27.441,22.445,23.050,23.853,23.901,23.115,24.271,25.910,25.079,25.252,22.304,21.277,23.539,17.724,20.739,20.474,23.207,22.590,23.908,25.440,23.232,24.019,27.078,24.293,22.661,26.237,27.990,27.041,28.965,27.817,
388,3960.161,3257.024,3944.610,3466.914,2726.491,2886.206,2305.407,2329.850,1702.793,1552.397,1604.182,1405.701,1318.541,1031.693,1002.688,946.277,826.090,915.684,766.456,794.934,711.908,678.056,616.088,651.436,499.731,511.512,432.921,498.041,456.044,466.056,458.285,505.688,510.942,483.254,503.053,532.898,533.338,588.268,580.206,572.058,636.700,617.558,623.896,617.317,633.795,620.255,626.759,592.664,585.018,575.475,570.510,565.342,545.214,536.520,552.741,487.932,482.876,476.738,441.414,422.757,400.993,368.799,358.353,341.253,345.058,334.394,383.770,506.578,836.252,1252.650,1565.396,1596.762,1299.612,867.384,477.276,269.935,176.063,135.080,134.875,117.934,118.751,109.590,108.348,98.693,91.260,87.207,87.132,144.896,736.171,4220.649,12385.506,30597.935,55837.853,66436.358,56429.707,35714.025,19804.158,7096.361,1518.169,216.268,31.575,29.396,30.228,33.409,27.493,29.531,24.538,23.837,26.409,26.506,20.865,22.316,23.669,28.255,25.060,22.223,19.978,24.094,24.027,19.234,24.436,23.341,25.724,24.413,23.951,24.349,25.396,21.623,25.014,24.424,21.127,25.148,23.086,21.416,25.150,20.592,21.924,22.007,23.145,25.712,26.135,23.817,20.635,28.062,29.294,23.441,23.141,22.714,25.248,27.438,25.017,
390,4547.499,3945.776,3817.433,3404.073,2748.054,3262.704,1822.638,1953.374,2045.759,1934.122,1618.061,1568.193,1288.377,1137.676,1066.788,1035.063,936.085,746.451,739.420,740.858,660.102,690.723,646.298,567.721,550.979,493.691,501.952,485.910,524.724,479.694,471.804,507.772,521.888,479.565,533.138,515.349,524.387,528.113,536.463,590.836,608.458,621.873,622.063,675.653,656.103,645.138,656.084,627.650,629.714,577.267,580.349,604.291,607.005,573.118,552.228,527.065,510.669,467.942,469.413,438.609,406.838,399.470,352.800,344.765,327.674,341.556,338.840,378.735,557.952,894.309,1294.370,1556.602,1535.487,1196.399,775.132,408.674,233.883,168.280,136.677,128.491,119.287,119.227,108.650,104.691,90.594,94.262,93.726,99.549,135.073,792.109,3899.067,15431.257,40195.513,62257.275,67239.730,57160.653,41336.519,20941.425,6951.521,1781.411,181.363,45.489,34.733,27.834,36.877,32.222,26.433,27.777,26.789,25.675,26.741,27.560,23.080,22.549,24.544,19.924,22.383,24.608,23.995,20.960,22.922,22.897,28.231,25.225,20.745,21.301,25.590,22.914,26.704,26.781,22.610,24.717,19.978,20.408,21.347,20.263,17.989,23.911,25.281,25.601,21.291,24.910,21.574,25.314,26.001,25.461,25.942,26.354,24.596,24.486,28.366,
