354,6429.617,6293.715,6125.614,5139.380,5717.860,4196.210,4632.064,4072.610,4457.950,4648.084,4254.273,3980.547,3958.851,3840.955,3378.035,2912.643,2789.324,2329.832,2053.538,1795.145,1591.709,1417.313,1331.696,1286.751,1184.678,1187.703,1113.063,1143.784,1233.958,1288.878,1374.990,1468.849,1621.944,1773.206,1912.872,2013.577,2019.378,2260.730,2213.699,2368.005,2353.794,2352.236,2218.130,2206.294,2116.160,2011.443,1778.880,1669.774,1489.565,1296.866,1198.178,1102.057,1102.657,1184.695,1585.412,2231.669,3045.411,3507.152,3287.472,2535.456,1677.344,983.695,664.051,526.218,496.857,417.352,404.044,379.378,324.562,303.986,352.254,1901.614,6401.747,14791.868,34278.566,60901.788,84569.895,83994.063,63519.022,33486.507,10904.182,2445.768,399.858,50.002,44.763,36.633,38.458,28.754,34.359,38.241,41.300,42.408,41.872,47.083,44.712,46.849,41.368,44.130,42.983,42.693,45.130,47.057,42.904,42.812,38.279,40.025,38.006,40.749,36.342,37.994,38.431,37.297,38.749,43.687,42.193,39.500,42.578,42.057,45.204,44.852,45.537,45.979,50.045,53.678,50.013,55.477,60.679,54.833,60.647,57.423,51.559,59.681,50.258,49.583,45.712,45.402,45.434,49.005,45.883,49.926,46.448,46.440,46.183,43.714,41.930,42.414,45.299,42.074,46.736,47.143,53.446,
356,5916.461,5035.134,5871.176,4763.540,4067.070,4862.882,4301.296,4213.836,4118.082,4006.981,4085.240,3852.845,3602.633,3570.938,3247.885,2949.985,2580.348,2375.420,1910.480,1726.139,1578.161,1447.834,1294.222,1173.188,1150.686,1133.037,1132.434,1227.237,1214.821,1259.615,1319.685,1457.650,1586.523,1763.464,1854.544,1963.323,2058.117,2099.153,2199.011,2253.463,2302.620,2325.024,2165.344,2186.238,2066.983,1970.995,1807.312,1635.817,1445.079,1318.380,1203.149,1099.341,1056.065,1086.035,1223.972,1610.569,2370.266,3082.708,3387.500,3046.335,2283.928,1498.948,921.713,646.380,548.770,463.643,451.433,412.603,356.581,321.777,298.940,415.609,1753.088,4850.004,14595.598,31623.206,59445.878,80495.320,84709.466,62143.371,31810.671,11171.140,2690.434,339.392,55.647,44.275,46.477,40.880,38.783,31.670,36.696,38.076,43.402,42.561,41.957,49.460,45.600,40.931,38.014,48.020,45.453,46.654,43.691,44.633,43.230,48.948,37.680,38.377,41.926,37.009,37.928,35.320,41.116,38.051,37.350,44.607,35.382,48.031,44.250,42.637,46.334,49.126,46.423,56.785,50.197,57.389,59.683,52.835,58.523,64.726,53.279,56.214,48.681,49.204,47.082,49.166,44.488,49.133,46.302,44.510,48.806,43.746,44.125,43.429,44.801,46.749,42.871,42.999,44.084,47.222,44.977,
358,5422.416,5040.696,5094.110,5594.227,3845.073,4174.411,3853.208,4040.266,4108.991,3791.934,4106.154,4194.318,3795.840,3553.537,3301.102,2949.030,2504.373,2254.122,1794.918,1724.902,1493.714,1411.810,1383.785,1262.230,1183.967,1174.119,1184.251,1104.396,1244.611,1207.192,1345.378,1507.283,1417.974,1640.272,1761.803,1901.186,1868.162,2030.400,2155.380,2159.995,2221.808,2178.953,2086.126,2152.077,1981.138,1878.623,1747.244,1668.120,1417.759,1334.474,1182.271,1147.379,1059.688,1064.208,1081.531,1268.627,1760.790,2516.515,3081.183,3321.118,2851.155,2108.290,1326.682,883.742,605.792,489.514,454.271,438.231,393.916,333.839,304.203,280.800,395.041,1234.392,4844.563,13277.068,30805.876,58351.750,80265.111,82185.258,60594.388,32018.020,11566.159,2444.029,342.764,58.750,44.625,38.966,36.773,34.592,41.303,28.725,42.363,45.587,41.406,47.139,45.782,45.865,40.266,46.672,41.572,44.994,39.103,44.047,38.428,42.835,37.824,39.089,37.676,39.694,34.128,38.084,40.336,39.198,37.172,38.913,38.359,44.110,38.527,41.863,45.152,45.827,50.999,45.648,54.622,54.227,51.543,62.408,64.819,53.773,57.812,51.048,52.202,47.576,48.145,42.041,44.179,47.020,47.922,46.463,48.893,46.927,47.256,45.491,41.841,43.674,46.802,44.261,47.400,44.977,47.253,
360,5392.824,5600.020,5083.371,4812.363,4775.857,4076.648,3980.281,3935.587,3523.790,4162.678,3994.821,3745.185,3792.377,3548.616,3216.597,2834.128,2387.554,2299.654,1979.055,1854.858,1603.761,1558.702,1307.571,1300.360,1148.013,1113.816,1186.465,1140.378,1239.714,1234.276,1332.782,1375.736,1470.832,1628.404,1770.756,1744.443,1803.637,2050.798,2111.758,2080.543,2110.217,2081.930,2097.964,2007.253,1971.268,1881.776,1748.084,1611.502,1446.548,1334.794,1231.512,1167.703,1087.419,1041.201,1020.543,1117.824,1328.603,1886.162,2538.469,3111.937,3182.661,2656.276,1876.899,1186.750,786.017,566.767,511.250,446.924,413.102,381.835,327.431,279.976,265.580,344.627,1213.914,4107.093,12641.897,31631.784,57892.701,77946.142,81188.059,59006.474,31895.625,10392.165,2500.843,336.832,58.313,41.844,41.034,36.455,40.022,37.385,45.048,44.157,45.071,40.147,45.807,42.030,45.157,41.170,39.332,38.305,42.648,40.725,36.503,39.097,38.600,35.447,35.827,39.566,36.930,40.102,36.198,39.929,36.815,40.714,42.275,40.108,37.910,44.547,39.470,45.396,51.073,47.377,44.703,54.987,51.707,52.106,56.353,57.114,50.378,55.020,46.736,44.876,49.238,45.156,46.265,47.596,44.303,48.098,47.722,47.020,48.809,49.885,46.802,46.022,45.764,47.898,46.229,44.242,43.291,
362,5834.098,5276.239,4787.772,4112.062,3956.168,4306.549,4168.337,4368.067,3727.095,3427.464,3643.017,3688.650,3457.651,3402.625,3046.478,2830.940,2485.170,2275.939,1980.517,1733.061,1709.751,1638.907,1393.481,1280.893,1256.693,1189.760,1096.600,1172.745,1217.023,1242.754,1285.137,1431.723,1469.291,1583.272,1650.874,1754.501,1790.934,1942.086,2006.418,2000.276,2119.123,2020.143,2038.100,1999.007,1958.158,1769.815,1722.811,1588.055,1424.422,1325.289,1214.844,1182.024,1111.830,1042.372,1042.338,1050.910,1145.642,1426.530,1913.366,2587.677,3104.519,2991.171,2392.997,1700.437,1094.291,697.899,542.921,485.145,414.860,385.794,345.957,293.709,255.193,239.363,309.112,893.305,3726.060,13397.202,30156.060,55933.497,79148.275,79657.753,58737.235,30182.308,11195.860,2572.011,311.400,63.437,39.273,37.384,38.867,43.092,40.793,47.800,46.590,38.791,44.498,39.759,46.945,37.737,37.322,42.060,37.507,33.760,36.646,39.466,40.884,33.432,38.461,33.321,38.102,37.431,37.496,35.229,36.623,32.988,39.400,35.525,40.621,42.866,44.255,45.503,51.752,49.392,46.883,52.338,50.034,52.793,57.914,52.773,53.107,49.674,48.624,46.968,45.843,42.584,43.436,48.216,48.205,47.631,48.918,49.061,44.298,50.834,41.505,42.817,43.309,43.693,47.853,44.398,45.682,
364,5538.813,5443.374,5814.097,3877.872,4514.128,3764.668,3890.178,4548.112,3587.069,3329.821,3609.056,3430.403,3450.086,3209.396,3031.906,2889.489,2396.237,2225.331,2022.700,1801.908,1628.884,1511.072,1434.610,1287.494,1247.965,1133.712,1133.603,1079.001,1191.757,1190.247,1253.579,1378.733,1447.898,1538.625,1634.634,1706.855,1737.232,1811.113,1904.728,1989.346,1972.121,1974.985,1929.049,1922.464,1872.840,1801.354,1675.504,1498.228,1385.637,1299.691,1208.797,1169.719,1155.698,1100.696,1057.639,1026.003,1039.940,1196.369,1474.996,2019.543,2703.762,2986.695,2775.556,2274.565,1516.675,952.808,657.004,530.350,454.384,402.323,361.901,323.478,275.439,253.081,221.976,261.317,808.640,4105.061,12616.674,29938.391,58393.131,77720.395,79038.250,57326.424,33403.787,12542.989,2439.333,331.947,52.547,48.373,38.348,39.883,49.236,45.520,45.361,42.253,43.790,38.687,37.343,38.589,38.590,37.547,40.086,35.500,31.142,35.286,30.169,39.691,33.170,36.958,38.419,37.504,42.713,37.828,36.816,41.543,37.277,41.250,39.816,39.244,42.717,45.231,46.466,45.539,41.591,49.237,52.338,51.094,53.569,51.415,48.661,52.209,42.487,42.715,45.741,43.247,42.528,49.174,45.153,45.146,50.710,43.739,44.874,44.880,45.066,44.916,48.767,44.886,43.295,44.681,43.420,
366,4490.726,4608.841,5102.862,4314.385,3825.140,3774.508,3849.927,4125.782,3240.996,3703.108,3430.751,3249.061,3380.750,3436.487,3058.427,2577.500,2419.692,2191.266,2059.029,1925.535,1608.242,1506.816,1338.748,1262.608,1238.604,1184.596,1118.976,1106.362,1120.090,1205.946,1236.965,1342.387,1378.164,1440.547,1616.199,1674.402,1683.260,1728.646,1827.745,1860.275,1893.699,1946.639,1854.944,1895.505,1828.117,1730.784,1588.122,1513.703,1401.797,1292.621,1229.850,1192.803,1119.998,1102.597,1068.372,998.552,1058.094,1045.224,1186.731,1583.732,2141.686,2748.795,2900.590,2641.633,2023.690,1301.425,848.251,615.979,474.915,432.425,391.502,331.984,302.791,257.928,233.952,206.424,237.955,899.216,3819.233,12834.516,32752.439,58159.791,77372.078,79070.630,62435.698,35646.402,11683.993,2192.534,285.129,51.920,39.609,42.949,41.064,45.099,40.077,50.919,37.214,34.929,39.884,42.169,40.483,35.226,39.319,33.727,33.744,35.413,35.855,29.436,35.665,33.027,39.046,32.390,38.375,34.145,37.095,37.808,38.345,32.508,41.368,36.701,39.097,46.129,47.489,40.664,46.412,49.857,46.694,48.535,50.712,46.766,50.319,49.337,43.441,45.554,46.312,41.352,44.176,45.866,50.817,48.364,46.367,46.186,46.095,47.769,46.346,44.648,43.442,45.398,42.696,45.066,44.453,
368,4343.987,3913.226,4073.800,4222.969,4082.171,4213.968,3768.709,3805.477,3133.813,3059.006,3332.512,3410.281,3222.287,2925.804,2791.206,2698.049,2478.804,2133.704,1950.996,1804.277,1615.689,1559.757,1472.286,1325.788,1256.259,1124.210,1170.217,1096.303,1108.872,1242.946,1188.381,1265.924,1333.132,1429.362,1508.009,1565.872,1583.985,1746.505,1786.725,1854.974,1868.270,1819.782,1825.396,1798.638,1758.368,1722.922,1602.813,1477.634,1376.310,1317.366,1201.333,1176.901,1137.906,1132.463,1096.796,1011.319,1041.953,1053.004,1054.468,1244.215,1646.230,2144.757,2639.744,2795.884,2498.381,1819.242,1178.301,778.295,554.904,474.774,412.018,359.461,320.086,290.364,250.594,220.000,199.235,210.730,693.476,3457.282,13097.829,30918.533,55417.236,79183.279,88063.254,71972.907,38153.169,11855.021,2282.351,285.820,55.135,42.603,45.555,44.822,37.148,43.488,38.886,36.605,37.261,43.149,40.323,35.587,43.345,38.383,37.933,33.195,35.069,34.195,40.652,37.719,36.972,32.848,35.816,33.617,35.977,39.811,36.630,35.634,39.567,40.320,39.317,42.071,43.402,43.740,40.095,46.806,51.215,49.137,50.369,51.823,48.391,47.479,44.783,45.206,43.406,38.931,44.290,46.816,47.208,47.462,44.838,46.230,46.191,47.472,52.432,44.982,46.739,44.595,45.000,46.763,45.330,
370,5068.590,5120.687,4461.462,5015.243,4001.502,4597.902,3634.101,3597.753,3987.091,3284.025,3058.005,3361.235,3395.592,3070.496,3001.738,2653.928,2340.072,2034.995,1954.877,1952.060,1693.406,1554.184,1428.755,1370.078,1167.117,1088.029,1086.704,1124.663,1157.354,1099.157,1220.946,1264.643,1343.838,1419.985,1483.051,1582.232,1539.632,1711.278,1664.267,1822.955,1824.614,1784.959,1725.599,1797.130,1697.040,1591.376,1594.202,1449.004,1401.357,1320.315,1244.804,1210.636,1145.921,1142.997,1131.813,1082.452,1048.462,1075.391,1036.915,1100.054,1339.155,1682.737,2273.856,2668.016,2751.033,2243.551,1610.104,1058.378,675.703,525.151,425.754,375.563,342.552,295.958,264.039,224.812,206.162,182.591,216.318,739.774,4012.811,13146.613,30695.604,59266.648,86364.808,95416.098,73051.232,33933.834,9911.002,1938.449,293.818,53.978,55.771,48.187,44.465,36.725,45.288,39.706,38.254,37.831,42.572,37.575,40.593,43.588,36.855,37.970,32.895,39.324,37.610,37.239,32.456,34.092,33.133,35.632,33.732,35.153,35.061,38.706,41.309,39.694,41.818,40.623,40.041,44.201,39.354,45.473,45.099,48.215,48.370,49.326,45.701,47.096,43.099,46.219,42.234,40.456,41.663,52.852,46.947,46.112,46.788,48.248,46.430,47.848,50.452,44.322,45.820,48.168,46.977,44.108,44.718,
372,5528.637,5107.742,4767.680,3629.797,4254.533,3540.494,3244.514,3371.025,3454.597,3651.310,3168.255,3420.059,3035.979,2888.252,2782.303,2593.078,2293.451,2109.495,1963.503,1809.652,1671.898,1546.891,1438.850,1411.898,1249.517,1087.379,1105.898,1124.911,1121.738,1104.669,1190.059,1201.617,1328.421,1378.668,1447.729,1528.999,1494.522,1610.813,1704.962,1707.248,1739.399,1687.060,1629.213,1720.010,1646.168,1607.019,1509.498,1452.522,1415.107,1340.080,1215.081,1175.645,1184.729,1169.758,1134.528,1081.365,1066.528,1029.406,1017.756,1065.381,1121.336,1330.272,1788.160,2266.899,2644.399,2557.089,2010.385,1444.043,903.744,616.142,481.996,392.873,348.217,294.395,261.957,249.205,209.353,191.189,170.363,199.834,861.281,4049.291,12865.204,33465.249,63947.477,92361.674,99343.214,65828.277,30249.128,8363.996,2045.141,228.941,58.807,42.418,44.611,42.416,41.699,38.025,42.033,39.765,35.165,32.618,38.971,38.530,35.583,42.453,36.745,32.928,35.652,39.509,30.683,37.139,31.539,34.715,27.731,32.845,33.572,40.096,36.026,37.805,40.073,42.313,38.819,41.943,39.814,41.351,46.820,51.413,49.138,51.511,44.490,47.078,45.768,42.448,42.186,43.604,43.827,45.937,47.842,45.718,47.190,43.282,44.003,49.439,52.691,42.319,42.716,43.470,41.948,44.129,42.509,
374,4613.066,5015.031,4971.949,3598.249,3281.866,3771.133,3434.390,3396.340,3055.935,3624.551,2998.661,2921.075,2969.680,2889.263,2688.060,2609.766,2261.993,1970.478,1929.215,1776.723,1726.011,1588.688,1462.599,1387.527,1242.284,1196.802,1070.128,1082.084,1143.571,1134.184,1116.626,1209.772,1292.974,1323.996,1433.509,1471.180,1492.269,1536.475,1621.480,1628.071,1614.744,1649.571,1654.906,1627.791,1612.844,1530.705,1457.151,1443.243,1360.142,1288.578,1214.454,1194.728,1159.579,1154.796,1111.006,1121.204,1087.962,1076.597,1012.167,1009.453,1038.004,1105.272,1389.849,1817.497,2289.936,2571.824,2450.025,1897.476,1262.697,800.064,563.994,419.479,373.333,336.324,301.075,262.810,220.616,208.444,188.197,170.342,206.023,760.037,3515.497,13106.793,32621.787,63426.647,96296.247,92412.832,63476.168,30371.393,10153.464,1959.902,255.527,50.754,45.382,40.383,46.008,39.087,35.419,36.704,30.393,31.971,30.282,34.135,32.785,39.486,34.237,30.639,30.820,30.818,32.984,36.843,35.198,36.048,32.517,32.556,35.650,32.649,37.776,39.163,36.238,40.964,42.286,44.899,43.307,40.086,42.841,43.949,48.019,48.916,43.628,44.353,43.321,40.851,45.245,41.893,41.933,45.969,47.711,49.608,45.378,45.859,46.950,47.541,42.226,41.566,45.402,45.552,44.774,42.243,45.489,
376,4053.373,4192.668,4155.918,4007.974,4068.356,3132.840,3224.696,3234.453,3018.937,3119.805,3255.603,2862.485,2869.601,2832.673,2557.237,2392.257,2210.647,2198.586,1815.018,1859.172,1763.089,1405.298,1446.327,1333.213,1265.862,1122.682,1105.891,1029.870,1073.012,1119.615,1074.723,1173.090,1215.379,1308.497,1342.257,1388.014,1396.789,1488.366,1529.230,1586.763,1574.625,1575.241,1571.907,1648.413,1590.539,1558.558,1455.569,1410.182,1298.275,1306.830,1155.982,1229.437,1173.517,1157.735,1143.235,1084.198,1100.093,1071.405,1038.008,1001.546,1017.334,1031.972,1157.243,1398.861,1835.411,2290.121,2513.357,2228.368,1620.840,1068.997,712.378,481.809,405.576,336.235,302.348,270.579,234.954,210.309,180.476,179.212,158.529,181.117,652.670,3921.576,13001.051,32361.938,67771.932,90212.579,89631.542,61779.203,35053.197,9167.708,1852.185,283.049,52.848,42.030,46.778,43.110,36.548,30.310,38.519,35.569,34.064,34.966,33.207,33.954,35.145,28.732,28.762,28.965,32.978,32.060,32.569,37.363,33.853,35.014,33.530,38.771,33.551,35.498,38.321,36.448,40.591,36.426,42.072,41.178,41.823,39.963,45.078,46.260,47.935,47.416,41.938,38.798,42.626,39.516,42.645,42.511,47.228,47.353,47.479,49.195,45.588,53.299,48.086,40.715,43.051,45.263,40.970,39.362,42.356,
378,3372.960,4373.901,3812.652,3690.539,3729.797,3568.883,3619.368,3903.364,3042.237,3157.595,3024.778,2810.952,2797.719,2735.353,2459.128,2339.262,2152.276,2097.244,1925.049,1768.994,1598.774,1508.287,1368.036,1265.541,1236.186,1174.480,1091.809,1066.646,1125.668,1034.549,1073.502,1200.125,1270.036,1209.300,1319.137,1414.698,1429.039,1403.836,1509.771,1538.750,1577.858,1531.790,1535.097,1526.976,1539.133,1473.907,1426.382,1342.045,1303.114,1274.174,1205.512,1204.819,1142.908,1161.810,1188.940,1089.387,1096.010,1109.096,1067.537,1022.272,1006.603,983.771,994.363,1134.038,1453.948,1907.162,2326.682,2327.728,1972.404,1418.389,927.459,605.289,439.821,366.266,314.898,275.958,240.766,229.840,203.696,179.242,165.752,153.861,174.321,837.009,4132.299,13220.757,36084.106,67057.883,89997.033,88731.998,66759.806,31223.761,7969.626,1807.471,235.319,45.001,40.886,41.572,43.365,37.030,41.677,37.506,32.586,35.815,34.610,32.056,30.880,29.556,31.533,32.509,38.213,35.244,32.184,34.167,30.724,33.416,35.445,33.768,33.975,34.414,35.847,35.617,37.988,44.245,39.131,39.932,42.903,42.875,43.016,42.074,42.700,44.687,42.342,37.760,43.222,41.507,41.252,43.732,45.912,48.056,45.425,46.237,43.948,48.642,45.231,43.250,43.477,44.355,43.203,46.901,46.073,
380,4393.665,3698.172,3560.609,4362.626,3765.619,3603.787,3266.807,3340.483,2860.587,2990.875,3004.493,2628.592,2577.886,2544.046,2328.948,2385.415,2079.767,2017.317,1821.437,1775.358,1601.700,1551.873,1424.973,1362.451,1196.074,1150.947,1098.321,1046.533,1111.151,1091.982,1129.569,1136.283,1196.220,1213.351,1236.253,1302.625,1366.020,1413.631,1451.017,1461.886,1508.665,1540.362,1454.244,1485.708,1469.481,1465.954,1413.432,1344.792,1290.398,1263.792,1221.758,1196.034,1167.966,1155.872,1127.438,1127.535,1116.600,1101.972,1095.505,1023.358,992.735,981.814,999.039,1009.218,1183.265,1472.713,1891.228,2193.527,2188.315,1781.248,1265.460,795.608,506.368,393.547,337.522,281.942,251.864,220.727,208.398,188.355,163.220,147.608,139.954,180.896,765.554,3713.686,13242.385,34329.096,66324.653,91562.200,99190.363,67800.212,31303.978,9570.309,1932.040,224.632,49.376,45.842,39.697,48.081,35.652,35.609,39.181,36.751,32.253,32.262,31.173,29.178,35.344,29.494,28.553,34.249,31.894,30.884,33.876,34.712,31.889,35.670,31.735,33.711,35.097,34.518,41.312,38.779,42.228,36.925,39.651,40.988,42.464,44.402,43.172,39.215,40.853,39.903,43.117,43.154,44.204,46.570,50.489,49.937,48.002,45.354,45.715,50.747,48.333,48.942,43.126,41.919,44.280,47.003,43.335,
382,3472.536,4139.639,2687.729,3820.036,3028.804,3281.478,3218.438,3187.786,2649.744,3423.348,3212.507,2573.580,2671.565,2866.710,2450.884,2213.340,2234.010,2021.955,1836.645,1854.439,1615.890,1586.085,1526.561,1389.433,1240.441,1161.542,1046.905,1095.381,1045.078,1014.810,1106.631,1144.991,1149.578,1199.528,1282.302,1270.681,1296.641,1351.962,1407.023,1475.927,1541.803,1455.608,1532.309,1444.927,1482.449,1411.964,1401.309,1360.835,1336.915,1293.803,1230.673,1204.472,1182.838,1191.497,1134.338,1163.970,1109.682,1099.037,1067.153,1069.553,1082.204,1007.574,951.248,978.693,1026.771,1173.773,1537.434,1945.003,2179.042,2047.950,1654.334,1135.470,709.172,491.782,356.352,298.371,274.241,254.665,208.801,203.707,175.668,165.183,137.432,135.902,179.467,694.409,3883.186,13477.778,35257.686,68417.316,97219.485,101166.580,65938.321,32790.852,9667.251,1815.795,246.636,46.845,40.640,35.669,41.629,38.687,38.544,32.354,34.421,31.398,30.857,35.018,34.399,34.733,28.242,27.986,32.527,35.960,33.498,29.309,31.633,35.000,34.031,30.175,33.995,36.736,35.966,40.877,35.595,37.426,39.804,43.869,41.467,46.352,43.639,40.992,39.699,41.108,42.790,43.885,42.939,48.178,45.178,46.624,45.351,45.878,44.845,46.092,50.676,40.268,45.985,40.618,46.950,44.212,46.653,
384,4916.943,4625.216,4373.073,3281.738,3470.535,3906.081,3515.974,2978.195,3221.165,2819.509,2829.854,2741.036,2687.672,2841.336,2346.753,2109.844,2107.847,1965.059,1823.097,1693.796,1675.011,1640.249,1422.626,1340.010,1279.387,1165.179,1088.275,1057.169,1014.061,1097.160,1067.695,1138.915,1186.209,1228.372,1261.983,1318.095,1318.816,1368.134,1371.040,1417.075,1497.532,1404.729,1441.706,1500.496,1481.525,1383.876,1348.745,1336.964,1302.456,1257.962,1240.555,1216.667,1223.052,1206.786,1193.373,1211.224,1104.252,1158.683,1124.782,1103.547,1070.026,1014.836,974.155,944.472,953.284,1023.877,1232.182,1572.791,1972.695,2123.442,1953.846,1476.180,936.768,618.052,408.523,325.715,294.512,269.631,229.262,210.725,193.123,175.046,149.287,130.899,136.694,173.269,784.713,4147.346,14582.554,37969.405,71747.353,102271.591,97185.627,64016.000,28733.102,8431.066,1754.860,238.636,50.101,41.023,41.949,39.315,33.382,32.810,37.560,38.694,33.821,37.092,32.269,35.969,30.285,34.609,32.398,33.119,32.819,31.341,34.388,32.375,37.773,35.854,37.001,35.330,38.653,37.533,38.931,36.421,40.802,43.237,44.624,45.280,45.137,41.404,42.165,39.050,42.162,42.570,40.337,43.718,47.252,44.726,48.398,46.541,47.394,50.848,46.421,47.692,43.780,43.545,45.489,45.115,48.363,
386,4402.900,3531.067,4901.810,3668.122,3932.532,2925.488,3374.928,2953.807,3011.661,2777.366,3007.481,2659.492,2551.255,2613.576,2156.384,2173.079,2079.736,1872.165,1811.630,1731.231,1651.939,1599.118,1488.605,1334.251,1294.577,1168.852,1161.901,999.163,1073.264,1114.196,1064.623,1063.732,1184.963,1151.119,1198.215,1276.285,1261.184,1364.865,1313.769,1426.919,1408.622,1448.081,1449.286,1484.254,1422.577,1405.500,1400.622,1306.335,1304.963,1243.225,1239.901,1223.486,1229.617,1218.800,1194.197,1210.834,1204.018,1159.058,1117.236,1084.936,1056.923,1028.432,1026.538,1022.073,945.698,937.817,1040.921,1258.034,1655.621,2031.070,2082.293,1763.945,1301.245,853.785,512.604,373.069,308.805,289.921,255.301,232.671,219.495,183.228,164.880,162.484,144.126,141.315,190.277,784.603,4261.931,15182.838,36687.826,75952.405,99641.287,92983.429,57864.620,26348.936,8766.640,1946.410,209.079,51.464,39.251,31.825,35.556,37.953,36.091,42.690,37.003,35.789,36.646,33.629,30.396,31.082,32.321,33.593,28.049,34.668,35.149,36.259,33.582,34.512,32.068,36.376,37.950,37.962,37.709,39.749,40.362,40.867,44.245,43.759,42.456,40.878,40.903,39.654,39.657,40.977,41.023,45.817,49.882,49.797,45.264,46.148,47.615,50.513,47.941,46.583,44.311,50.031,43.151,50.299,47.141,
388,4005.587,4418.592,3863.898,3991.270,4233.437,3484.876,3379.564,3388.967,2870.380,2745.727,2830.394,2721.884,2476.182,2509.690,2276.614,2178.764,1982.691,1957.536,1867.534,1797.026,1764.340,1573.594,1493.821,1410.713,1301.450,1207.856,1188.901,1055.101,1052.098,1084.901,1096.442,1142.400,1121.742,1143.029,1248.290,1269.961,1238.897,1316.718,1336.518,1399.201,1355.811,1393.781,1444.828,1481.644,1397.531,1405.647,1348.852,1348.829,1304.109,1262.903,1221.311,1249.702,1198.642,1249.533,1221.084,1212.847,1189.290,1180.375,1113.930,1154.948,1093.747,1025.971,1018.264,977.113,929.731,913.296,951.973,1041.484,1326.820,1723.732,1982.434,1921.199,1595.845,1150.269,730.500,475.307,359.944,298.620,258.169,248.892,224.572,198.874,187.186,164.339,152.453,133.779,144.481,182.110,881.392,4899.595,15082.356,41139.734,76458.404,94291.393,82917.976,52329.174,25092.206,8706.222,1635.811,208.490,46.992,43.385,37.297,38.254,32.976,38.923,34.181,35.749,34.917,30.742,33.611,33.098,32.856,32.862,32.818,37.262,32.932,36.560,35.187,34.568,35.909,32.773,35.994,33.575,32.252,38.798,40.522,40.798,47.272,42.804,43.649,42.485,43.086,36.329,39.066,42.389,44.474,41.298,48.560,46.283,46.597,48.038,48.116,51.548,48.603,47.708,48.767,49.641,44.642,45.249,46.388,
390,5394.545,4463.886,3352.432,3550.205,3632.216,3382.045,3634.690,3597.136,3134.203,2955.843,2885.883,2887.683,2593.797,2415.324,2304.890,2088.086,1937.153,2082.499,1832.069,1767.247,1607.573,1611.372,1482.807,1353.588,1298.117,1201.239,1169.633,1120.796,1042.534,1058.989,1060.165,1112.174,1139.879,1166.613,1195.218,1213.985,1242.619,1327.721,1337.327,1387.423,1389.023,1436.380,1373.281,1406.576,1361.652,1379.426,1366.929,1307.255,1303.933,1229.679,1280.771,1285.492,1262.408,1200.919,1271.378,1233.855,1215.115,1191.391,1191.183,1162.001,1103.196,1125.599,1042.832,1031.690,982.933,965.004,949.929,919.759,1058.653,1349.966,1695.949,1897.376,1894.749,1503.370,1009.696,653.055,448.934,343.781,301.344,273.319,224.993,223.056,202.668,183.334,170.611,155.129,142.476,144.185,184.078,888.171,4170.005,15940.538,40478.181,71035.896,86164.578,77776.386,51129.554,25601.916,7936.200,1816.675,199.786,40.968,43.672,34.162,36.913,38.245,30.444,35.218,35.852,30.619,34.872,36.066,35.993,34.816,33.310,32.228,34.932,36.974,32.728,35.498,36.997,31.741,35.430,37.512,34.919,39.710,41.420,43.384,42.464,43.409,44.482,42.897,41.565,43.381,39.865,38.741,41.610,43.565,48.310,49.224,48.556,46.705,46.374,50.002,50.105,50.374,46.381,43.813,44.882,40.432,49.171,
392,6037.495,5655.038,4239.197,3764.143,3990.846,3583.731,3096.194,3543.072,2593.978,3037.070,2791.739,2686.731,2379.506,2386.003,2158.353,1922.499,1953.780,1921.447,1905.237,1790.813,1673.083,1679.317,1497.236,1453.030,1262.933,1216.620,1093.895,1159.424,1077.715,1066.183,1076.516,1079.441,1068.713,1219.726,1225.111,1232.600,1224.367,1225.628,1302.760,1321.930,1371.174,1323.721,1335.302,1390.900,1389.190,1453.103,1385.521,1366.573,1292.435,1261.614,1240.222,1293.001,1244.097,1251.263,1278.780,1247.303,1228.935,1202.420,1213.449,1156.373,1194.702,1127.434,1064.263,1026.895,997.000,965.916,928.888,896.036,935.967,1101.756,1391.068,1727.619,1927.683,1761.314,1331.086,938.315,575.693,401.860,324.854,277.995,268.529,229.474,206.584,188.210,170.737,158.853,143.908,146.646,133.611,168.727,771.980,4663.389,16809.768,38605.446,67304.878,82553.560,73544.461,49221.158,22341.885,7653.992,1704.759,221.328,45.530,41.016,40.517,40.153,38.267,39.591,35.334,37.164,40.181,37.578,32.421,30.090,35.818,35.837,38.144,33.883,35.689,35.089,37.519,30.710,34.575,39.093,33.127,40.916,37.384,41.840,43.286,44.009,43.630,40.383,42.247,38.386,38.884,37.736,41.798,45.548,50.365,49.005,47.024,45.957,44.673,52.955,50.150,52.007,45.788,46.152,47.954,46.423,48.994,
