348,5054.835,5559.036,5060.857,3992.460,3311.284,2979.408,2364.198,2958.138,1841.268,2554.652,1763.926,1782.140,1708.133,1166.077,1276.005,1065.433,942.489,729.062,697.502,751.304,521.438,624.273,523.696,500.367,517.867,457.514,404.349,454.933,439.023,451.915,439.787,480.823,498.097,480.706,438.938,529.044,500.191,554.373,538.919,579.692,520.523,567.881,562.585,556.146,522.064,466.556,438.288,380.389,374.594,322.681,410.775,683.934,1228.588,2216.142,3136.206,3335.290,2970.179,1953.325,1125.940,555.337,302.592,259.633,238.232,234.325,224.806,239.933,213.800,325.918,2593.623,13571.290,41152.656,95903.346,156920.972,189078.639,180924.149,128726.798,72072.427,26392.136,6961.236,868.727,85.062,70.412,66.240,58.824,45.068,48.894,48.154,51.475,52.565,41.240,50.120,43.338,50.030,43.192,53.108,44.561,51.694,40.591,44.723,44.307,35.785,30.720,39.135,36.736,31.300,35.202,36.312,29.865,33.690,27.439,29.598,29.516,25.341,30.424,30.417,30.321,28.726,28.759,28.184,30.720,26.263,33.220,27.470,30.885,28.414,31.363,30.666,28.289,31.580,24.608,30.107,24.379,27.605,25.790,24.340,23.924,23.093,27.760,27.927,26.812,23.510,28.586,26.618,25.252,23.898,25.263,27.435,31.058,22.871,28.116,26.574,
350,4911.362,4709.410,4467.832,4275.459,3193.737,3201.943,2380.358,2465.943,2017.313,1729.333,1600.617,1399.672,1589.232,1109.083,1033.645,972.490,829.631,706.892,750.250,677.732,556.524,488.478,496.505,444.692,480.366,447.188,459.523,414.607,461.527,443.736,467.466,455.376,470.144,460.231,460.095,479.334,493.982,547.000,537.712,547.670,562.059,561.369,557.036,545.980,492.576,485.135,404.873,408.375,373.566,332.429,342.952,421.311,688.533,1296.266,2316.868,3056.937,3244.655,2666.470,1770.436,938.987,453.616,311.304,233.714,214.428,229.477,216.308,216.185,206.304,328.260,2364.247,11757.264,41511.891,93701.579,146775.499,182976.164,171948.187,127014.208,68130.147,27917.308,6972.825,725.908,96.953,58.003,58.391,54.941,58.802,43.792,44.194,47.120,47.719,48.931,48.742,53.817,48.385,48.348,48.225,46.028,42.395,39.446,40.105,36.657,35.426,37.971,35.672,35.602,33.239,33.683,32.766,28.968,31.293,30.346,32.484,29.926,25.820,35.607,31.378,26.389,30.804,30.326,29.294,25.605,31.678,32.158,30.802,24.997,25.143,30.860,29.647,28.297,27.416,28.909,25.398,26.051,24.497,24.705,24.252,24.680,27.164,30.494,25.413,24.327,30.938,26.852,25.141,25.540,25.813,25.790,24.364,25.939,28.151,29.243,
352,4833.024,4784.962,4214.726,3456.904,3093.755,3204.202,2929.158,2357.479,2339.502,1782.525,1729.755,1590.958,1518.774,1144.433,972.576,801.076,755.483,780.489,733.826,712.694,573.105,555.977,448.604,443.045,446.323,461.650,441.234,432.730,459.004,441.952,431.773,459.288,437.704,467.567,485.225,479.855,470.152,524.134,513.529,536.791,567.482,521.905,529.051,519.986,485.735,476.325,438.667,381.764,370.329,335.090,317.648,360.421,422.483,777.810,1488.506,2332.506,3020.348,3088.943,2443.546,1572.062,806.232,430.944,260.870,221.211,208.920,203.374,204.785,196.203,204.667,323.150,1668.962,11543.547,39851.033,84912.445,139642.452,173487.278,166457.644,124024.276,70562.522,28908.130,7040.212,1041.376,109.760,70.256,57.669,59.016,51.420,51.161,45.104,42.586,39.524,48.447,46.616,47.015,51.713,48.811,45.675,39.543,36.479,38.566,34.992,36.177,36.125,32.875,30.446,34.602,30.863,29.551,22.837,26.353,31.178,27.131,29.147,29.643,30.553,25.216,24.622,26.875,27.667,27.169,25.810,25.629,28.048,26.065,27.822,25.736,28.876,28.209,28.532,28.406,25.286,25.591,25.026,24.872,23.140,22.293,24.236,26.683,31.045,25.507,24.212,25.014,26.302,24.724,22.226,23.542,22.459,27.415,24.028,27.907,22.887,
354,5888.693,3844.785,4735.827,4142.930,2995.305,3219.817,2703.908,2766.296,2143.602,2213.106,1855.195,1395.767,1397.540,1285.541,1086.028,913.255,840.157,861.784,662.544,591.261,607.473,512.683,510.832,450.298,479.989,408.658,400.315,456.188,454.386,434.213,482.356,428.494,447.906,461.277,463.306,466.222,478.164,494.449,497.160,523.120,555.168,541.428,511.383,510.824,495.419,479.887,421.833,407.371,349.682,304.348,300.712,307.439,333.154,497.564,933.532,1623.392,2434.685,3016.833,2871.664,2174.435,1279.308,676.552,359.514,241.839,227.008,197.240,203.947,192.438,189.160,183.194,290.345,2175.200,12922.272,39040.418,86549.271,136021.063,166644.540,160942.057,119364.474,65234.035,24472.556,6994.088,975.024,92.903,62.182,62.540,53.477,52.688,42.275,45.474,55.426,53.486,52.106,57.431,44.873,49.360,46.480,35.704,37.155,37.575,38.139,34.790,34.713,31.520,31.859,34.450,30.724,31.666,26.773,30.964,28.172,29.796,31.041,30.846,23.586,25.955,25.154,29.382,24.299,23.012,26.483,25.815,25.018,26.602,28.465,30.129,24.600,26.627,28.019,27.431,26.692,25.430,25.661,27.646,21.927,22.844,21.531,23.988,26.419,25.643,30.700,23.982,25.053,26.177,24.772,30.293,24.788,26.998,29.467,29.334,26.631,
356,4911.592,4716.921,4916.313,3973.363,3257.169,3235.141,2860.489,2830.862,2184.197,1949.054,1992.021,1362.692,1373.115,1308.559,985.437,967.501,814.363,763.720,631.983,584.104,556.179,476.469,525.379,533.642,432.500,405.437,472.612,425.052,408.974,393.365,465.487,492.289,423.459,452.546,501.337,464.180,465.134,517.426,502.392,486.326,519.687,513.071,509.965,535.638,487.735,469.432,426.501,410.076,369.179,325.444,299.205,304.759,290.106,348.553,537.599,947.660,1671.063,2580.211,2946.576,2624.349,1903.427,1140.790,589.533,328.868,223.499,210.108,184.486,180.525,182.393,181.608,174.878,280.777,2225.496,11492.792,38242.691,79817.568,129015.232,166197.363,155077.002,115376.796,61180.172,26519.256,7790.726,905.482,92.779,53.132,54.435,46.115,44.054,50.248,41.705,48.180,51.191,53.768,44.804,43.802,39.120,41.252,43.408,35.070,43.199,31.083,34.508,36.954,33.539,30.861,33.595,32.802,25.725,28.102,25.866,28.462,28.495,34.566,29.622,25.989,23.664,29.841,29.353,28.197,27.068,28.131,27.755,26.714,31.065,25.995,26.775,26.312,25.689,26.550,27.842,27.140,22.515,21.788,22.578,21.636,24.122,20.931,26.388,24.894,23.848,25.144,25.413,29.128,27.908,25.407,21.312,26.015,25.088,27.341,26.827,
358,4139.332,5511.582,4577.249,3990.138,3341.389,2907.403,2461.323,2367.692,2133.919,1548.968,1577.786,1633.954,1320.078,1194.530,1114.356,845.059,796.192,723.549,624.144,592.365,550.847,514.349,538.740,450.131,409.599,451.124,458.503,378.836,422.274,414.118,445.064,404.329,414.900,424.095,466.482,450.547,485.458,469.198,499.031,533.607,492.674,509.883,499.932,517.506,484.932,475.146,427.124,382.937,355.765,346.509,300.665,275.547,250.373,299.959,390.523,562.506,1052.305,1844.072,2513.604,2794.866,2432.554,1731.870,941.002,530.444,279.800,206.881,198.302,190.140,189.069,177.190,183.752,182.284,280.675,2049.139,11877.481,34300.014,76531.685,131610.837,157557.766,150375.196,107993.580,65482.383,28394.421,7031.192,1039.570,83.718,56.920,53.510,53.269,49.868,48.503,48.021,42.262,55.586,44.859,44.089,38.653,45.463,37.106,38.761,37.727,35.348,35.966,33.628,27.047,30.648,35.384,26.654,33.690,26.619,25.856,30.675,27.846,28.382,28.676,24.137,27.967,31.390,23.868,28.571,27.119,26.988,29.210,26.406,27.030,26.200,29.732,30.202,22.173,25.554,30.841,25.098,25.104,21.988,21.784,21.875,25.305,22.510,24.154,24.120,24.985,23.977,26.996,25.315,26.331,24.025,24.798,24.291,22.957,28.710,23.279,
360,5008.709,4299.223,4135.697,3001.675,3335.335,3107.399,2378.212,2197.701,1929.461,1767.082,1787.370,1542.939,1225.152,1102.154,885.684,910.958,825.714,719.638,549.616,623.474,567.767,566.431,536.713,459.427,447.823,408.356,421.047,410.315,389.727,430.030,441.790,436.370,459.338,411.792,485.717,431.753,451.329,471.522,475.636,528.842,511.377,519.635,483.684,495.933,467.583,480.438,396.854,394.327,360.463,329.822,296.264,300.428,283.811,290.491,311.137,375.326,626.462,1223.899,1948.333,2530.336,2703.548,2185.900,1455.275,833.674,412.963,251.740,194.766,182.171,182.385,180.296,173.647,173.692,183.235,266.650,2107.046,10199.163,33045.390,80856.184,126323.742,152866.524,142132.421,109543.089,66051.075,26092.970,7340.684,786.197,83.134,60.825,59.523,53.931,53.112,46.644,47.999,43.255,51.324,46.630,47.255,47.909,40.989,42.373,36.791,36.980,34.406,28.602,29.740,24.806,30.644,26.650,29.681,22.560,26.298,27.138,24.194,27.117,25.881,27.419,28.872,27.481,26.848,27.502,26.810,25.464,27.652,28.523,25.163,27.104,25.416,25.870,25.993,24.573,24.704,24.577,22.984,21.241,23.601,22.402,24.781,23.341,25.583,24.890,22.459,24.804,25.097,27.678,25.912,20.855,26.540,23.535,23.691,24.117,26.360,
362,4426.669,4773.906,4739.104,4068.279,3927.534,3044.210,2905.323,2313.820,2347.820,2144.657,1458.351,1487.039,1365.184,1240.827,939.446,882.686,809.240,829.951,614.421,602.518,518.562,498.432,499.183,436.718,403.731,436.800,452.718,422.503,403.091,401.743,422.982,406.681,424.323,406.674,435.602,443.747,451.999,457.278,474.522,503.768,516.128,483.213,473.575,488.581,489.282,465.423,403.205,383.358,365.665,317.371,299.695,296.297,285.088,291.513,309.196,302.982,412.236,742.416,1242.400,1939.363,2510.380,2514.615,1975.892,1302.929,726.988,348.209,217.426,191.867,175.980,178.792,157.805,171.102,169.431,154.952,262.806,1744.058,9323.334,35794.835,76741.166,121060.380,146355.511,143887.798,111253.321,63624.719,27046.687,6043.363,735.446,80.384,60.429,51.971,51.281,48.537,52.521,51.077,47.147,48.180,51.742,44.064,43.384,42.225,31.115,37.293,39.171,29.377,32.301,30.165,24.855,27.827,28.939,23.340,31.030,27.211,26.784,22.954,28.361,25.363,26.591,23.743,24.523,25.152,27.790,24.916,25.705,25.538,25.963,23.323,27.254,25.821,27.228,24.433,23.570,21.952,22.068,22.867,22.276,21.872,24.248,23.730,23.960,23.856,24.728,23.681,21.645,22.369,23.307,26.466,23.252,26.114,26.602,28.185,28.269,
364,5484.742,3902.142,3297.411,3917.388,3428.996,3459.285,2297.552,2358.084,1665.589,2029.783,1770.531,1508.685,1004.447,964.123,949.383,864.662,741.502,644.110,657.582,550.127,550.927,510.407,489.782,429.823,426.015,483.605,438.402,470.141,414.277,420.992,404.695,405.554,403.833,400.256,427.896,459.388,429.573,470.131,492.305,450.290,479.668,454.226,456.953,434.651,452.488,435.451,398.065,362.995,363.470,324.947,287.399,300.974,287.667,289.794,291.766,295.740,330.413,463.182,811.062,1357.874,2102.076,2466.214,2316.389,1777.818,1119.245,561.802,286.905,178.585,173.617,168.789,169.773,160.634,148.072,152.345,165.238,258.476,1616.346,11006.188,35095.129,74682.559,118318.698,146385.609,143621.460,110963.693,66635.643,23276.188,6043.206,736.163,81.058,57.335,61.244,51.473,57.077,54.736,51.035,40.895,42.220,42.804,46.314,45.934,37.251,38.379,35.044,35.567,31.065,35.711,20.838,31.464,29.588,32.166,29.810,30.276,26.008,22.828,23.194,24.743,26.626,26.652,21.415,26.107,25.890,27.157,27.913,28.292,24.528,22.582,25.039,22.694,26.396,27.882,27.556,25.025,23.458,23.892,23.990,25.584,20.269,22.236,23.074,23.312,23.327,24.250,22.566,24.671,24.712,23.458,23.592,26.442,25.367,26.106,27.218,
366,5906.579,4757.062,4616.485,4251.236,3567.340,2896.203,2141.490,2573.528,1876.771,1586.814,1621.677,1339.842,1230.479,1243.241,1047.681,864.108,805.924,679.495,717.662,583.602,552.157,502.975,469.407,455.754,404.209,454.276,376.020,387.660,401.511,403.203,377.972,432.098,442.750,415.364,407.755,405.547,400.691,487.606,436.162,483.207,464.477,431.962,468.137,454.656,467.597,411.860,418.303,398.334,340.257,336.605,304.456,302.710,273.429,275.710,294.968,256.549,307.118,347.514,492.496,867.498,1488.079,2070.794,2358.251,2220.910,1601.128,920.221,488.933,265.437,188.188,178.319,152.958,163.802,171.902,162.335,150.645,148.922,244.479,1955.776,11329.233,34183.288,75854.618,119139.747,143920.546,145170.105,110189.961,58249.468,23237.170,5960.654,639.582,72.605,56.736,53.647,53.178,55.044,48.182,44.155,39.553,44.974,38.698,35.953,35.496,37.200,30.367,33.694,30.314,29.613,29.323,32.852,26.426,29.824,33.172,27.999,25.112,27.052,22.866,23.450,24.044,24.504,23.956,19.696,27.029,22.433,24.044,24.270,25.557,24.499,21.287,26.955,29.520,28.636,22.089,24.786,23.256,24.090,18.045,20.734,22.181,24.548,25.064,20.536,21.427,23.000,23.549,26.186,23.498,24.152,21.113,22.331,23.240,24.953,25.774,
368,4385.035,4501.984,3981.317,2712.683,3411.603,2596.679,2682.393,2263.826,1937.883,2019.134,1744.826,1229.151,1106.756,1049.833,1047.687,832.842,671.097,723.938,631.616,564.918,479.070,538.887,484.484,464.919,439.892,462.684,426.049,389.908,414.282,375.908,396.968,397.525,433.296,380.290,382.464,429.779,426.653,436.056,476.666,450.317,463.448,426.119,453.001,460.200,447.591,437.003,432.374,407.440,338.503,333.224,290.441,299.355,280.216,278.363,284.611,269.569,265.241,298.541,348.806,513.880,925.610,1509.498,2043.966,2286.585,2041.870,1391.954,788.077,426.680,239.377,181.160,166.911,162.064,170.674,161.569,159.704,151.487,130.503,234.038,1719.052,9774.186,33815.495,72642.068,111699.640,148485.133,146211.853,108096.748,63372.311,25697.943,6796.982,652.325,84.253,57.823,58.875,51.554,53.161,43.291,45.602,41.226,41.771,42.762,40.232,42.022,36.803,35.487,32.036,33.509,33.075,31.531,27.583,28.193,23.538,26.385,28.751,24.704,23.910,24.044,27.817,26.667,23.140,23.490,23.885,25.361,24.902,23.223,24.613,21.914,23.245,23.167,28.819,25.314,22.572,26.054,25.776,24.050,20.510,25.027,22.206,18.914,22.835,25.518,23.185,22.422,25.786,21.897,23.743,22.267,20.641,24.331,23.425,25.331,25.693,
370,4595.393,4337.182,4193.080,3928.353,3506.214,2250.170,2829.423,2500.626,1823.494,1696.021,1529.045,1496.113,1470.346,966.861,861.817,756.567,665.641,630.930,624.388,488.825,551.555,503.156,474.801,394.793,414.774,425.588,394.314,398.342,392.560,412.947,401.952,375.546,423.651,409.994,410.925,442.151,406.718,406.830,423.213,433.770,437.830,432.787,437.379,411.821,406.166,390.315,402.967,364.057,345.949,324.742,309.502,285.922,269.457,301.348,294.446,270.604,283.450,271.961,293.383,365.170,592.455,1014.386,1619.734,2057.393,2158.843,1837.743,1223.422,700.333,341.753,207.641,178.739,153.525,155.226,156.560,148.764,141.338,136.449,140.338,277.582,1689.331,11438.907,34818.661,69478.245,118370.783,147759.308,143483.210,110660.605,61910.217,25354.181,5037.137,683.970,77.885,58.768,58.781,51.289,49.108,46.463,45.180,42.706,33.799,32.624,37.975,31.729,34.350,27.906,36.257,28.138,26.060,30.584,30.906,27.439,31.486,27.325,29.294,21.435,28.012,25.377,26.863,28.607,23.558,25.004,25.296,24.647,23.772,25.064,22.584,22.843,23.849,24.647,25.219,28.261,23.930,24.918,23.821,21.805,17.791,22.852,21.656,21.452,24.841,23.104,24.509,21.662,26.590,22.279,23.222,23.008,26.475,22.866,25.163,22.983,
372,4732.542,3923.292,3437.897,3038.788,3444.682,2839.691,2122.766,2207.717,2019.977,2197.243,1393.801,1333.081,1282.999,1077.492,921.534,675.533,675.529,566.350,622.033,502.003,431.862,495.566,454.820,428.378,407.627,366.728,381.433,382.410,360.831,375.651,349.274,361.681,347.987,392.798,357.493,406.028,387.993,417.867,433.059,412.790,419.809,412.302,432.052,413.560,459.984,390.421,403.219,367.775,352.281,324.334,277.303,298.063,268.813,279.033,272.474,290.722,277.155,263.851,268.137,291.189,385.762,626.849,1127.643,1696.823,2073.236,2051.060,1592.217,1055.127,533.811,292.247,186.521,167.532,159.495,149.979,154.023,135.329,138.335,127.286,142.332,233.213,2235.705,11525.811,32286.296,73841.178,118615.770,147518.093,146698.364,110307.461,60113.675,20503.891,5260.145,504.386,68.157,53.811,52.235,44.677,49.450,48.909,42.498,46.487,26.634,36.091,35.920,31.455,28.027,27.336,32.065,27.036,25.298,22.482,21.132,26.112,24.107,23.682,25.228,27.511,22.171,24.803,28.017,25.796,21.454,24.020,25.844,22.640,25.516,20.730,27.224,26.189,22.330,24.183,24.408,23.594,23.198,22.859,21.910,19.391,25.282,22.837,25.030,24.483,20.976,22.891,21.764,19.181,23.000,18.530,26.040,23.725,21.765,23.408,26.825,
374,5611.107,3878.234,3521.162,2943.082,2870.350,1991.123,2047.937,2275.400,2166.821,1988.379,1493.454,1170.499,1023.606,939.628,898.859,864.282,650.918,638.335,588.375,582.510,466.562,437.180,453.128,455.633,414.781,336.499,396.723,414.650,369.863,360.949,409.336,379.031,359.252,397.291,366.636,395.956,382.539,402.087,410.733,404.348,427.284,425.970,401.445,412.353,417.281,399.511,382.189,353.429,367.089,341.147,296.325,337.285,319.582,289.151,295.330,285.515,271.457,260.451,288.974,271.558,303.489,402.923,690.690,1135.645,1639.600,2027.655,1914.246,1505.760,871.988,448.528,252.860,177.886,156.049,153.923,148.488,147.568,131.348,131.261,129.077,130.079,246.619,2002.312,9522.657,32079.356,70677.503,114433.069,149231.900,147738.023,110619.407,59514.881,24500.616,4689.463,564.980,72.049,50.583,50.291,51.694,45.067,47.335,38.410,33.394,39.000,38.428,38.701,29.244,34.035,30.747,27.294,27.633,25.099,25.599,25.198,26.801,26.083,23.197,23.426,24.543,28.105,21.910,22.259,24.730,24.613,23.834,21.096,20.254,22.531,22.139,23.907,22.139,21.670,25.833,18.736,20.739,19.825,22.079,21.355,20.969,25.863,21.567,21.182,20.035,24.049,19.328,19.569,21.863,21.546,21.262,23.557,22.301,25.816,24.118,
376,4788.338,5046.572,4139.376,3344.981,3017.645,2881.981,2216.061,2531.428,1714.723,1499.074,1429.797,1416.772,1095.222,939.859,790.242,795.483,674.930,587.274,599.774,569.821,505.991,474.611,482.279,442.672,455.204,391.583,430.829,364.986,371.744,362.653,413.913,378.499,361.772,377.599,370.587,384.686,358.318,405.660,417.179,399.247,428.017,398.413,408.565,421.641,411.021,392.262,405.065,362.682,335.868,291.369,299.421,303.171,276.912,274.510,281.784,300.243,276.236,282.286,268.907,257.439,268.443,304.284,448.055,740.399,1203.715,1689.510,2002.340,1760.037,1242.981,723.572,385.285,223.482,161.417,164.845,146.912,126.391,139.348,123.458,128.153,118.723,129.790,242.488,1697.942,10156.765,31741.652,69158.117,116905.270,150781.844,146343.575,111305.713,64505.031,20079.077,4632.401,669.039,81.215,52.684,53.289,45.447,42.369,43.252,40.367,30.122,32.563,37.077,32.469,33.582,27.260,32.703,31.495,23.677,27.208,26.838,24.153,25.361,26.034,24.097,19.656,23.948,22.467,21.508,22.544,21.454,19.938,22.506,19.750,23.681,23.402,22.894,25.645,22.447,26.134,24.890,23.030,21.484,20.111,23.764,18.338,18.930,21.693,22.044,20.567,25.114,23.680,24.864,19.434,22.644,23.063,23.512,24.021,26.146,25.431,
378,4447.996,4604.434,4173.912,3262.169,2781.144,2684.769,2384.754,2482.961,1558.808,1684.211,1401.379,1173.732,1113.595,1047.510,852.513,815.891,705.552,662.659,613.509,485.483,509.556,456.524,462.086,382.994,388.287,422.983,398.151,372.901,331.211,372.423,352.147,342.460,357.898,379.953,351.987,421.478,354.619,389.619,423.430,393.735,413.554,395.965,429.888,427.833,399.805,384.152,375.546,360.193,328.268,313.537,324.299,290.661,277.617,285.905,290.891,278.399,277.912,276.159,251.107,244.729,263.582,267.863,319.405,472.143,803.334,1336.725,1749.482,1831.020,1569.820,1069.598,606.784,323.535,192.785,167.733,154.655,140.633,135.885,133.359,131.378,122.103,120.293,130.560,238.550,2123.885,10920.030,32634.108,72497.854,120276.146,150820.861,150138.203,111971.822,51575.517,17870.085,4761.507,615.032,59.775,51.091,43.384,42.851,40.380,40.984,29.593,32.229,35.562,27.785,37.599,30.069,28.378,30.316,30.493,26.242,30.838,23.846,26.351,22.011,22.845,25.290,28.643,22.274,26.172,24.131,21.980,20.037,24.196,23.037,24.715,22.542,25.402,25.127,25.751,20.431,22.100,21.250,18.872,21.870,22.342,22.315,20.223,22.261,22.479,20.770,20.776,25.184,23.323,21.823,21.401,22.662,25.824,23.243,25.905,22.092,
380,4846.253,3499.906,3914.022,3191.063,2886.981,2793.705,2286.240,2129.247,2155.847,1323.725,1520.807,1117.103,1125.118,959.926,868.150,828.463,772.030,591.721,549.373,486.483,483.279,477.474,437.965,421.849,374.999,413.965,379.906,383.845,356.076,341.387,364.585,362.840,333.036,352.299,386.464,371.327,360.907,368.466,385.988,386.665,379.439,391.095,408.871,391.995,372.472,376.890,347.324,366.321,311.741,311.189,293.523,308.447,290.588,285.546,278.180,297.643,288.233,276.770,259.544,262.419,276.156,261.543,265.392,338.409,516.880,871.414,1388.148,1684.278,1780.221,1438.264,952.964,516.844,272.588,183.718,154.554,140.994,124.141,137.155,126.323,133.412,109.143,115.093,123.446,239.409,1790.487,9735.773,31353.983,69612.583,116601.599,155198.753,151573.111,104762.318,53800.800,20774.039,5264.712,568.087,65.088,58.576,49.963,42.199,45.084,36.883,34.618,34.401,33.758,32.270,31.487,33.470,27.351,26.901,30.272,27.962,26.252,23.221,22.354,25.475,26.173,25.890,23.755,26.005,20.050,23.390,26.241,20.873,23.016,23.632,21.735,25.921,20.200,22.757,23.028,24.744,19.306,21.955,19.791,20.758,20.907,19.694,21.200,23.993,21.148,22.109,23.499,22.957,24.398,23.796,16.359,22.338,22.056,21.369,27.098,
382,4587.508,3478.398,4004.792,3178.845,3308.556,1962.693,2130.640,2093.826,2019.016,1643.667,1338.389,1374.448,1161.495,1040.192,810.852,754.632,657.222,664.736,497.346,496.233,489.413,448.443,438.956,413.442,461.567,391.671,343.788,353.715,401.823,372.312,342.036,360.753,367.594,385.865,339.026,374.438,355.534,382.720,399.014,398.753,389.098,406.165,396.945,390.557,387.976,350.089,387.481,339.357,317.726,329.772,310.820,304.312,293.991,291.021,290.055,280.973,272.196,270.882,275.329,256.822,254.449,241.350,256.292,262.020,355.618,557.067,946.402,1374.659,1762.248,1669.806,1295.946,841.337,440.340,245.453,165.121,149.653,133.529,133.846,138.258,121.531,111.078,111.936,116.267,115.952,243.662,1743.240,9643.793,30905.135,69926.738,121067.468,152356.589,146866.972,103588.489,57577.018,21381.587,4936.479,652.364,71.932,52.586,47.925,43.590,36.686,38.167,37.760,40.592,32.407,30.199,26.100,30.716,25.735,32.678,27.743,24.860,26.504,27.109,28.350,24.208,22.511,25.596,24.325,22.952,26.248,25.535,23.826,20.861,25.717,23.849,21.681,20.667,21.257,24.291,22.325,22.957,21.357,19.047,17.538,22.139,23.100,22.353,22.173,21.282,21.620,20.889,23.328,22.413,23.075,22.583,19.774,23.722,23.696,22.905,
384,3950.268,5027.219,3306.639,3841.715,2212.187,2609.411,2205.605,2382.301,1838.320,1870.764,1501.732,1366.341,1012.465,1063.081,858.081,659.993,666.305,593.054,510.420,531.372,523.470,491.076,444.034,473.408,430.548,409.735,325.775,361.077,336.676,372.427,358.053,365.528,348.046,325.769,362.368,394.871,365.605,367.565,383.154,390.983,383.257,388.217,412.736,374.615,397.550,376.889,365.295,358.897,345.944,329.008,303.243,309.089,314.351,291.317,295.277,298.257,293.807,308.436,278.750,272.394,266.090,231.180,253.124,257.623,293.686,376.773,645.479,999.343,1493.867,1715.264,1543.859,1142.029,674.117,365.633,200.082,147.046,137.440,132.495,128.580,125.376,118.063,114.303,107.879,116.414,121.079,239.172,1851.020,9927.731,31604.993,73624.063,118771.884,156762.269,146140.494,104081.058,54042.235,18576.858,4959.098,560.344,61.514,50.979,41.036,40.787,33.328,35.370,43.661,31.888,30.145,25.604,27.236,27.112,30.906,28.462,26.076,20.867,28.031,23.996,24.555,22.575,27.432,24.630,23.871,22.902,21.088,26.661,23.656,21.931,24.197,21.988,21.637,23.169,24.393,18.070,20.485,21.646,20.962,18.758,23.042,21.425,18.255,22.812,20.065,24.276,19.626,21.350,20.904,23.490,22.708,22.964,24.966,22.945,27.765,
386,4432.236,4949.979,3876.267,3255.434,2775.331,2791.323,2330.274,2276.511,2027.279,1720.458,1528.978,1325.508,1019.723,901.701,768.564,669.597,613.250,605.684,566.252,486.846,517.066,474.484,466.392,399.444,400.689,372.872,349.134,364.140,413.777,385.187,334.463,361.715,359.126,329.308,351.313,347.591,381.941,358.526,387.473,397.657,384.856,386.366,379.449,422.661,393.447,394.744,352.131,355.239,333.754,308.679,330.565,340.135,302.058,300.928,311.040,299.735,292.410,296.731,293.295,262.560,266.801,246.485,256.430,246.156,241.712,268.666,409.550,652.889,1127.778,1546.434,1625.664,1452.883,1018.003,595.098,320.899,194.863,158.756,138.745,132.091,122.770,117.296,123.299,115.715,114.549,113.271,117.679,221.618,1870.468,10163.103,32780.634,69744.499,126326.539,157266.465,147423.022,102908.855,52478.627,20660.419,5324.355,500.805,73.696,47.142,47.865,33.427,41.327,36.732,31.546,31.032,29.580,29.995,29.791,28.837,30.177,31.506,27.281,23.841,24.123,23.327,22.377,23.915,23.518,23.740,23.215,25.208,20.914,20.492,22.152,23.342,23.419,23.863,23.230,22.908,21.209,18.883,21.085,19.658,20.714,18.524,20.986,22.146,22.650,21.288,24.304,26.478,22.019,22.278,22.327,20.670,24.126,26.400,23.665,26.219,
388,4712.011,4092.353,3581.159,3354.560,3056.724,2549.082,2776.790,2016.600,1327.620,1774.774,1466.245,1154.124,1041.023,1000.173,881.729,778.535,733.797,602.651,593.099,553.474,484.068,453.575,434.220,416.546,422.646,392.329,385.815,344.367,358.576,371.831,351.206,351.508,409.865,330.992,362.386,355.080,387.232,380.230,350.134,371.747,380.892,358.495,369.964,381.789,391.855,349.773,380.846,346.138,317.158,311.138,344.245,310.659,328.110,299.143,306.083,294.301,294.312,290.171,288.664,275.859,279.952,266.923,253.310,243.656,244.476,250.031,300.670,445.510,790.127,1204.574,1536.210,1628.739,1324.054,893.511,505.377,289.331,179.449,146.160,128.177,130.780,107.040,119.914,120.630,117.948,113.776,107.489,119.552,253.334,2039.148,10946.252,31399.501,77404.765,130568.605,156305.333,143984.163,98371.694,52889.435,20008.595,4322.052,631.058,64.551,48.560,37.777,43.207,34.882,35.653,31.698,28.730,31.176,34.046,28.793,30.053,27.072,27.110,23.915,24.163,21.726,23.453,19.277,23.883,25.132,23.809,22.907,23.651,24.794,25.655,22.054,22.834,25.252,25.202,21.656,24.359,21.752,21.482,20.382,23.079,21.258,23.320,22.994,22.760,20.619,21.593,23.226,21.600,23.133,25.258,22.257,24.399,25.408,23.405,26.037,
