348,6376.893,5577.794,4712.978,4203.842,3495.875,3789.293,3462.049,2641.316,2456.516,2187.526,1710.155,2011.457,1801.974,1339.779,1350.989,1227.028,1124.124,923.417,865.762,765.818,586.646,587.503,537.441,493.578,449.087,405.961,499.987,380.186,480.331,463.801,458.528,421.101,450.113,503.544,512.103,518.272,492.013,553.283,567.962,558.045,539.182,530.741,481.000,469.093,430.590,403.322,332.969,316.926,286.147,309.159,349.526,646.844,1250.336,2234.633,3188.866,3315.435,2765.656,1783.466,950.526,455.150,258.181,211.089,194.533,205.569,202.269,179.045,184.035,234.087,1020.266,4882.637,13890.169,30291.278,48371.703,56725.596,51559.626,36696.239,19392.068,6824.039,1886.304,259.440,53.492,44.191,43.603,42.771,42.451,40.158,36.761,42.335,40.289,44.537,42.222,47.647,39.109,40.272,40.208,43.089,40.594,45.032,46.994,34.849,30.289,35.923,30.702,35.632,33.995,31.647,34.699,34.448,35.118,31.725,32.626,26.634,24.084,33.272,28.670,28.139,25.091,33.772,26.868,29.420,28.673,35.678,27.703,31.653,30.177,32.596,31.984,37.013,34.731,34.723,28.260,32.213,31.541,27.060,26.819,27.818,27.331,29.915,31.618,28.685,29.530,29.434,27.394,29.496,28.310,22.984,26.684,29.858,30.688,23.174,30.413,
350,6405.523,5686.700,4512.126,4063.222,4011.415,2507.392,3321.948,2884.381,2811.147,2196.271,1956.633,1803.142,1832.010,1472.313,1241.821,1220.869,930.137,931.524,848.697,675.001,602.682,586.256,501.111,491.776,494.419,472.397,418.749,446.918,480.416,424.908,437.055,447.987,446.149,483.421,452.764,523.783,482.433,532.725,530.959,537.478,500.309,503.591,483.173,463.680,422.763,385.530,358.855,320.469,274.772,299.426,268.359,374.063,678.795,1350.896,2354.625,3120.088,3202.599,2463.672,1600.334,875.420,410.036,232.406,187.151,198.097,192.278,181.886,168.488,173.788,230.275,924.534,3903.169,13093.144,29462.123,45524.037,54616.076,50706.491,35569.528,18258.994,7482.108,1911.480,229.912,48.152,50.571,37.125,40.108,42.408,37.847,42.755,35.399,38.186,44.742,43.448,45.868,30.867,46.232,37.608,47.087,42.214,35.625,43.395,35.268,38.313,34.457,40.169,33.497,34.937,28.457,28.596,30.552,31.429,32.854,25.961,25.310,31.771,28.083,29.320,29.281,26.472,28.917,31.677,32.675,29.718,28.001,29.043,31.024,34.759,32.114,37.191,36.155,35.689,24.197,31.209,27.868,24.449,27.152,29.109,30.430,31.325,27.285,28.396,26.938,26.589,26.943,31.431,25.974,29.126,28.473,28.951,25.239,23.940,27.320,
352,5893.289,5496.262,4717.478,3926.031,3048.201,3510.779,3358.910,2926.487,2646.175,2125.928,1809.414,2032.505,1609.359,1574.823,1431.110,1182.843,1027.985,782.277,762.166,704.405,608.395,580.533,569.951,492.486,441.735,396.312,415.630,452.463,436.065,438.477,403.502,425.921,414.053,476.175,510.942,483.462,491.703,490.851,510.441,526.370,478.933,520.847,451.360,437.613,409.773,387.058,356.844,300.325,299.767,266.216,272.065,273.826,404.659,764.521,1537.678,2334.471,3078.905,2984.891,2362.848,1433.251,718.919,357.087,215.845,207.056,181.379,182.780,168.525,169.204,167.014,203.812,706.741,3770.112,12475.980,26757.559,43946.330,53345.672,48980.600,34869.005,20144.044,7857.283,1915.447,278.886,57.238,40.085,45.810,35.847,41.943,45.294,35.673,36.535,39.310,35.859,44.566,34.639,39.242,45.037,41.099,35.515,35.561,40.474,33.687,29.117,31.090,35.834,31.596,27.523,29.105,29.445,33.827,31.123,27.388,30.651,31.314,32.671,30.943,27.838,29.339,23.877,31.016,26.860,32.582,28.827,29.841,30.485,28.721,29.483,31.563,28.245,30.786,30.242,30.960,32.065,33.815,26.576,26.449,27.597,29.047,27.711,28.776,27.548,30.425,25.838,25.886,27.433,28.584,29.237,27.069,28.869,27.572,25.729,25.699,
354,5148.094,5006.815,4400.444,3624.599,3227.714,3641.317,3190.898,2607.508,2324.816,2032.486,2119.395,1627.654,1592.941,1366.468,1281.807,1144.274,898.821,885.907,817.650,650.128,629.557,576.857,517.754,524.091,488.002,475.072,416.773,439.508,443.677,437.337,436.893,429.856,479.147,471.503,467.316,486.811,461.653,504.603,497.303,501.754,505.717,485.251,482.376,406.305,401.517,390.097,355.713,344.854,284.813,264.747,247.372,248.729,299.318,457.733,938.516,1611.036,2505.499,3000.280,2789.259,2056.864,1172.893,601.051,297.068,204.596,177.930,169.348,173.792,187.601,170.645,150.562,197.943,814.720,4147.412,12603.564,27908.371,43772.806,51588.762,47376.276,34964.359,18896.219,7002.829,1664.646,255.651,54.700,46.403,38.103,41.231,41.808,40.973,38.707,40.947,47.761,39.904,44.032,33.521,45.597,45.578,35.897,39.723,39.633,38.670,35.421,35.913,30.128,33.720,31.825,28.971,27.706,28.923,31.951,32.650,29.839,31.410,31.752,27.053,26.538,27.095,26.665,26.481,27.809,28.663,28.397,27.207,31.784,29.744,30.006,25.572,34.363,32.103,26.773,29.918,26.168,27.486,24.587,24.206,22.702,25.085,27.628,25.772,31.715,29.608,23.964,28.984,29.528,30.794,25.966,25.734,26.765,25.653,26.086,24.546,
356,5937.376,4911.742,4206.669,4327.073,3804.030,3541.748,2392.172,2545.139,2348.272,2138.342,1937.125,1769.337,1419.309,1405.644,1273.747,1099.685,1001.655,912.760,790.704,696.158,663.996,598.711,497.419,454.263,438.365,417.387,400.181,425.384,410.024,426.035,393.095,380.721,413.847,443.562,448.432,487.352,453.695,524.130,510.504,478.571,479.526,456.136,457.500,437.327,403.449,404.473,315.592,312.483,301.908,251.307,252.010,219.004,242.800,314.709,495.035,940.723,1722.652,2518.942,2849.873,2541.652,1819.783,1034.937,499.310,278.913,180.875,170.113,161.112,158.991,155.219,163.996,161.275,207.845,830.901,3654.975,12631.286,26588.446,41943.031,51082.449,48731.719,34862.542,18368.849,6883.215,1958.347,259.153,52.787,43.362,37.809,35.736,36.717,38.389,40.938,36.439,38.797,43.974,43.888,44.054,37.427,36.733,36.135,34.194,32.214,33.474,28.341,32.003,33.608,33.552,27.767,30.778,25.498,31.965,29.980,28.437,27.738,30.963,31.551,26.911,25.392,31.865,27.233,31.111,31.241,31.336,31.215,32.539,31.279,25.541,28.546,28.071,30.895,27.693,29.199,24.507,26.633,29.333,24.354,25.082,25.717,25.053,28.084,28.789,29.035,28.826,25.357,26.429,26.472,25.965,25.605,22.715,26.628,29.469,23.756,
358,6447.635,5370.750,5140.458,3830.576,3811.187,3022.676,3216.927,2404.966,2229.410,1849.025,1951.852,1612.882,1644.122,1193.177,1175.233,1126.513,937.867,805.128,782.023,685.833,626.096,547.801,522.327,509.769,514.942,430.870,370.841,420.489,369.324,381.978,418.994,427.238,427.478,428.564,439.054,465.009,476.377,464.034,456.613,470.757,448.052,430.288,455.585,416.675,412.438,368.227,347.347,307.191,278.775,267.654,253.936,226.404,233.531,265.159,330.371,565.261,1079.509,1904.728,2564.877,2780.120,2360.533,1611.364,864.026,460.497,242.925,177.111,167.307,167.185,155.193,151.278,149.830,154.493,203.413,716.210,3907.438,11807.482,25560.117,41869.679,51265.809,47744.548,33998.825,17725.376,7945.866,1863.107,229.418,50.556,40.493,32.180,35.599,34.327,39.274,38.243,35.692,34.135,42.997,34.873,36.758,39.296,35.999,41.030,30.811,40.381,32.618,33.160,27.828,31.738,28.569,31.163,29.142,28.768,30.422,28.993,23.760,25.395,30.438,22.453,26.688,26.226,29.580,25.091,32.107,29.352,30.990,31.871,29.126,25.935,26.757,24.811,28.701,27.015,27.262,27.849,26.944,26.239,23.278,24.887,24.628,27.163,30.384,28.312,27.520,29.596,28.186,26.542,26.819,25.047,24.895,25.167,29.611,28.638,25.530,
360,5181.950,4711.225,4672.358,3682.348,3566.299,3405.606,2880.134,2698.741,2471.795,1958.781,1801.356,1589.584,1613.186,1312.531,1256.736,1088.918,984.549,827.051,863.274,673.431,661.440,555.368,502.323,453.549,440.744,406.500,361.283,415.113,384.254,360.727,375.330,420.408,409.643,438.535,443.651,446.862,427.438,472.697,466.596,462.686,443.867,458.780,412.540,373.080,404.303,368.898,345.695,308.289,278.075,278.250,245.186,224.092,223.984,242.656,272.424,332.257,618.172,1248.421,1921.385,2536.732,2606.128,2076.323,1352.804,742.108,380.698,203.716,163.931,157.812,153.834,157.208,150.736,151.645,133.533,178.076,771.660,3607.272,11480.117,25852.496,41371.539,49146.969,45841.223,32415.257,19485.519,7183.184,1603.587,242.008,48.721,39.697,38.875,42.842,34.562,42.660,35.677,39.721,40.773,37.187,40.253,38.280,36.442,36.939,29.320,30.219,30.757,27.477,32.739,29.808,27.998,31.623,27.838,23.880,27.502,25.027,25.443,30.702,23.982,24.093,23.423,26.838,25.613,31.731,27.119,30.780,29.111,27.557,26.270,29.436,27.325,32.920,26.726,28.959,25.687,27.995,26.896,23.539,22.514,27.694,26.084,22.782,28.433,26.653,25.565,25.574,26.575,29.132,28.003,23.791,23.771,24.842,27.139,27.115,30.132,
362,4619.872,5126.460,3542.368,3491.360,3243.344,2767.193,3328.363,2674.151,2509.718,1927.262,1620.823,1599.914,1491.013,1155.856,1199.008,1023.878,997.498,880.968,817.838,688.737,686.730,528.863,521.816,489.002,376.514,394.912,378.119,409.616,428.127,387.784,379.988,370.412,406.643,438.588,423.304,427.183,424.331,461.690,429.307,423.951,434.036,435.208,406.531,389.189,341.086,343.078,318.131,310.468,280.867,243.539,269.493,236.382,219.602,227.332,227.936,263.767,375.037,751.265,1270.873,1997.991,2554.734,2446.607,1895.451,1204.647,622.843,295.640,185.813,153.554,152.606,153.571,149.772,151.474,136.193,143.133,171.925,656.836,3442.985,11578.910,25219.161,38708.802,47987.037,45087.215,35647.249,18262.819,6952.468,2025.366,331.255,49.528,37.872,44.813,33.211,39.722,43.103,39.958,36.712,41.618,43.423,34.842,32.861,36.346,34.119,35.161,33.025,31.601,34.776,31.096,26.967,24.777,28.076,26.690,24.544,27.569,27.548,30.118,23.328,24.537,25.667,26.560,24.894,26.153,27.093,25.409,23.551,28.708,25.308,28.192,27.115,29.958,30.160,31.716,28.910,30.084,24.427,23.471,24.024,21.508,27.331,23.136,30.177,23.182,29.289,29.172,23.074,26.807,25.325,25.749,28.374,25.652,23.173,24.394,27.379,
364,4913.859,5226.163,4172.933,3583.081,2899.768,3134.736,2819.953,2905.040,2249.113,1923.421,1654.190,1603.975,1369.442,1398.978,988.673,985.103,957.539,805.254,752.279,658.575,592.647,572.132,556.790,528.240,425.680,418.391,421.224,394.250,378.274,344.398,393.873,422.773,417.352,394.275,387.861,432.186,396.960,426.796,427.144,437.000,401.581,398.044,412.729,387.107,379.959,357.249,358.291,311.234,268.583,266.600,243.330,259.960,217.865,223.535,239.388,225.247,269.096,429.628,774.453,1386.109,2122.953,2460.502,2300.997,1687.216,1023.278,484.118,251.231,172.901,157.130,145.422,150.134,138.529,146.700,133.292,133.279,167.903,691.971,3576.059,11384.377,23303.951,39236.429,48442.714,47988.027,33340.687,17908.911,7770.007,2452.518,240.583,40.522,38.078,34.990,37.415,33.193,39.859,39.012,45.396,38.055,38.209,40.009,35.066,27.549,29.783,34.027,21.833,30.202,29.408,27.196,26.302,25.819,26.298,27.052,27.692,24.266,26.240,25.571,24.642,26.905,23.253,26.841,27.956,27.703,25.114,25.246,26.568,27.480,23.222,26.740,31.133,28.507,29.765,23.251,27.284,26.010,22.968,24.270,25.264,27.245,22.012,28.712,25.531,26.668,26.694,27.834,25.973,24.667,24.853,25.056,22.296,27.227,26.732,21.046,
366,5571.196,5238.031,4122.649,4476.109,3177.627,3293.428,2770.035,2482.091,2326.654,2020.385,1693.943,1242.114,1457.197,1263.614,1323.724,935.605,849.034,788.514,613.638,647.030,525.660,580.354,515.169,452.105,438.936,426.445,416.866,384.465,392.150,355.819,394.912,393.077,389.598,432.339,384.940,436.639,398.219,433.937,448.339,423.139,389.228,406.059,409.448,372.582,372.146,354.232,343.339,307.500,280.574,273.269,241.591,251.029,219.847,212.686,243.821,211.656,239.613,309.135,480.412,875.140,1554.066,2109.418,2338.267,2117.078,1511.132,812.176,410.152,235.752,158.580,154.863,145.457,142.860,137.168,127.963,126.842,130.138,182.008,776.257,3720.896,10715.708,25139.396,40713.989,50033.503,45263.433,32381.997,18794.941,8269.627,1578.436,192.999,45.740,39.954,33.468,34.968,41.052,34.796,32.284,40.052,33.277,37.967,34.503,32.308,32.556,31.042,26.046,31.142,29.593,26.692,24.533,25.144,28.565,30.334,24.217,21.563,25.460,25.577,26.381,26.117,27.141,23.733,27.150,27.888,24.844,25.291,28.905,23.482,26.240,24.091,25.816,26.720,31.291,29.319,24.441,25.042,22.878,23.070,23.357,22.367,23.004,28.040,29.522,24.527,23.464,26.972,25.024,25.997,23.812,21.757,25.219,29.799,26.615,22.260,
368,6089.662,5389.905,4464.679,3207.220,3465.269,2808.242,2670.831,2719.196,2073.541,1817.976,1761.200,1197.346,1338.117,1308.282,1122.311,986.237,873.671,755.984,722.157,634.403,606.974,517.352,563.449,411.734,460.321,384.750,373.651,365.017,397.635,360.749,385.122,336.987,390.943,424.764,391.843,399.463,392.257,447.129,439.654,422.093,419.487,387.381,408.438,355.164,362.330,380.674,329.702,298.199,281.315,256.763,238.308,256.503,233.327,241.742,228.109,232.983,227.976,229.864,308.068,534.402,960.934,1559.799,2165.584,2286.081,1961.983,1277.003,706.300,372.552,197.635,153.263,126.236,145.995,140.906,127.632,123.553,124.716,120.066,163.012,672.245,3118.980,11206.522,24818.030,38942.168,47000.849,43697.681,33472.330,19931.295,6507.589,1568.351,193.409,49.493,41.240,40.127,43.150,42.714,42.486,34.615,37.665,40.437,29.402,35.309,29.813,32.031,26.372,29.439,31.462,25.437,29.822,24.040,26.271,28.977,21.931,27.644,27.743,28.452,23.276,22.923,27.302,26.822,24.210,23.548,25.426,27.900,29.472,28.135,24.708,25.010,26.946,24.759,28.661,30.357,22.957,23.561,24.484,20.473,23.574,24.888,24.094,24.210,26.686,25.677,22.368,26.151,23.778,25.565,24.128,23.150,21.890,27.101,28.755,23.840,
370,5319.609,5162.689,4127.799,3695.560,3779.550,3052.399,2826.049,2240.845,1992.371,1676.237,1605.940,1649.720,1258.774,1233.941,1145.431,865.530,803.479,753.577,663.758,702.538,523.387,568.521,469.165,407.766,482.942,436.889,366.483,361.791,398.493,313.896,371.397,352.178,355.290,387.910,400.697,389.670,411.912,411.934,416.100,398.794,382.230,379.795,374.512,371.090,329.257,330.704,329.401,311.051,281.291,272.118,259.015,245.654,239.486,244.425,241.837,222.827,222.940,233.270,257.305,351.655,606.324,1050.910,1656.578,2114.063,2170.308,1741.304,1103.712,596.363,281.031,174.460,149.129,145.767,127.764,137.454,125.893,121.233,122.927,119.874,153.700,669.241,3835.670,11458.000,23277.840,37443.416,44108.579,42809.786,32602.803,15537.314,5621.886,1385.306,210.515,49.399,35.334,42.183,40.727,31.522,37.468,46.168,32.436,35.191,39.373,35.315,29.658,28.082,29.226,30.129,31.539,27.069,26.913,27.542,24.396,24.815,24.051,23.660,26.487,24.069,24.006,24.691,22.759,26.480,26.530,27.935,27.392,24.483,28.059,27.116,21.563,24.094,24.388,28.326,27.538,25.020,23.262,26.309,20.233,22.567,20.983,26.890,25.099,23.616,23.382,27.295,26.999,23.341,23.449,22.550,23.395,25.264,22.902,22.579,27.560,
372,4791.910,4993.361,3795.915,3211.324,3648.256,2824.448,2562.935,2508.378,1919.709,1657.580,1534.393,1427.961,1326.256,1229.202,1206.146,934.916,945.829,835.024,736.938,609.439,544.900,602.560,430.130,435.615,431.843,403.798,408.880,377.491,376.767,383.733,336.740,343.886,361.955,371.238,360.785,384.259,405.126,388.042,397.534,417.544,387.787,365.385,369.071,362.697,336.810,337.504,331.336,296.156,305.110,277.279,257.458,232.635,236.897,242.720,246.888,234.260,228.510,229.529,259.210,287.030,384.275,641.064,1145.104,1727.581,2044.137,2011.019,1517.661,969.243,476.531,233.213,161.051,139.925,141.199,136.330,135.043,123.613,115.286,120.570,109.556,151.303,780.442,3472.764,10101.935,23059.026,35100.067,42963.003,41334.171,27362.681,14163.857,5307.726,1375.184,172.449,46.463,34.591,35.328,40.574,35.457,31.968,32.912,42.542,37.508,32.469,26.416,29.638,29.316,33.508,27.765,22.840,28.789,28.580,26.689,26.501,25.923,25.871,22.649,24.099,23.547,24.073,21.434,26.206,25.931,21.912,26.415,22.452,26.150,26.062,26.710,26.156,26.443,25.187,25.733,22.152,22.824,23.860,20.440,24.592,22.415,26.381,25.275,28.389,24.148,24.645,24.598,23.058,21.285,22.710,22.603,25.658,23.315,26.560,26.635,
374,3981.590,4455.116,3562.320,3786.174,3839.148,2992.024,2836.845,2598.885,2004.408,1913.158,1440.522,1552.793,1288.929,1195.621,1061.414,922.131,954.367,765.553,712.963,556.114,603.752,538.949,498.047,462.864,429.490,392.414,357.703,386.446,338.391,380.211,342.667,366.269,361.698,390.922,424.009,390.718,373.872,362.246,392.129,377.503,362.135,361.116,354.938,342.694,327.830,339.119,321.784,282.132,282.239,271.269,252.494,234.662,240.325,234.962,252.189,235.532,224.697,224.083,250.573,237.833,294.028,385.702,716.602,1185.982,1724.688,2028.073,1879.339,1389.368,796.692,406.903,218.542,142.578,137.893,127.460,129.483,124.403,112.232,99.352,106.018,103.915,141.559,606.262,2797.368,9703.998,20296.485,33638.350,42296.978,38216.351,27938.015,15081.857,6237.213,1474.721,175.912,43.843,34.423,35.674,40.059,33.004,34.605,33.592,27.271,30.321,34.486,27.822,28.867,31.939,29.975,27.122,24.978,25.580,24.544,25.165,26.976,23.793,28.764,23.294,23.094,23.952,25.591,27.159,22.391,25.360,25.734,23.844,23.796,25.668,26.969,26.764,27.038,26.394,20.745,26.975,25.847,19.243,21.721,25.058,23.765,26.684,26.110,26.340,25.470,23.969,21.428,26.290,23.812,27.179,21.669,23.848,22.548,23.543,22.749,
376,4402.584,4226.473,3102.985,3958.372,2676.353,2941.167,2623.655,2274.667,1956.495,1719.500,1715.471,1447.929,1234.357,1075.294,900.329,867.578,757.066,718.225,692.270,601.281,539.333,537.992,494.521,464.525,397.938,405.797,367.641,366.234,316.706,339.338,330.075,319.193,328.557,341.111,383.987,376.987,346.479,350.546,368.721,369.226,367.372,349.806,364.928,352.090,324.374,321.271,289.783,284.279,274.805,267.336,244.964,260.515,244.984,232.586,227.928,226.799,238.407,232.297,229.452,221.774,245.953,283.109,419.529,777.358,1250.906,1764.104,1964.589,1742.610,1182.506,651.402,338.509,198.338,141.283,127.964,117.076,119.716,114.202,106.520,98.044,98.573,99.237,138.685,567.239,3160.265,9011.764,20746.925,34312.580,40731.370,38838.767,27942.002,15894.236,5995.919,1270.076,201.512,41.097,42.706,40.010,36.752,33.682,33.956,32.030,27.807,35.550,30.429,26.632,29.778,26.784,27.476,22.744,26.039,28.996,25.674,29.440,20.769,24.760,28.174,23.404,20.807,28.649,24.062,23.153,22.925,23.580,25.958,23.005,27.628,22.961,25.529,25.010,27.731,23.728,26.116,25.273,23.680,23.030,23.628,25.630,25.624,25.443,21.880,27.242,22.940,23.396,24.970,22.371,22.950,26.738,23.972,20.692,21.956,19.924,
378,4555.478,4791.399,4034.993,3870.242,2776.218,3225.623,2666.027,1727.767,2135.312,1846.953,1724.488,1369.987,1223.608,1192.247,1018.295,1025.281,803.570,749.493,692.777,574.760,501.163,490.834,459.759,407.646,390.775,358.398,343.201,358.602,309.944,307.434,328.933,312.392,345.892,361.663,354.793,356.225,375.282,364.650,362.102,365.889,322.143,327.215,339.688,317.219,332.334,318.467,319.575,285.742,264.696,248.372,256.999,253.071,239.110,231.388,215.824,240.252,216.888,230.311,231.554,239.442,231.374,245.079,309.845,464.221,852.616,1357.374,1809.226,1840.728,1474.552,973.213,530.450,270.167,162.415,129.312,122.962,116.232,113.612,104.466,110.216,96.875,102.260,100.864,131.818,708.935,3182.309,10322.275,22569.890,34294.013,42088.922,38836.962,28061.647,14471.510,4836.088,1270.387,161.899,44.462,39.376,35.492,36.252,32.557,33.395,33.331,35.858,31.384,29.637,23.219,30.471,28.562,24.669,25.194,25.598,23.017,23.972,26.654,26.870,23.232,26.148,25.105,25.248,24.391,24.032,23.575,21.315,25.494,27.059,24.859,22.934,23.099,25.244,24.517,21.657,25.817,21.120,18.885,21.296,23.265,25.628,23.468,24.043,22.606,22.488,22.739,22.018,24.978,24.782,23.257,24.362,22.135,26.231,25.842,24.794,
380,4135.745,4458.248,3288.711,2978.506,3431.571,2794.397,2771.652,2237.218,1930.054,1526.221,1572.360,1304.410,1279.792,1141.045,1064.929,947.157,821.436,797.021,690.655,626.939,518.121,451.278,437.213,475.214,425.704,368.134,364.367,321.750,365.457,297.907,318.808,349.100,317.658,345.920,368.920,392.926,346.600,359.595,382.480,341.884,363.229,333.862,347.155,305.572,312.748,314.650,301.609,286.167,265.838,249.070,257.313,251.523,223.678,247.536,251.294,228.929,231.991,240.548,242.974,223.499,232.417,225.499,244.368,326.278,495.591,885.375,1437.693,1734.415,1722.783,1353.792,866.367,461.203,222.706,147.442,132.030,108.428,112.841,106.485,91.962,93.147,93.912,86.438,84.267,127.974,597.822,3202.725,10095.198,21127.491,34583.717,42651.469,39384.118,27742.148,13485.237,5727.851,1442.910,170.204,41.109,34.978,35.067,33.055,34.170,34.796,28.538,33.281,29.260,25.656,23.802,32.537,26.142,22.460,27.710,23.066,24.555,25.077,23.779,24.126,23.474,23.432,19.400,22.713,18.756,25.306,24.413,25.295,23.567,23.689,25.044,23.552,23.230,25.275,24.108,24.690,24.811,19.172,21.104,22.222,23.466,25.286,22.070,25.360,25.439,22.041,21.926,24.715,19.170,22.899,23.132,21.109,24.470,27.386,20.522,
382,4201.237,3962.766,3935.796,3120.421,3716.224,2887.726,2347.692,2166.250,1875.020,1361.011,1466.191,1319.055,1177.228,1026.600,993.925,804.512,776.806,693.596,631.107,532.635,530.146,541.586,421.995,458.608,377.137,396.935,375.232,314.909,364.347,279.052,316.297,329.498,343.379,302.625,295.169,355.492,343.925,362.074,355.565,358.644,351.806,330.990,348.828,304.054,312.219,300.544,317.859,318.183,296.394,251.890,253.518,241.765,243.223,229.230,239.890,240.499,236.317,237.165,264.742,222.010,234.578,243.187,233.960,263.066,334.611,571.327,998.518,1404.034,1700.786,1615.059,1220.341,737.536,374.099,208.389,137.741,119.713,110.865,99.289,103.610,100.454,93.722,83.994,82.176,94.410,128.738,622.580,3188.092,9574.919,21318.010,34925.468,41533.268,38932.767,26044.803,14979.892,6334.556,1560.874,179.182,44.112,37.999,37.455,30.995,34.178,34.623,28.268,25.442,28.828,25.551,23.041,27.077,24.746,25.322,25.397,24.051,29.604,25.270,24.464,19.618,23.256,19.165,19.100,24.510,21.446,21.555,23.543,25.039,23.951,20.150,22.425,24.202,23.685,25.212,20.364,24.263,23.654,20.313,19.100,22.791,26.530,23.560,25.550,22.484,24.534,25.483,24.518,21.004,23.093,24.632,22.612,26.653,21.064,25.035,
384,5195.225,3813.083,3118.977,3355.429,2909.499,3342.216,2350.680,2120.205,1713.604,1681.964,1463.489,1275.342,1205.006,960.026,1060.686,849.048,777.640,662.601,611.469,563.178,558.613,480.053,454.683,389.250,382.329,366.369,386.714,341.083,340.139,320.699,345.846,329.064,325.593,318.411,350.424,356.982,365.735,329.484,350.202,361.840,337.251,366.129,368.385,325.312,310.433,320.114,316.101,298.752,289.164,269.982,288.703,259.417,257.183,240.925,241.522,245.280,244.082,249.649,248.703,249.610,248.246,239.610,237.103,222.517,257.312,384.194,658.868,1050.671,1484.284,1699.131,1492.848,1041.748,607.119,329.724,176.903,132.310,115.773,105.488,105.093,89.549,93.606,93.189,87.729,87.450,90.944,123.920,625.743,3015.932,9852.619,22735.220,35192.375,42857.098,37268.438,27902.565,16607.953,6076.618,1226.269,177.208,40.251,37.080,32.549,31.559,36.687,29.003,24.639,32.339,25.245,22.220,26.801,23.986,24.691,26.330,27.267,27.146,19.600,25.428,24.477,24.540,17.489,21.071,26.218,25.428,19.791,22.486,22.138,23.215,22.682,27.137,24.991,24.272,25.397,22.426,20.362,23.292,19.818,23.571,21.950,26.260,25.069,21.356,20.937,24.066,23.279,23.246,24.829,25.293,21.642,24.053,20.186,24.046,22.219,
386,6031.719,3832.296,3809.222,3463.245,3088.782,2778.205,2578.361,2162.114,2016.905,1790.838,1609.129,1487.000,1241.819,986.508,902.443,812.295,716.405,720.264,615.719,547.883,576.312,519.207,407.636,447.498,374.526,367.174,350.634,324.328,377.427,325.749,346.839,301.400,326.046,312.347,383.433,375.201,340.200,328.097,363.989,350.883,342.458,321.835,329.322,344.859,319.044,321.476,312.782,303.008,279.031,268.995,274.150,267.394,262.184,254.274,253.833,252.389,247.684,261.525,249.084,226.241,257.453,223.933,217.054,222.837,242.391,266.263,420.240,689.001,1164.849,1552.717,1631.323,1392.808,924.812,530.803,263.963,157.374,121.885,108.067,107.705,97.140,95.825,92.933,91.363,87.869,95.438,96.810,138.810,596.856,3021.019,10786.236,23075.167,36770.450,42202.695,40801.799,32682.522,16611.211,5568.379,1443.776,173.401,39.469,33.881,34.152,36.861,30.220,29.012,29.354,24.952,24.732,24.310,29.576,28.042,25.473,25.942,26.462,24.120,27.025,26.355,24.676,21.248,24.965,23.196,25.157,21.303,25.338,23.143,22.131,24.493,21.913,24.097,24.866,24.519,22.863,21.545,21.055,21.463,23.110,22.590,24.576,30.806,24.227,21.446,24.661,25.438,26.911,25.235,24.357,27.096,26.090,24.293,25.082,23.120,
388,5735.212,4828.545,4373.056,3754.722,3448.122,2905.759,2736.839,2512.570,2090.824,1854.122,1707.779,1359.691,1138.928,1007.559,834.211,818.369,822.199,739.056,644.081,529.023,544.667,553.996,490.366,423.408,366.278,405.764,337.940,357.914,348.675,318.899,320.066,313.458,299.208,348.003,350.382,319.254,334.586,341.139,327.937,360.811,330.719,321.163,339.674,325.915,300.291,301.063,328.268,301.496,304.916,262.220,265.550,271.281,257.859,249.214,273.185,270.375,257.191,265.913,253.785,239.987,260.179,266.950,228.770,214.411,229.627,244.108,289.583,468.296,803.576,1215.012,1561.927,1535.049,1250.963,793.639,438.682,247.237,148.080,106.206,113.477,104.972,98.737,105.486,100.700,80.947,92.878,91.337,90.063,127.825,676.434,3971.219,11614.160,24692.421,37439.362,45699.115,46770.201,31634.844,14944.219,5968.203,1337.300,169.515,36.044,38.945,30.295,27.267,27.907,30.196,27.875,23.468,30.028,26.666,31.390,24.415,25.226,24.105,27.640,25.306,23.620,26.568,26.224,26.344,23.038,25.431,26.612,24.543,23.561,26.694,25.825,22.378,26.119,25.642,21.716,24.616,22.956,23.699,24.822,21.054,24.208,24.803,23.951,25.581,24.867,25.009,24.462,25.175,24.278,21.778,24.563,24.100,25.957,26.904,22.282,
