350,3659.861,3463.275,2893.804,3834.046,2608.142,2011.626,1870.048,1587.632,1860.001,1526.553,1201.088,1304.176,898.904,976.667,705.613,803.057,651.608,541.898,456.892,481.692,363.893,433.432,383.191,380.992,360.751,337.290,354.041,331.980,340.452,313.707,340.811,345.193,315.690,311.507,312.293,335.033,313.871,359.630,339.942,409.835,400.694,353.100,341.211,344.887,304.336,295.794,303.085,243.556,262.218,234.189,235.600,364.813,682.200,1321.840,2312.399,3020.444,3110.024,2404.464,1563.448,781.780,338.951,189.285,145.744,147.756,149.812,151.053,166.986,148.780,196.763,799.063,2929.137,9347.758,20265.243,31202.646,39842.400,33231.391,23806.135,11914.011,4899.405,1140.914,144.487,39.313,26.150,31.609,29.808,27.779,31.670,31.818,32.620,25.269,29.933,34.188,30.549,34.664,33.502,18.820,30.007,34.795,24.711,30.219,25.639,22.220,23.342,25.791,25.413,26.278,26.726,23.995,26.144,21.750,15.808,20.591,23.072,23.955,23.875,22.230,18.664,20.121,20.388,19.137,21.633,21.422,20.593,20.454,19.081,23.893,20.099,19.463,26.320,21.660,19.982,20.479,19.240,19.138,20.399,17.211,15.687,19.186,18.164,17.707,23.814,19.435,20.521,18.687,16.971,22.544,21.377,21.987,22.673,17.453,24.215,
352,3251.133,2875.695,2611.254,2300.556,2207.938,1948.716,1663.273,1641.179,2017.617,1315.146,1299.566,1173.156,972.098,856.305,793.891,676.742,675.387,568.053,479.128,441.256,416.763,459.762,325.849,373.578,322.777,303.174,354.929,324.765,325.201,350.892,331.503,334.742,312.179,329.553,329.093,327.792,327.693,321.818,323.498,382.760,379.974,355.014,347.057,327.756,315.903,299.740,270.670,256.674,253.951,209.858,205.913,218.696,384.034,755.178,1464.727,2352.584,2951.438,2881.187,2274.085,1335.771,623.402,293.321,170.262,143.267,135.480,143.018,153.403,133.205,140.314,189.467,565.558,2739.839,8850.531,18172.107,31360.295,36026.089,33730.068,22708.815,12838.333,4753.225,1134.333,181.539,39.085,34.572,31.308,31.875,32.681,28.481,30.036,29.411,35.545,32.309,37.476,36.571,28.791,31.817,26.543,30.822,29.114,25.756,29.909,35.583,26.173,21.535,29.486,17.766,23.066,21.566,22.146,27.611,22.414,19.101,20.928,20.267,21.156,22.689,20.362,22.003,23.489,20.926,25.869,21.997,21.574,21.296,20.922,20.385,22.970,18.037,23.133,23.127,19.324,18.733,18.095,22.495,18.634,17.619,21.743,18.853,20.525,18.480,19.480,21.270,18.991,18.675,14.816,17.661,19.376,19.785,19.574,19.894,20.852,
354,4003.440,4044.550,2915.461,2767.050,1724.124,1976.050,2025.329,1743.205,1505.325,1342.026,1118.778,1105.150,943.830,886.535,781.057,649.470,588.818,485.840,487.240,448.246,373.795,385.935,402.472,408.612,332.792,344.673,386.451,332.685,260.995,315.839,310.193,306.893,322.183,348.559,298.449,326.593,286.542,357.354,371.627,356.504,373.090,347.089,359.154,347.151,337.240,292.334,244.684,230.088,234.426,220.821,191.044,205.284,258.496,410.209,897.370,1591.357,2475.659,2921.391,2688.960,1950.417,1110.289,540.108,228.782,170.187,150.152,131.188,155.433,150.392,123.353,146.593,180.933,598.783,2966.441,8142.723,19957.876,30098.158,34871.992,30696.800,21959.783,11344.291,3987.472,1037.010,164.516,43.054,31.666,26.781,29.695,34.622,30.004,24.960,31.676,31.713,36.959,32.782,26.199,33.982,24.933,27.717,29.044,31.397,25.317,26.291,25.195,27.353,19.089,24.597,27.501,26.181,19.785,24.044,29.886,26.131,24.378,23.628,20.326,24.132,20.848,19.509,19.490,19.074,19.949,22.079,19.922,19.400,21.325,19.514,19.236,20.704,20.585,25.058,16.531,20.760,17.320,16.770,18.317,18.019,14.812,21.027,16.594,22.240,17.945,21.417,17.873,22.460,19.182,17.673,17.574,17.566,20.279,23.391,22.329,
356,4492.687,4521.224,2280.698,2494.914,2124.903,2585.310,1771.783,2169.572,1665.776,1435.512,1097.614,1052.274,1115.942,833.739,778.002,678.415,599.138,557.139,474.522,456.405,406.665,378.585,355.347,368.929,371.283,341.396,322.483,355.949,271.253,298.236,326.380,295.354,336.974,299.761,331.947,343.555,315.106,327.194,324.550,322.613,390.963,338.522,344.299,351.422,342.355,273.815,272.500,254.244,238.686,212.708,196.951,196.105,222.301,252.133,445.404,878.525,1649.283,2521.361,2857.904,2467.389,1699.292,953.095,437.380,231.197,156.847,143.749,139.562,131.641,133.430,134.673,139.024,163.721,583.229,2324.509,8668.574,18441.399,27239.637,32463.115,29564.741,20799.221,10781.762,4317.338,1173.434,167.908,34.514,36.396,30.773,22.544,31.517,36.079,26.896,32.754,27.757,37.387,30.562,31.474,30.187,26.249,26.652,20.626,24.978,27.948,24.317,28.477,21.707,23.246,24.696,26.337,23.860,24.648,20.980,24.084,25.869,23.780,18.575,25.059,25.786,23.955,22.562,21.887,23.238,19.418,21.062,20.636,23.977,19.001,19.418,22.276,19.905,20.868,18.243,17.790,19.903,20.460,16.904,19.469,18.727,17.594,22.862,21.328,16.412,18.770,21.335,21.133,21.548,17.081,17.956,21.693,21.337,21.458,20.462,
358,4193.267,3445.862,2795.444,2974.978,2452.374,2352.856,2196.844,1462.951,1499.590,1241.686,1072.466,1202.978,934.437,896.889,670.823,595.929,526.312,480.246,538.718,452.691,395.438,363.899,372.706,351.289,333.988,291.797,356.493,292.296,293.703,299.720,299.270,290.931,303.563,303.346,320.886,319.006,320.419,331.420,337.223,317.832,378.903,329.325,325.046,318.893,294.256,282.338,277.412,252.061,233.942,214.084,195.031,203.833,232.832,201.203,278.353,522.499,1011.297,1890.328,2478.543,2647.177,2256.364,1530.708,772.056,380.249,189.723,134.092,135.900,126.045,128.088,124.880,131.250,136.779,167.821,507.328,2722.642,8137.046,16091.829,26276.254,30279.092,28107.551,20183.727,11196.216,4544.274,1127.767,149.036,37.234,30.466,29.776,22.269,28.467,30.098,31.635,29.075,33.953,29.071,30.708,28.734,26.436,25.684,25.701,22.789,29.251,23.835,23.648,20.847,27.227,20.247,22.803,18.966,20.126,21.075,21.332,23.398,24.501,20.651,19.304,19.720,20.432,17.353,20.719,18.791,18.742,17.944,20.218,22.248,21.477,21.696,21.138,21.671,15.064,20.809,19.141,19.778,15.599,18.739,17.742,16.851,19.194,17.244,21.209,19.903,19.891,19.082,19.209,19.746,18.408,18.237,17.063,22.156,18.425,20.547,
360,3633.421,3428.209,3180.541,2824.507,2315.055,1589.268,1896.484,1482.859,1734.198,1558.029,1273.101,1154.409,819.810,804.701,708.881,635.385,611.565,520.991,492.284,486.095,372.033,336.260,343.662,314.692,339.188,300.310,279.704,287.818,313.931,298.159,289.259,306.469,310.949,322.510,318.896,298.952,332.651,318.256,320.187,314.432,348.303,338.166,311.381,334.148,299.123,260.943,262.897,250.783,219.832,216.072,203.986,191.651,196.477,207.621,233.992,317.416,569.827,1194.813,1891.530,2490.217,2519.922,2041.202,1320.756,670.183,323.440,156.268,128.566,125.689,133.613,124.059,127.517,125.072,115.031,160.196,569.237,2461.586,7113.523,16475.513,23961.055,29026.495,28234.532,20218.297,11140.763,4040.952,986.849,137.912,37.668,38.446,34.003,26.297,31.050,32.540,42.257,28.725,31.815,30.246,28.641,23.708,23.708,23.525,25.437,24.789,26.043,26.544,23.148,25.709,22.224,16.304,20.561,17.848,17.463,20.138,22.961,14.904,23.623,21.760,18.837,18.510,19.484,19.874,20.557,19.562,22.876,20.528,17.980,19.445,21.267,21.810,19.263,19.580,20.609,20.312,17.980,17.006,16.093,19.798,21.211,21.638,18.501,20.997,19.544,18.151,23.692,19.398,19.836,19.577,17.742,23.110,23.545,21.820,19.305,
362,3993.998,3459.713,2781.515,2694.604,1918.792,1695.755,1503.110,1453.388,1427.154,1369.378,1254.811,1083.843,1013.737,739.933,818.175,632.431,641.272,473.855,552.673,493.689,413.282,383.809,372.183,328.670,322.656,338.886,330.147,326.237,337.866,324.273,298.908,278.240,267.450,303.714,307.079,313.913,288.629,330.194,291.913,319.370,345.760,309.202,307.049,296.900,330.548,300.542,284.676,244.018,239.219,210.681,209.994,196.992,212.342,196.547,193.937,223.555,321.002,721.330,1215.145,1983.440,2539.720,2398.605,1849.026,1142.008,566.625,257.803,147.934,117.580,127.369,115.911,131.570,118.018,122.405,124.716,141.611,486.010,2202.704,7720.962,14463.425,23356.250,29149.465,27455.487,19736.530,10054.947,3787.313,953.022,154.376,37.992,34.226,25.054,36.821,23.038,36.031,27.227,29.222,28.150,32.132,26.859,25.447,28.821,24.943,29.449,23.542,21.081,25.943,23.242,19.871,23.930,18.811,24.966,20.040,20.266,20.787,17.388,21.217,20.601,18.798,18.264,19.129,18.440,16.607,18.326,21.058,19.670,20.349,17.579,19.495,21.401,25.780,20.993,21.359,19.008,19.594,16.929,16.013,18.233,18.599,18.601,13.951,18.708,16.761,19.231,16.895,18.369,20.124,15.203,20.350,21.546,18.987,21.241,20.853,
364,4190.292,4114.344,2787.483,2635.892,2001.556,2055.255,1978.425,1638.778,1612.431,1092.326,1198.207,939.651,983.354,700.153,781.186,715.901,597.772,488.088,465.139,497.642,420.331,371.066,364.297,413.171,312.119,302.952,258.748,308.637,310.809,265.593,265.545,308.377,302.028,309.950,303.269,305.494,289.598,303.055,306.020,317.956,333.072,296.291,297.787,285.218,324.436,291.181,267.654,247.521,242.665,219.747,220.628,199.952,192.313,181.628,177.381,195.491,228.824,396.160,740.616,1340.183,2021.280,2379.000,2192.200,1614.664,984.224,444.248,205.787,142.753,129.484,112.674,121.312,112.294,111.540,104.430,109.802,138.050,465.897,2654.179,6730.632,14366.210,23998.443,28552.975,25839.819,18044.510,10030.477,3845.063,974.914,155.240,37.761,33.553,29.684,30.557,41.477,30.449,24.551,26.025,27.323,31.385,27.536,29.821,25.377,26.006,24.788,24.623,17.056,20.226,21.200,21.506,20.504,27.616,24.871,21.556,18.836,16.108,18.695,23.992,19.005,21.003,19.277,20.311,18.261,20.280,21.099,15.202,18.118,17.003,16.147,20.562,17.253,22.670,21.028,20.528,16.993,17.042,15.800,15.849,18.658,18.461,14.947,17.360,20.270,19.455,17.482,17.910,17.905,18.138,21.239,18.431,18.306,19.660,19.250,
366,3376.266,3695.984,2691.947,2848.749,1729.261,2025.968,2378.130,1741.187,1187.256,1272.601,1047.281,772.785,713.200,913.970,574.447,689.721,513.231,511.539,494.695,485.261,417.574,412.335,383.725,350.037,316.105,310.812,282.346,288.267,308.762,278.330,294.852,266.198,288.114,263.279,282.703,258.859,296.697,285.248,310.884,348.299,328.091,292.667,297.038,286.269,304.629,290.467,241.638,256.533,227.459,217.956,207.338,203.918,223.125,201.130,180.164,178.302,190.469,244.361,441.916,813.757,1477.158,2054.954,2301.167,2040.433,1395.474,764.934,373.660,182.266,122.413,121.434,125.956,126.390,114.236,106.294,110.240,105.569,123.281,636.740,2304.630,6624.804,14926.794,22870.931,26275.608,24897.781,18973.877,9883.479,3974.705,1029.053,151.716,32.637,34.520,37.716,29.286,27.215,29.455,28.299,26.626,23.491,20.620,26.700,29.573,23.565,21.247,25.071,21.597,20.307,24.073,20.052,23.078,22.490,24.515,20.785,20.480,19.430,15.995,23.501,20.869,20.749,20.902,21.437,19.122,19.331,14.181,17.163,18.427,18.168,20.645,19.274,19.658,22.341,14.647,16.358,18.654,15.508,17.343,16.994,20.180,18.115,16.286,16.977,18.757,18.920,19.566,19.178,18.609,18.815,19.020,19.721,16.963,21.606,17.459,
368,2755.788,3495.634,3365.493,2956.318,2189.240,2013.209,1755.537,1927.968,1369.585,863.326,982.281,889.517,870.430,644.587,608.056,663.131,623.916,513.020,498.893,440.739,454.092,378.691,396.553,359.142,319.951,310.413,317.957,247.224,262.829,295.734,286.766,289.181,289.881,293.672,271.460,285.749,311.766,278.277,296.962,298.257,300.752,320.464,281.964,286.140,314.844,270.665,250.561,245.752,237.349,230.478,218.989,219.194,199.230,194.403,182.904,174.121,185.009,193.831,259.689,451.110,899.272,1507.300,2120.760,2255.671,1871.538,1227.500,666.185,314.083,160.889,122.475,116.749,111.203,114.412,101.443,102.051,95.931,99.489,143.051,481.623,1991.506,6456.517,13560.441,20236.022,26880.491,27979.454,19562.837,11083.569,4840.283,1281.033,157.244,40.477,36.238,27.672,32.259,28.778,26.239,24.727,27.990,24.554,26.033,26.832,20.285,19.681,23.753,27.014,21.670,23.859,17.548,16.021,19.357,21.467,17.373,18.909,21.362,16.292,23.948,22.306,23.735,19.543,20.337,20.235,15.577,17.891,17.988,19.462,16.242,19.255,21.089,17.097,18.714,20.601,16.689,19.179,17.392,17.261,19.265,16.092,18.193,16.789,18.544,17.448,15.118,19.287,22.251,21.579,19.855,16.504,14.825,19.185,18.626,16.593,
370,3898.994,3393.690,3223.805,2045.348,2213.720,1991.118,1803.446,1456.250,1487.316,1339.567,1002.398,1017.446,812.910,798.506,675.995,621.391,629.698,474.663,479.016,443.119,461.595,383.124,368.989,348.160,301.556,310.952,258.561,254.667,276.736,281.013,303.640,283.124,277.340,284.949,271.822,230.774,263.676,274.333,279.787,319.397,314.067,292.096,300.164,296.097,285.009,274.659,242.462,250.680,247.021,231.622,217.900,207.001,208.745,205.926,190.097,186.049,183.149,190.831,195.570,298.050,539.270,971.497,1625.229,2069.016,2077.355,1641.424,1030.261,550.788,245.031,140.408,120.173,118.849,112.390,109.207,98.780,97.662,91.149,103.735,124.835,415.571,2079.515,6234.045,12351.648,22601.239,30403.090,26867.019,20357.187,11857.305,4731.939,1164.449,189.233,43.958,30.955,32.718,26.112,22.727,20.313,21.884,28.894,27.416,26.365,23.319,21.515,21.743,22.456,22.692,18.006,19.184,23.617,19.894,17.277,17.308,19.490,20.781,20.030,21.177,21.644,20.243,20.171,22.125,19.870,19.021,20.302,17.508,15.311,18.071,17.631,19.843,16.166,19.216,20.957,16.937,16.247,17.795,14.639,16.276,16.244,19.353,19.624,18.612,16.818,18.415,19.608,20.817,16.964,17.840,12.647,18.998,19.777,17.050,18.082,
372,3291.134,3110.105,2376.065,2079.325,1780.386,1496.716,1357.079,2022.071,1635.257,1287.513,1070.216,1049.813,899.361,790.837,549.500,558.754,602.504,509.736,408.268,432.315,433.386,379.938,367.100,305.803,343.179,305.946,319.236,277.062,265.521,286.848,279.349,271.146,274.016,273.326,295.118,249.931,244.198,268.709,310.813,293.474,304.842,309.582,320.584,288.449,281.254,259.535,263.170,278.306,233.034,228.797,228.598,229.322,210.920,204.898,187.711,184.687,174.492,182.756,194.011,213.720,306.698,582.552,1100.297,1696.318,2067.001,1925.728,1428.936,908.744,406.033,213.976,122.201,104.609,101.828,110.259,103.125,92.944,89.518,95.188,88.954,112.938,460.040,2068.733,5709.252,15465.078,26281.988,29487.854,27919.783,21024.958,11768.090,4280.208,1201.241,153.060,32.264,33.045,30.974,28.206,23.153,23.803,28.418,24.925,19.732,25.197,24.034,20.297,23.131,23.006,20.201,20.751,18.009,18.963,20.501,19.295,18.836,19.621,19.590,22.518,15.063,16.772,16.942,17.914,16.095,16.934,20.699,14.628,18.373,17.927,19.089,19.372,20.087,20.201,18.414,18.067,19.781,18.213,17.837,18.709,19.822,15.546,22.132,20.144,19.431,20.594,20.806,18.146,18.328,17.354,15.913,17.221,22.284,18.417,23.185,
374,4604.035,3630.042,1956.333,1513.620,1627.423,1724.706,2265.765,1329.489,1396.349,1127.812,1059.295,930.972,861.024,710.716,605.399,611.650,547.575,460.611,451.479,422.838,386.200,360.673,346.711,306.624,375.800,313.691,286.994,250.085,307.885,277.604,260.749,262.984,281.440,311.129,255.860,260.566,248.062,274.943,275.922,277.767,286.964,265.503,288.341,267.314,284.585,253.638,249.020,262.129,236.378,222.076,225.540,234.819,216.656,201.319,187.635,206.384,181.148,169.242,193.455,183.809,209.348,347.084,655.293,1139.732,1652.355,1948.790,1815.213,1310.928,720.006,372.246,177.045,126.250,104.803,104.901,100.539,106.989,92.405,94.013,81.408,87.947,111.240,394.058,1671.454,7911.640,17711.629,26094.846,30529.729,28959.423,23514.385,12915.051,5844.969,1084.527,130.719,41.707,30.016,28.717,27.857,26.357,31.083,32.841,25.758,26.424,21.432,17.246,21.809,16.792,24.069,21.772,21.343,22.299,22.394,19.040,17.375,21.491,20.054,18.700,17.169,20.841,18.308,19.560,18.610,16.780,18.913,18.047,17.082,16.074,19.552,15.299,15.890,17.699,16.426,15.979,16.230,16.942,17.431,14.896,14.692,17.998,17.690,15.702,21.127,18.574,18.151,15.659,16.409,19.166,18.238,19.577,15.509,20.733,17.173,
376,2919.734,2777.309,2638.127,2220.906,2051.432,1848.760,1595.725,1642.417,1169.557,1040.477,936.435,845.991,888.521,637.029,757.727,654.678,572.410,523.420,430.138,479.650,424.482,452.035,326.827,326.650,318.289,255.772,252.608,289.158,262.289,280.570,270.531,256.127,270.307,277.124,260.311,275.300,229.576,251.789,278.125,250.115,248.962,287.385,290.625,273.782,251.264,269.912,251.037,249.162,245.927,219.231,204.366,226.998,219.374,213.810,201.933,199.458,178.353,182.194,187.300,183.739,191.141,226.225,390.886,707.595,1206.994,1707.730,1932.055,1668.253,1106.110,594.702,298.958,149.592,104.766,97.033,96.902,91.887,86.481,88.024,85.592,75.566,83.477,98.886,349.012,3398.686,10239.222,19258.268,26348.782,29373.864,33211.841,25454.269,15360.346,4985.340,991.930,146.097,29.928,25.825,25.566,26.852,23.146,25.891,26.349,22.802,24.319,27.253,22.062,23.442,23.294,23.060,21.686,23.185,19.495,22.966,21.445,17.633,17.870,14.996,16.548,18.889,16.664,17.650,16.336,17.319,16.813,19.826,17.915,17.675,17.458,14.649,21.956,16.574,19.106,17.628,14.323,16.341,16.893,15.221,17.316,17.195,18.369,17.603,17.719,15.913,17.570,18.671,15.093,16.035,18.845,18.197,17.302,16.710,16.660,
378,2865.310,2210.097,3199.477,3170.611,2432.389,1859.740,1780.287,1204.155,982.169,976.631,1134.575,983.885,869.829,711.738,608.278,621.660,459.999,520.551,472.963,426.904,393.264,416.730,337.154,351.006,307.546,291.135,242.832,272.921,250.223,315.122,261.234,249.187,241.428,241.726,274.561,282.360,216.467,243.091,256.099,264.320,286.333,247.069,270.202,250.797,249.864,268.725,275.585,258.275,238.408,218.155,203.489,216.010,229.376,221.384,210.045,201.183,176.391,181.157,190.822,168.440,165.481,193.864,257.461,418.236,786.942,1363.334,1765.373,1791.287,1413.484,897.805,496.571,257.318,124.385,102.543,90.759,86.426,85.641,81.403,85.199,74.177,74.322,78.566,102.381,1234.606,5190.545,12192.113,19032.111,24244.704,35545.068,36129.651,28564.657,14764.419,5348.094,1268.855,126.574,29.402,30.485,29.773,21.889,27.377,24.625,25.314,22.109,22.160,21.816,23.199,23.880,20.635,20.662,21.091,19.664,17.503,22.903,18.908,16.515,20.417,21.422,20.382,18.117,17.824,13.772,18.890,16.768,20.682,17.391,15.425,16.808,18.683,17.071,19.422,15.224,15.078,17.662,15.162,14.463,15.103,17.837,18.090,14.331,16.026,17.521,16.236,17.295,19.968,20.927,15.776,15.370,16.012,17.245,17.234,20.351,
380,3596.578,3523.470,2582.377,2683.560,2409.160,1708.809,1148.997,1827.840,1414.678,1309.866,1163.569,1043.457,828.061,660.184,617.177,630.656,494.055,495.711,526.566,436.994,393.242,398.000,408.462,338.876,286.177,283.608,294.344,291.229,249.474,228.823,268.796,253.354,264.914,250.055,257.392,241.638,256.341,254.497,284.795,265.004,267.994,260.199,248.357,255.521,257.473,243.578,265.132,259.435,235.902,236.988,213.027,243.736,240.670,234.616,205.706,209.726,205.466,184.995,167.210,172.080,179.333,170.018,189.435,277.690,461.629,890.045,1382.534,1713.831,1667.804,1296.513,795.232,387.815,195.085,123.337,99.923,91.909,88.974,80.221,83.229,78.078,76.732,73.006,78.350,286.819,1863.739,5358.157,9613.980,14777.942,28589.705,38939.283,41288.950,30281.856,17623.353,7800.764,1654.977,136.334,27.404,22.488,20.704,27.220,23.272,22.981,19.182,26.904,22.526,20.377,22.276,21.222,18.810,21.033,20.249,18.076,16.180,17.304,23.495,14.056,20.356,19.514,18.589,19.893,18.743,16.268,17.751,17.416,19.139,18.471,17.296,19.261,14.927,20.267,16.429,14.309,17.298,14.747,15.086,15.190,16.195,15.717,19.980,16.975,15.128,16.395,17.011,21.456,18.570,15.424,18.801,17.289,19.439,19.869,16.698,
382,2990.853,3523.136,2149.651,2416.692,2454.926,1844.983,1860.717,1514.360,1561.128,1214.598,1127.918,1004.853,747.271,740.455,677.390,503.784,592.766,499.063,438.415,445.481,444.343,364.186,355.433,317.361,298.839,306.280,285.631,243.697,246.319,243.162,276.790,268.687,248.129,240.887,246.575,259.361,256.851,251.144,269.699,241.921,270.361,254.972,277.315,243.906,261.573,248.165,274.989,254.189,260.008,235.630,253.451,249.407,234.131,225.446,222.300,220.956,207.599,187.858,188.420,177.706,170.091,172.179,155.601,212.439,278.817,520.860,985.858,1393.673,1696.252,1573.593,1186.129,693.909,321.561,167.645,101.793,90.453,78.145,78.413,86.837,72.993,84.664,74.259,65.162,73.613,357.029,1558.150,3527.729,6678.818,16830.861,29960.004,41146.190,42289.530,33146.287,19397.442,6716.882,1406.555,171.589,36.347,28.138,21.786,26.676,26.397,20.189,21.684,22.131,25.045,17.783,22.142,22.055,20.760,15.854,19.709,17.262,19.145,22.278,19.700,18.020,17.274,18.243,20.909,18.937,17.794,19.560,16.063,14.108,19.556,16.299,20.976,16.840,17.215,19.617,15.430,18.898,17.767,12.987,16.704,17.629,19.099,18.784,18.621,14.714,17.734,18.947,18.670,20.576,20.946,12.785,17.231,22.063,17.051,19.619,
384,4009.765,3240.348,2664.332,1864.232,2231.227,1998.330,1760.708,1346.031,1328.703,1016.993,1226.775,819.719,910.220,740.065,789.443,580.814,576.032,468.250,472.951,346.735,337.249,363.401,358.060,346.313,316.024,326.496,295.408,274.128,264.600,283.470,274.967,264.860,250.852,233.740,264.507,250.130,232.734,255.459,265.994,263.977,279.264,265.802,253.318,276.524,254.605,285.626,271.450,264.417,254.707,245.069,240.050,219.913,234.725,230.570,219.704,191.484,217.149,183.285,189.103,184.313,177.556,167.318,179.742,166.974,204.586,337.676,627.177,1019.697,1489.530,1630.134,1451.829,977.631,547.808,276.943,136.791,87.483,84.189,76.638,76.194,76.265,72.681,80.864,70.685,62.939,82.773,145.954,607.477,2129.542,7181.144,17309.844,30886.578,40836.768,42558.586,32054.725,15111.957,5057.412,1242.053,123.595,30.027,33.119,23.682,27.407,26.311,25.124,22.760,22.128,17.935,27.650,21.432,21.841,20.350,17.889,19.193,19.385,22.871,20.215,18.681,17.527,15.898,16.652,18.833,19.772,19.428,17.243,16.042,20.281,18.554,18.025,21.207,18.920,17.111,17.309,17.068,13.415,14.437,13.939,16.295,17.910,17.063,16.379,15.476,17.120,20.564,15.916,16.884,18.503,18.017,16.165,18.870,18.864,19.851,
386,2919.861,2890.295,3220.603,2572.286,2276.513,1826.704,1586.886,1494.934,1308.750,711.473,1209.635,813.153,627.540,702.291,673.574,615.886,568.365,483.540,479.782,412.737,344.060,357.469,326.043,318.023,303.347,314.052,278.567,257.947,267.529,282.655,244.631,257.187,234.998,217.681,274.176,254.574,248.148,216.889,234.927,254.327,286.031,265.354,234.154,259.117,258.479,287.484,275.674,251.802,284.335,247.794,238.637,250.492,252.087,229.663,226.879,228.847,203.760,186.613,215.066,194.835,182.857,174.865,169.043,173.924,174.659,227.773,389.856,649.333,1128.545,1504.337,1591.661,1326.961,865.097,488.971,241.765,124.348,93.025,76.989,75.159,85.020,74.258,76.870,78.240,70.065,75.837,75.580,100.348,377.047,2056.510,6685.933,15741.899,29117.078,38845.066,37029.059,24521.949,12498.931,4766.270,1134.315,130.736,29.765,27.748,26.019,25.162,20.807,21.200,22.590,21.558,24.555,18.637,20.672,18.643,22.845,19.136,19.648,17.180,22.035,22.190,20.300,16.526,15.782,18.252,14.839,20.543,19.358,17.465,18.767,18.706,20.674,19.857,18.436,16.390,16.465,15.792,16.382,19.918,16.333,15.986,18.599,18.203,16.830,22.596,18.719,19.477,16.329,16.309,20.469,16.879,19.102,17.522,17.488,21.153,
388,4307.974,3303.501,2632.932,2891.377,2462.139,2314.588,1869.472,1330.308,1257.317,1016.945,1169.582,902.237,848.107,711.983,722.897,578.175,541.097,440.184,477.649,489.275,388.186,394.021,311.449,326.462,335.651,320.676,283.337,285.229,271.714,282.102,267.402,261.532,235.338,254.115,261.184,259.171,268.369,265.764,265.974,265.945,287.340,252.239,243.806,266.264,274.263,267.010,287.853,288.983,268.484,264.213,258.426,249.610,271.883,263.059,218.723,233.924,216.131,192.091,202.284,198.583,174.725,177.819,169.018,154.735,161.564,183.738,254.364,398.402,772.674,1181.216,1518.000,1529.429,1181.274,758.467,372.694,180.768,99.792,80.652,82.239,85.275,81.314,81.223,67.012,73.886,73.650,62.764,75.651,102.415,453.683,2074.267,6282.121,15536.855,27491.062,33069.080,29306.864,20580.460,11308.881,4085.987,904.326,138.180,33.166,26.601,24.776,25.559,24.894,20.236,26.764,25.514,26.047,24.091,18.497,21.404,21.653,23.551,18.875,22.852,22.343,19.171,20.650,23.255,19.850,19.997,19.222,17.597,16.973,17.050,16.348,18.895,17.131,16.692,17.566,15.086,16.817,17.827,16.944,14.832,15.534,18.105,13.798,17.403,17.766,20.487,16.086,16.541,16.970,20.036,18.341,20.819,16.768,20.087,21.307,
390,4401.453,3905.386,3087.693,2019.451,2024.010,1646.569,1427.026,1430.739,1633.504,1295.876,1074.282,890.116,662.409,781.154,699.535,706.820,487.280,520.803,429.528,456.516,361.082,383.722,295.365,357.974,320.931,312.765,280.373,272.336,263.409,286.791,245.243,237.045,237.220,234.591,260.211,255.450,268.180,227.477,265.850,258.606,314.836,254.353,252.382,292.401,285.473,271.153,269.186,240.032,235.303,250.678,245.939,278.860,288.727,254.484,217.999,233.196,216.267,204.052,211.106,209.273,193.589,184.658,175.284,175.424,172.726,173.368,186.036,259.770,453.533,821.822,1233.933,1478.185,1424.573,1071.287,637.932,324.083,168.220,91.721,73.050,80.577,80.185,71.092,70.648,73.837,75.872,70.006,68.706,76.858,103.477,409.892,1875.617,6318.509,14359.834,22767.722,28263.366,26911.067,19983.855,10246.209,3545.738,937.473,110.872,27.010,23.079,25.086,27.760,24.594,27.293,19.733,23.592,25.151,20.569,21.657,20.224,24.449,19.716,21.290,19.264,22.002,16.051,18.399,21.803,19.899,19.084,18.507,17.614,15.947,18.564,20.010,19.489,21.558,16.645,15.030,18.147,17.530,15.227,16.545,16.572,17.254,17.328,18.842,19.668,18.955,19.492,21.781,19.691,18.974,17.036,18.526,19.916,17.502,19.162,
392,5786.887,4444.751,2432.892,2575.642,1995.118,2390.953,1859.201,1459.323,1336.443,1359.638,1055.716,995.707,777.396,630.057,665.436,621.187,447.764,439.820,441.505,473.925,412.908,440.623,358.276,311.381,365.280,305.628,266.199,324.235,289.860,246.510,230.454,247.619,240.002,224.830,224.048,267.726,257.741,255.790,284.535,304.157,320.052,276.579,279.756,291.559,285.906,281.871,293.860,246.941,263.787,267.708,281.466,256.003,272.548,263.680,263.714,242.362,220.857,223.638,217.078,210.043,187.805,189.643,172.742,183.818,161.790,162.741,170.106,190.539,295.197,512.473,867.601,1271.925,1449.734,1312.336,947.485,551.150,263.037,137.321,89.331,86.458,77.330,70.802,82.606,73.482,66.813,68.933,64.905,71.918,81.958,111.527,369.464,1989.511,6404.805,13292.334,22018.903,27735.968,26717.125,18473.326,8886.227,3491.546,947.126,150.325,26.897,23.726,27.167,23.113,21.451,22.978,23.738,21.194,19.325,20.322,20.227,21.235,23.330,19.386,20.231,23.497,18.424,20.806,21.117,20.680,19.418,15.560,19.569,18.341,20.425,20.910,19.639,19.941,17.042,18.124,18.669,17.723,15.329,16.994,18.262,13.979,20.323,18.183,19.196,21.629,22.558,22.078,19.808,20.319,17.671,21.331,19.515,19.773,17.526,
