350,5067.102,3819.187,4602.425,4148.846,3547.636,3403.618,2938.156,3033.137,2988.039,2883.057,2450.548,2462.123,2324.515,2276.432,1914.385,1567.333,1602.081,1163.992,1004.778,953.046,806.263,736.016,702.587,606.296,634.683,624.600,680.543,686.286,734.060,775.236,852.604,915.449,988.929,1083.012,1075.553,1203.870,1195.737,1359.289,1373.038,1374.434,1421.528,1383.542,1312.582,1255.367,1239.370,1032.431,942.455,771.533,661.985,554.312,448.011,536.023,807.316,1466.779,2469.093,3166.561,3188.580,2472.137,1530.240,806.355,393.705,251.042,203.803,175.281,177.334,191.068,182.566,164.765,239.621,7736.839,35019.120,96087.279,164020.948,171735.477,95129.863,48544.638,34079.964,17775.664,7411.033,1684.928,191.064,42.007,29.460,28.390,28.513,34.578,24.389,29.115,25.308,28.620,28.156,27.929,30.758,44.039,37.724,37.829,41.517,39.357,30.077,38.735,32.294,31.481,32.770,28.927,27.475,31.051,26.237,29.597,28.940,25.066,29.466,26.763,27.153,31.801,29.179,27.967,26.979,30.032,31.185,33.674,32.494,33.730,31.729,35.255,39.401,39.543,42.515,38.803,39.245,39.662,35.863,36.321,31.065,30.765,30.512,29.216,32.144,24.915,28.175,29.602,24.123,27.081,24.006,25.018,26.650,28.426,28.501,28.495,25.747,26.656,32.166,
352,4086.640,4442.989,3715.416,3270.803,3434.554,3053.768,3308.700,2814.623,3208.663,2916.454,2453.101,2657.304,2298.510,2213.557,1704.640,1778.539,1304.497,1145.605,1071.945,777.938,806.484,638.477,695.765,671.448,636.790,667.754,649.205,663.577,694.627,697.518,810.691,904.177,897.894,995.528,1088.209,1110.906,1215.687,1300.744,1299.823,1391.106,1362.983,1346.954,1287.438,1221.761,1143.550,1062.350,888.736,771.148,671.597,522.443,455.106,450.526,541.730,848.681,1612.734,2425.275,3073.435,2931.368,2384.371,1397.238,705.087,333.824,225.260,198.090,191.410,180.312,169.206,182.724,167.849,1056.216,6314.666,34664.914,84395.229,97336.889,63063.193,51424.600,48352.994,34347.190,18736.477,6931.942,1647.333,238.683,46.153,33.069,29.590,29.429,29.801,31.582,31.154,26.978,30.471,34.160,33.331,38.692,31.353,35.664,38.481,34.647,32.714,35.815,31.153,34.025,34.528,28.783,25.775,30.352,29.273,30.618,30.687,30.067,28.257,27.693,29.713,28.515,31.294,25.938,31.420,33.359,32.405,35.172,30.768,34.271,34.269,40.259,32.480,34.888,39.082,41.778,37.412,39.423,34.955,35.567,38.683,31.941,28.225,23.592,24.614,27.091,29.625,28.041,26.844,27.213,27.588,23.999,27.017,24.761,26.153,30.780,28.041,27.462,31.334,
354,5350.524,3140.389,3358.936,3360.960,2593.248,2627.346,3684.996,2578.023,2972.257,2509.882,2747.243,2444.303,2209.203,2078.354,1786.512,1596.988,1414.081,1077.476,1060.507,858.385,805.549,727.572,659.745,647.120,593.160,617.315,644.442,668.570,654.879,743.433,787.238,835.160,911.756,935.687,1058.339,1114.700,1061.076,1224.690,1293.307,1258.309,1358.386,1230.148,1202.085,1174.844,1086.322,963.881,863.616,694.650,615.440,537.411,452.078,436.207,408.976,554.980,1006.841,1678.623,2507.432,2978.307,2751.737,2007.675,1138.240,549.318,296.314,229.307,192.522,180.243,166.294,169.778,167.535,195.368,684.411,5452.883,25270.238,35964.963,33223.544,41662.673,51067.218,46408.738,32501.229,16473.222,5802.265,1481.135,239.396,33.812,31.935,28.196,36.752,25.616,29.283,29.245,34.468,33.729,37.003,29.497,34.474,29.142,35.058,29.565,35.858,37.925,30.926,31.461,28.335,35.600,32.077,26.771,34.179,25.035,28.509,32.326,25.012,25.738,28.426,29.107,26.783,27.317,28.926,30.601,33.144,32.836,31.102,31.939,36.757,38.807,35.521,31.722,40.486,38.343,35.102,36.213,36.179,33.958,32.341,29.175,27.878,30.220,29.029,28.843,29.411,28.093,26.008,29.037,25.480,22.826,24.947,25.654,27.292,24.240,32.369,27.743,31.873,
356,6361.992,3963.750,4463.959,3438.346,2798.871,3315.292,2749.865,3041.865,2388.573,2506.459,2324.792,2407.217,2302.622,2050.046,1681.415,1721.113,1332.303,1016.528,943.751,935.614,755.261,754.739,652.088,621.253,655.122,691.257,651.184,684.131,643.043,686.529,745.385,807.110,833.747,913.724,992.038,1060.918,1064.272,1169.317,1164.490,1238.054,1177.749,1195.449,1199.249,1152.055,1035.895,945.418,818.752,660.944,585.859,514.552,456.372,410.922,369.259,396.538,618.482,1062.684,1824.324,2669.330,2878.335,2533.042,1742.162,998.777,457.828,248.539,203.821,181.905,180.380,170.076,175.618,173.714,178.698,324.909,2624.438,6616.880,12836.856,25057.858,41229.065,50039.733,45519.467,31314.620,16201.472,6279.998,1671.482,199.457,40.229,27.219,35.152,30.905,26.974,33.506,26.795,35.050,32.433,32.478,33.462,32.371,36.699,34.984,31.251,31.826,30.111,27.933,29.269,31.014,32.841,28.974,29.742,24.824,24.606,31.726,25.831,25.624,26.907,27.636,25.147,26.137,26.143,25.601,30.779,29.160,29.517,33.740,28.891,31.422,35.837,37.123,35.134,33.668,36.760,32.526,33.347,33.434,35.221,30.339,28.269,26.960,24.149,28.854,30.120,27.253,23.085,27.016,30.466,28.686,26.533,24.121,28.784,24.609,25.477,25.150,27.837,
358,3328.088,3688.711,3797.936,3033.503,5499.237,3077.222,2536.511,3035.148,2452.579,2865.102,2707.029,2045.125,2216.684,1944.976,1511.278,1366.422,1397.941,1127.627,995.095,808.438,733.561,737.754,588.933,627.507,614.952,693.428,580.580,669.543,644.459,739.238,720.176,824.322,840.246,918.081,923.510,999.336,1055.564,1129.162,1146.600,1171.698,1179.748,1189.162,1131.784,1064.676,1013.853,905.478,802.393,724.302,624.931,520.443,465.368,423.309,369.134,354.174,437.252,604.759,1156.097,1967.687,2562.206,2742.592,2340.218,1567.329,840.977,408.159,258.687,184.579,175.675,167.030,165.036,162.189,182.426,171.594,255.976,882.628,3878.291,11080.721,25158.051,40702.857,48639.779,44117.147,31363.288,17405.390,6646.209,1505.304,207.477,44.909,29.911,32.288,30.282,30.380,35.044,34.535,34.201,29.576,32.477,38.817,25.416,33.885,29.579,30.897,29.338,32.325,29.078,34.199,25.900,29.960,24.370,27.594,29.543,27.300,28.826,24.051,22.504,22.992,23.825,27.732,30.286,27.090,28.473,26.136,29.827,33.184,31.560,29.165,29.440,34.007,34.485,31.433,34.309,29.410,31.479,29.706,30.836,26.660,24.970,30.580,26.855,30.328,30.448,29.610,27.685,26.745,26.403,30.292,26.060,24.155,26.226,24.062,25.083,26.268,28.873,
360,3863.773,3483.923,3796.525,2872.035,3469.842,3153.093,2289.415,2563.480,2503.110,2210.600,2503.596,2316.385,2073.181,1796.638,1527.962,1515.130,1219.087,1072.866,973.430,858.548,761.528,743.899,656.814,616.212,561.993,711.414,618.796,621.648,616.299,663.660,753.096,741.272,768.882,864.221,940.771,980.393,951.818,1093.460,1066.728,1061.276,1100.359,1074.186,1069.259,1032.713,993.288,942.465,783.121,688.341,586.635,496.496,424.772,390.069,345.760,374.424,350.721,451.603,700.833,1346.392,1992.088,2594.859,2651.128,2024.472,1332.098,713.318,356.680,227.326,186.447,170.262,166.697,161.261,163.327,159.123,189.451,195.210,812.278,3553.899,11120.597,25136.076,39191.910,47013.353,44520.665,32177.582,16887.707,5683.210,1463.010,202.577,36.673,35.853,25.953,27.606,31.831,27.000,35.678,31.206,30.452,37.627,33.455,34.982,21.659,28.218,26.248,28.467,29.204,26.300,24.807,28.555,22.490,27.974,27.285,26.383,24.553,28.851,22.941,29.248,23.091,25.903,29.783,30.358,27.573,27.158,30.566,27.308,27.048,30.693,29.670,38.357,28.950,31.429,32.531,32.965,29.724,33.857,25.613,24.690,28.705,28.140,28.852,30.154,27.118,24.719,26.351,21.562,26.503,31.094,22.034,26.721,26.123,29.017,30.855,26.714,27.648,
362,4445.867,3464.945,2388.815,3405.285,2978.352,2847.308,2409.547,2420.976,1595.403,2492.989,2346.433,2130.606,1795.797,1762.020,1542.366,1414.872,1181.207,1062.337,1003.522,851.675,775.770,808.243,584.888,642.804,586.763,616.965,581.544,549.074,564.474,636.471,726.867,683.464,763.421,802.018,871.015,956.378,918.122,1009.355,1038.250,1094.036,1122.359,1035.244,1015.581,987.877,977.942,873.293,781.451,668.552,544.593,498.220,465.114,415.107,377.741,364.616,331.488,355.441,477.753,782.650,1310.458,2053.630,2549.750,2479.051,1856.755,1140.680,620.181,307.150,198.123,175.482,174.128,179.903,172.496,170.651,174.138,153.618,157.230,703.576,3360.704,11003.921,23475.759,37474.144,47395.132,43922.156,30490.732,14702.047,5789.273,1501.899,190.221,44.603,29.520,28.432,34.288,30.843,25.416,29.930,24.268,31.453,32.150,27.053,29.614,33.001,27.907,30.740,27.595,26.520,23.852,24.659,20.124,35.522,23.070,26.268,27.115,26.648,24.265,29.237,31.858,24.489,31.893,28.961,21.793,27.761,26.013,24.784,25.775,30.453,30.518,30.831,30.638,35.235,30.271,31.417,33.860,30.906,28.559,25.720,25.430,25.289,26.113,28.949,29.296,23.005,25.159,25.504,28.632,24.530,25.576,24.551,24.678,27.417,29.451,27.212,28.448,
364,5187.047,3673.810,3276.502,2784.700,2630.464,2517.816,2516.950,2559.243,2287.906,2083.930,1820.091,1961.288,1930.958,1654.519,1495.562,1415.529,1166.768,1124.085,953.911,741.703,739.017,714.070,660.888,678.938,569.301,627.790,570.942,556.055,598.441,709.808,647.682,771.319,811.408,764.005,802.197,912.168,892.141,983.414,984.818,988.364,992.649,998.503,1033.004,937.831,904.636,857.027,784.456,643.321,525.808,487.033,440.296,376.140,359.277,357.066,325.319,343.292,350.262,504.432,832.110,1452.355,2142.731,2521.509,2282.223,1666.857,978.556,502.794,268.710,183.716,182.542,181.808,167.881,163.333,165.648,147.856,121.198,167.840,662.524,3441.689,10221.702,22648.247,38038.764,44927.768,40375.738,26857.652,14619.386,5780.632,1420.339,217.757,42.785,32.265,26.764,29.058,34.084,25.669,28.962,28.553,31.355,30.106,33.651,30.031,21.729,31.692,30.047,24.516,28.803,25.254,29.457,29.741,23.561,21.874,22.036,27.153,36.459,21.351,26.967,25.443,23.228,27.124,25.234,25.864,27.786,31.381,26.220,27.577,29.667,30.271,31.796,31.148,32.565,32.343,24.871,37.093,28.293,22.643,25.944,28.741,23.344,24.091,22.498,25.900,27.052,26.140,26.967,27.413,24.257,23.699,24.341,25.266,26.270,26.385,25.842,
366,5524.568,3407.359,3293.598,2795.245,2634.635,2048.202,3258.409,2415.634,2657.994,2942.511,1970.506,1911.675,1782.702,1711.577,1506.733,1231.748,1151.919,1067.198,870.222,813.706,755.468,722.635,646.947,641.666,581.652,611.509,609.228,563.766,614.762,627.656,671.218,677.652,757.330,735.665,816.439,872.075,846.839,932.865,936.962,1000.364,1008.621,943.729,928.100,893.014,888.270,797.936,735.038,630.295,567.895,523.212,462.987,418.288,354.892,350.017,370.116,334.332,340.789,395.966,546.349,960.025,1637.710,2154.529,2369.217,2063.593,1472.723,786.718,410.173,242.152,180.104,173.194,182.908,164.756,185.178,151.098,128.865,114.583,160.956,701.956,3208.552,9918.776,23425.104,35954.766,41600.443,37048.265,26641.231,14505.236,5401.331,1387.067,189.044,38.183,37.525,34.921,31.535,32.388,32.039,27.471,25.309,26.926,27.610,24.406,16.858,25.909,31.389,25.565,25.827,22.469,20.580,24.020,22.876,28.771,22.581,24.043,24.865,21.667,21.763,26.561,20.757,23.471,26.360,24.100,25.089,32.712,23.826,29.036,28.306,30.581,26.380,32.623,33.789,30.642,28.347,27.972,24.927,24.060,27.232,24.326,21.189,21.873,25.845,26.464,24.528,29.842,24.866,24.779,29.249,24.752,26.012,24.240,27.637,24.719,27.552,
368,4607.461,3427.355,3630.543,3216.556,3260.878,2402.494,1731.472,2398.332,2235.600,1941.784,1942.017,1707.486,1874.997,1446.818,1592.062,1306.445,1132.032,979.281,878.009,821.775,754.388,724.367,609.868,661.844,555.782,558.007,576.527,595.416,578.607,545.677,627.637,641.368,724.999,711.855,791.988,837.381,819.419,900.340,939.358,909.850,938.311,971.622,929.251,872.931,898.340,790.860,699.849,633.567,570.596,515.891,451.372,405.012,404.416,355.028,341.667,315.746,318.387,342.298,383.227,583.968,1029.087,1592.819,2153.691,2362.312,1919.219,1289.420,690.978,383.985,213.533,182.517,171.913,161.656,176.513,161.701,123.697,121.641,115.185,151.979,567.912,2829.309,9883.859,20982.820,32754.253,39967.104,37551.978,27619.741,14906.852,5944.324,1557.346,200.645,40.053,37.228,33.591,27.004,25.459,26.056,28.042,30.293,33.134,28.545,31.103,28.745,32.255,24.494,24.270,24.787,24.116,23.048,24.217,24.806,25.758,28.153,24.986,25.613,33.437,29.120,24.326,23.887,24.887,26.910,26.692,30.635,29.536,28.133,27.370,26.424,26.853,28.221,32.792,28.438,28.377,27.217,27.283,21.321,26.072,24.307,23.155,23.902,24.060,27.404,24.739,24.775,25.892,25.877,24.504,25.202,25.140,23.159,26.068,26.713,27.184,
370,3449.989,3709.904,3102.405,3133.451,2569.183,2891.704,2421.996,2481.910,2046.508,2049.256,1672.176,1802.420,1778.728,1608.232,1305.121,1153.801,1027.725,1049.336,900.316,835.910,762.188,732.730,721.761,618.994,587.107,539.342,567.192,582.273,559.191,581.981,597.452,620.628,698.124,762.074,764.189,801.658,795.337,841.814,864.716,867.485,892.980,896.174,896.336,901.757,840.472,769.895,727.407,642.156,562.625,518.552,435.610,425.577,394.723,363.302,358.249,361.956,325.739,330.396,318.001,423.667,670.484,1112.123,1737.128,2160.628,2115.314,1697.576,1058.822,582.056,288.303,215.101,174.157,180.065,175.783,151.819,133.339,124.037,114.760,111.642,137.397,595.720,3296.164,9716.387,20199.696,33012.404,39876.236,37248.224,26812.809,14590.536,5956.360,1362.243,225.687,41.103,32.449,47.660,29.852,29.673,33.605,32.213,30.497,29.541,34.560,18.112,25.271,25.524,26.061,26.744,24.745,24.504,21.912,25.543,24.556,23.890,22.775,27.212,22.679,20.854,24.536,21.148,28.052,24.072,29.919,23.181,27.676,25.798,24.357,27.870,30.377,31.401,30.207,29.104,28.500,29.530,25.303,24.447,24.113,24.910,22.941,26.122,25.978,28.971,26.178,25.654,26.455,25.839,27.635,25.463,28.030,23.010,21.449,28.171,24.541,
372,4139.023,3254.926,3105.183,3277.756,2841.109,2861.403,2195.338,2110.075,2076.098,1948.373,1748.567,1992.010,1491.322,1527.975,1392.881,1214.095,1097.665,970.043,884.667,819.601,741.945,783.038,638.530,615.256,620.465,547.574,571.523,587.658,582.341,562.820,623.711,606.751,625.519,691.251,755.643,756.398,790.052,843.314,816.913,919.980,899.499,858.224,842.059,799.865,804.406,778.934,661.851,603.415,576.162,507.102,453.518,396.414,392.987,392.530,363.247,360.297,358.556,323.750,326.282,340.505,463.064,715.897,1241.917,1797.883,2138.335,2010.894,1491.348,937.193,458.514,279.867,202.924,175.265,165.244,168.609,129.931,125.079,104.687,111.168,104.584,144.930,700.349,3286.201,9425.595,21274.073,33199.799,39505.056,36716.424,26347.600,15083.619,5300.263,1460.799,162.704,36.376,30.927,28.428,32.976,28.071,28.005,35.038,22.436,27.323,24.428,24.669,22.916,29.511,24.297,22.796,24.550,24.825,21.205,25.054,28.347,18.522,22.153,23.912,21.439,26.382,24.375,21.317,22.916,27.943,24.443,28.354,22.922,26.521,24.760,29.186,30.411,27.236,28.907,27.768,27.156,30.483,19.859,20.724,24.126,22.182,25.919,25.671,29.472,25.446,26.322,27.785,30.934,25.942,32.183,25.456,34.059,27.627,31.156,27.436,
374,4277.012,3978.355,3016.719,2266.517,2866.601,2337.076,2666.007,2146.851,1588.238,1956.885,1929.976,1594.607,1479.988,1342.882,1449.963,1147.897,1092.183,1013.667,819.375,835.040,751.948,710.799,684.982,620.874,552.908,519.749,595.764,525.666,507.948,584.536,554.531,588.247,634.975,699.343,688.880,719.974,768.223,789.536,826.910,807.343,831.257,791.292,806.682,801.314,784.071,731.777,647.565,583.586,564.006,515.218,460.783,432.278,415.738,397.183,369.924,367.406,339.118,314.596,330.245,321.285,346.669,468.994,802.229,1303.907,1810.520,2087.519,1849.382,1345.167,767.566,411.533,246.884,192.245,172.239,170.272,141.465,111.966,116.186,104.051,97.768,99.592,144.157,604.761,2726.511,9332.742,20335.031,31817.832,39086.227,37259.494,28454.809,14818.099,6340.398,1378.209,175.947,44.619,35.225,30.847,30.920,24.372,28.934,29.323,24.935,27.172,30.406,23.331,24.994,24.251,21.738,23.276,20.121,23.998,24.556,18.503,24.796,19.948,24.464,20.750,24.451,25.421,20.156,29.244,26.887,26.839,26.350,25.226,26.844,25.638,25.792,32.718,27.239,28.341,26.683,28.425,24.749,25.993,21.719,25.441,21.815,27.052,27.282,24.824,25.596,25.528,25.005,27.143,21.900,25.077,23.384,27.403,28.788,25.306,26.448,
376,4302.095,4066.031,3073.849,2974.906,2843.075,1773.892,2544.219,1909.938,1957.645,1645.626,1742.339,1688.619,1547.399,1355.176,1306.566,1110.795,1320.955,880.019,829.373,839.747,776.975,656.001,610.828,590.450,557.370,510.145,474.012,560.684,527.961,560.273,537.719,577.808,608.375,614.548,645.109,655.735,700.715,756.725,773.775,787.230,839.282,798.328,787.554,778.181,737.073,728.849,653.438,628.743,561.204,499.628,462.265,444.510,415.561,410.849,388.106,372.483,361.075,360.143,337.696,323.673,333.685,379.113,490.084,859.280,1374.819,1842.446,1943.958,1703.579,1120.103,659.432,352.918,224.168,185.409,158.420,140.344,121.035,110.465,108.395,100.472,92.988,97.919,131.738,528.018,2987.371,9387.110,19755.137,32225.247,38961.503,38486.159,27399.876,16782.374,5811.294,1305.658,204.496,39.806,33.434,29.489,29.391,28.671,26.506,25.029,25.377,29.701,24.946,26.044,22.052,23.405,23.861,20.715,21.518,16.407,22.691,23.504,22.341,23.045,19.213,18.886,22.564,22.477,25.858,27.561,26.473,24.283,24.642,24.515,24.916,23.389,26.652,26.503,26.979,29.571,24.866,24.651,20.510,21.403,22.989,24.024,27.602,27.120,26.359,22.623,23.813,28.024,22.035,22.529,29.019,25.323,25.529,23.247,28.403,26.733,
378,3014.717,3359.656,2881.423,2754.630,2570.002,2347.196,2497.908,2114.993,2024.216,2077.913,1481.629,1508.658,1566.367,1180.554,1385.219,1131.197,1101.961,985.090,798.325,861.218,734.048,656.217,656.835,637.606,617.184,525.225,526.256,527.300,534.926,550.329,547.855,550.157,614.776,576.075,666.257,657.227,639.234,725.691,755.445,807.327,775.603,730.615,788.382,748.051,720.028,695.471,689.846,616.216,553.254,501.946,503.335,449.213,429.836,415.432,409.531,382.480,379.876,357.068,331.953,340.352,323.488,318.009,398.935,568.929,940.455,1477.908,1859.446,1836.045,1459.297,975.979,559.533,323.368,211.641,165.233,142.270,128.758,125.144,109.808,102.173,100.143,95.466,95.090,117.777,689.723,3245.048,9836.424,21055.820,32808.678,40456.483,37829.147,30466.096,15333.060,4957.716,1276.082,162.939,23.817,31.236,31.634,31.933,35.155,30.415,28.731,29.306,27.437,26.679,25.899,22.424,24.513,24.862,25.626,19.996,18.753,21.636,23.301,24.302,21.880,18.265,24.351,21.577,26.691,26.360,26.169,23.051,26.462,25.478,28.058,23.306,27.067,28.794,26.255,24.750,27.654,23.472,23.470,25.037,22.498,23.068,22.378,28.683,24.306,24.078,24.015,26.791,26.606,21.863,24.198,21.662,24.416,25.631,26.292,29.295,
380,3119.039,3325.889,2539.768,2836.083,2739.781,2829.815,2339.948,2328.354,1708.664,1790.084,1960.468,1222.167,1535.702,1381.316,1284.568,1117.805,994.900,901.531,857.708,783.268,746.401,656.798,617.285,589.849,543.258,535.404,543.659,552.899,544.103,542.622,557.644,532.708,575.092,570.732,578.283,676.340,631.244,703.801,717.034,769.121,762.232,739.042,744.172,743.563,746.594,715.556,682.935,585.025,558.185,534.319,485.409,503.201,447.117,431.098,434.494,390.334,374.096,354.950,343.501,321.721,313.040,329.906,321.675,388.578,615.052,1048.065,1537.982,1814.563,1705.044,1334.750,842.116,464.095,275.491,200.332,138.799,115.626,116.903,111.912,106.542,99.263,84.667,86.362,90.190,126.748,617.874,3016.828,9713.451,20687.372,33417.854,42331.059,44487.855,31063.099,14094.779,5632.297,1331.669,160.863,37.435,31.275,30.891,28.672,32.086,24.221,27.160,23.854,22.944,31.523,25.966,19.744,27.365,23.884,25.760,21.046,19.098,24.477,19.613,22.907,23.336,21.026,27.295,26.801,23.302,24.847,26.626,26.703,23.843,26.318,28.051,22.035,27.570,26.097,23.130,25.406,23.443,21.090,23.204,24.199,24.389,22.564,25.204,21.727,25.082,24.292,24.026,27.631,23.514,25.154,24.372,23.475,26.446,19.736,26.377,
382,3660.301,3153.938,2988.526,2257.896,2816.806,4025.376,2240.496,2345.049,1987.068,1812.555,1516.382,1504.967,1583.966,1321.721,1170.588,1010.438,1042.006,882.917,864.165,780.908,712.991,661.691,607.791,529.301,577.445,587.436,538.738,503.357,513.979,568.102,512.865,645.548,595.815,598.719,602.115,601.769,608.795,678.342,713.369,700.309,702.972,736.867,692.303,704.980,760.457,668.088,640.492,588.513,581.155,550.757,507.525,498.038,477.945,427.574,448.952,419.951,391.387,388.866,385.329,326.400,341.169,321.747,318.241,340.997,443.475,659.697,1091.057,1519.083,1792.188,1606.898,1232.562,749.630,406.259,257.955,156.912,127.897,123.486,111.278,102.165,93.909,100.345,93.306,83.495,83.617,122.696,596.923,3211.730,9642.080,21217.981,35939.809,47824.161,44455.390,27513.685,15111.170,5539.013,1246.628,176.752,39.604,26.419,29.160,31.709,24.603,40.205,20.677,25.779,29.571,26.000,21.189,24.420,23.766,24.398,23.418,21.611,23.667,18.764,23.554,23.311,21.717,25.938,21.945,24.026,24.622,24.537,21.282,24.498,21.691,25.903,24.313,26.244,22.416,24.686,24.589,23.518,22.756,23.084,19.865,21.768,24.561,21.107,24.054,24.151,23.892,22.143,24.115,23.702,25.098,26.410,23.399,26.025,21.750,26.117,
384,4606.847,3747.273,2822.055,2841.556,2058.157,2387.572,2116.602,1919.756,1650.957,1744.765,1463.641,1446.685,1389.418,1406.489,1135.279,1152.754,1050.352,884.155,982.391,850.306,716.476,708.194,619.549,598.817,602.686,644.037,555.285,539.654,537.376,575.691,548.970,588.392,571.843,598.175,594.966,633.048,659.404,663.383,696.228,718.349,751.541,717.795,742.581,724.396,700.451,696.474,662.621,604.055,582.731,581.065,530.041,524.672,460.029,462.557,441.295,429.945,423.365,397.581,366.464,353.802,330.571,335.995,325.259,319.878,349.471,462.787,757.182,1159.294,1588.230,1735.480,1511.601,1054.905,636.352,376.628,185.896,131.065,113.991,120.682,108.915,96.397,98.661,90.120,81.348,76.933,85.462,122.262,677.175,3256.499,10581.490,23921.388,39502.847,47636.027,39974.222,28474.406,14223.340,4964.663,1238.042,162.019,36.222,33.775,33.492,28.184,26.723,26.213,26.697,28.565,26.726,24.871,23.699,24.893,25.151,23.800,25.276,22.444,24.595,22.663,23.555,19.402,24.000,23.306,24.855,21.305,28.263,21.789,25.528,20.466,25.650,28.698,26.369,25.753,25.355,24.562,23.825,22.416,20.791,22.439,24.855,25.300,32.618,26.670,24.823,28.125,24.470,26.818,25.360,25.124,28.558,24.345,24.047,25.290,23.787,
386,4017.028,3174.923,2963.950,2795.247,2528.189,2528.281,2718.837,1419.225,1728.421,2187.169,1615.603,1647.993,1633.240,1214.246,1182.170,1015.267,1008.857,878.497,793.322,874.825,804.159,687.864,709.138,631.001,600.804,591.630,546.671,483.714,511.007,563.137,504.355,536.075,543.263,594.984,631.768,640.769,684.201,672.792,648.390,672.247,723.646,715.181,734.594,747.685,706.101,704.227,644.057,670.706,601.753,603.023,544.937,537.405,508.895,511.815,476.813,465.491,443.484,410.335,412.150,369.691,351.229,364.725,336.249,321.127,313.702,376.670,496.189,800.681,1259.016,1624.610,1722.883,1391.253,952.558,553.155,278.771,167.425,136.123,116.106,108.572,111.028,101.498,94.819,89.879,78.579,82.186,78.586,128.825,656.106,3669.530,11554.738,24305.316,40059.399,45700.378,41932.504,28351.116,14069.005,5376.064,1305.331,144.908,44.411,28.140,32.751,30.707,27.419,29.808,24.394,24.836,29.481,24.105,21.601,26.107,20.289,26.539,23.438,24.763,25.658,26.770,19.754,21.276,19.329,21.997,24.858,23.151,26.893,25.228,27.309,26.618,28.818,24.916,27.345,22.808,22.622,25.320,19.336,21.627,23.155,21.337,25.695,30.901,29.413,27.470,29.014,24.382,26.445,25.267,22.220,24.691,24.910,27.445,27.777,24.756,
388,4396.335,5811.627,3192.541,3104.550,2493.504,2581.457,2635.082,1892.903,1914.185,1803.762,1742.517,1588.446,1534.149,1307.321,1247.798,989.775,1054.595,976.180,887.422,794.437,734.137,640.404,680.233,668.373,604.305,587.483,553.937,555.170,521.128,523.582,531.295,541.159,607.402,613.640,603.434,643.321,639.811,670.028,682.831,685.453,685.755,690.030,680.111,723.678,717.651,695.956,664.778,637.519,594.744,572.680,589.442,564.745,524.313,492.674,478.903,465.085,450.912,434.973,399.951,396.998,374.938,355.276,356.150,318.945,318.278,326.084,372.238,522.097,897.801,1360.380,1625.282,1630.439,1288.009,807.873,429.279,230.454,153.867,127.871,119.018,113.207,103.819,91.994,93.388,84.781,77.999,73.492,83.682,129.647,816.712,4141.040,11363.221,26217.903,40296.656,47433.969,41530.330,27770.106,14405.959,5295.305,1155.169,237.235,34.193,31.330,27.667,29.818,25.288,26.601,23.899,25.206,25.117,20.091,27.732,22.655,23.762,24.306,26.279,22.774,26.036,26.353,33.494,21.609,26.880,23.543,25.044,24.136,24.189,25.641,28.337,26.866,27.353,25.097,24.171,26.272,21.299,22.503,21.491,23.106,20.660,26.054,29.213,23.230,28.004,25.270,27.173,26.485,22.515,26.329,23.443,30.240,25.380,26.214,28.616,
390,4107.919,3844.240,3182.171,3036.629,2556.799,3088.210,2243.314,2025.121,1586.848,1763.334,1850.388,1792.581,1122.532,1223.603,1302.015,1115.151,955.684,938.504,810.790,786.966,715.771,745.043,686.702,629.655,605.182,566.681,488.843,522.022,509.570,581.288,514.199,580.788,558.778,556.750,583.219,619.335,597.479,669.542,716.919,625.859,685.814,710.048,702.381,700.870,726.896,670.102,682.929,667.790,638.424,604.838,576.688,554.348,569.870,527.599,515.992,493.165,474.953,438.001,446.100,397.758,377.983,357.092,344.194,365.754,316.797,301.180,313.274,404.180,612.361,1015.827,1406.267,1637.205,1549.351,1176.872,677.019,377.710,198.764,148.210,123.644,113.935,109.333,93.143,95.684,83.018,87.341,79.469,86.605,90.356,140.872,812.122,3616.445,12530.197,26127.483,40602.082,47245.050,42810.645,29438.025,15305.998,5420.056,1646.061,159.477,38.300,29.960,27.828,31.936,24.418,28.815,26.978,25.551,28.711,28.820,22.878,23.862,23.668,25.884,26.343,20.560,27.639,20.875,23.371,26.305,24.768,21.169,25.462,27.828,22.433,25.667,29.949,25.384,23.292,29.062,24.659,22.662,22.401,21.929,27.803,23.137,29.077,25.926,28.566,24.062,26.221,27.129,29.891,26.065,24.979,21.668,27.261,27.543,26.472,27.427,
